,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Interest Income on Loans,10957,10590,11589,11385,11082,10876,10283,10371,9596,9663
1,Interest Paid on Deposits,6614,6876,6553,6348,6025,6063,5581,5133,4712,4430
2,Net Interest Income,4343,3714,5036,5038,5057,4813,4702,5238,4884,5233
3,Net Interest Income Growth (YoY),-13.77%,-26.28%,-0.40%,4.67%,7.55%,-8.11%,-3.73%,0.08%,5.31%,20.07%
4,Income From Trading Activities,506.06,431.38,506.88,279.06,269.29,444.14,356.3,96.49,48.18,-9.42
5,Gain (Loss) on Sale of Assets,0.12,-3.1,15.75,-0.87,-1.71,-6.99,5.09,-52.35,1.31,-0.17
6,Gain (Loss) on Sale of Investments,887.57,609.34,502.65,442.35,403.19,550.45,375.14,226.76,397.07,454.1
7,Other Non-Interest Income,214.19,323.19,208.59,250.25,254.2,209.3,280.6,156.33,210.39,-27.05
8,Total Non-Interest Income,1608,1361,1234,970.79,924.97,1197,1017,427.23,656.95,417.46
9,Non-Interest Income Growth (YoY),30.32%,40.17%,33.40%,-18.89%,-9.06%,180.15%,54.82%,2.34%,65.16%,89.86%
10,Revenues Before Loan Losses,5951,5075,6270,6008,5982,6010,5719,5665,5541,5651
11,Provision for Loan Losses,1908,1169,2156,1993,1863,2433,1467,1668,1564,1733
12,Revenue,4043,3906,4115,4016,4118,3577,4251,3997,3977,3918
13,Revenue Growth (YoY),-1.75%,-2.73%,-0.09%,12.26%,-3.13%,-10.50%,6.90%,2.02%,10.61%,20.66%
14,Salaries and Employee Benefits,1010,1409,1042,1259,1099,1184,1085,1052,1114,1165
15,Occupancy Expenses,248.15,295.89,271.03,291.46,262.22,370.87,275.54,253.79,234.55,210.75
16,"Selling, General & Administrative",265.85,480.79,291.23,554.44,197.71,419.08,279.53,472.78,246.07,403.63
17,Other Non-Interest Expense,89.1,88.98,91.37,88.26,84.34,56.16,58.78,79.29,103.61,64.3
18,Total Non-Interest Expense,1622,2279,1704,2196,1638,1962,1685,1948,1713,1858
19,EBT Excluding Unusual Items,2421,1627,2411,1819,2480,1615,2567,2049,2264,2059
20,Other Unusual Items,16.76,-159.79,159.79,-33.58,33.58,8.65,-,2.13,39.92,9.37
21,Pretax Income,2438,1467,2571,1786,2514,1624,2567,2051,2304,2069
22,Income Tax Expense,315.07,19.94,364.21,140.65,329.24,43.51,441.24,309.51,375.13,294.89
23,Net Income,2122,1447,2206,1645,2185,1580,2125,1742,1929,1774
24,Preferred Dividends & Other Adjustments,-,112.5,-,-,-,-,-,-,-,-
25,Net Income to Common,2122,1334,2206,1645,2185,1580,2125,1742,1929,1774
26,Net Income Growth,-3.80%,-12.03%,1.00%,4.08%,2.79%,-9.26%,10.18%,-1.82%,7.78%,25.38%
27,Basic Shares Outstanding,14588,14588,14588,14588,14588,14588,14588,14588,14588,12412
28,Diluted Shares Outstanding,14588,14588,14588,14588,14588,14588,14588,14588,14588,12412
29,Shares Change (YoY),-,-,-,-,-,-,-,17.53%,17.76%,0.12%
30,EPS (Basic),0.15,0.09,0.15,0.11,0.15,0.11,0.15,0.12,0.13,0.14
31,EPS (Diluted),0.15,0.09,0.15,0.11,0.15,0.11,0.15,0.12,0.13,0.14
32,EPS Growth,-3.80%,-18.87%,1.00%,4.08%,2.79%,-9.26%,10.18%,-16.46%,-8.47%,25.23%
