,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,817.97,829.76,736.91,896.63,659.41,748.99,685.83,709.54,622.5,695.73,Upgrade
1,Revenue Growth (YoY),11.00%,-7.46%,11.75%,19.71%,-3.85%,5.56%,10.17%,1.99%,0.36%,3.43%,Upgrade
2,Cost of Revenue,467.48,477.95,420.48,472.52,303.05,355.31,307.48,353.25,370.82,320.98,Upgrade
3,Gross Profit,350.49,351.81,316.43,424.11,356.36,393.67,378.36,356.29,251.68,374.75,Upgrade
4,"Selling, General & Admin",253.64,263.6,271.11,292.48,257.35,304.81,284.72,295.06,214.14,284.93,Upgrade
5,Research & Development,2.46,-,-,-,-,-,-,-,-,-,Upgrade
6,Operating Expenses,260.59,262.83,271.87,292.17,256.11,298.42,286.37,316.02,218.82,293.11,Upgrade
7,Operating Income,89.91,88.98,44.56,131.94,100.25,95.25,91.98,40.27,32.86,81.64,Upgrade
8,Interest Expense,-0.77,-1.2,-1.28,-0.68,-1.04,-0.45,-0.48,-0.48,-0.62,-1.53,Upgrade
9,Interest & Investment Income,0.96,1.19,2.83,5.79,6.51,1.47,3.47,3.99,3.45,6.47,Upgrade
10,Earnings From Equity Investments,-0.24,-0.24,-0.06,-,-0.19,1.39,1.68,-5.88,-7.18,-3.94,Upgrade
11,Currency Exchange Gain (Loss),-2.74,-2.29,-2.32,5.67,-4.38,6.78,-9.81,5.17,3.35,-3.53,Upgrade
12,Other Non Operating Income (Expenses),34.72,2.63,45.7,1.04,12.2,2.22,6.92,6.66,6.78,0.2,Upgrade
13,EBT Excluding Unusual Items,121.84,89.07,89.43,143.75,113.36,106.66,93.77,49.73,38.65,79.31,Upgrade
14,Gain (Loss) on Sale of Investments,0.1,0.68,1.21,3.69,35.93,-3.26,4.25,-11.31,24.34,-29.89,Upgrade
15,Gain (Loss) on Sale of Assets,-0.61,0.06,-0.23,-0.17,0.4,0.04,-,-3.18,-2.89,-0.1,Upgrade
16,Asset Writedown,-,-,-,-2.46,-,-,-,-,-,-4.43,Upgrade
17,Other Unusual Items,-,0.23,-,-,-,-,-,0,-,-,Upgrade
18,Pretax Income,121.32,90.04,90.41,144.81,149.69,103.43,98.01,35.25,60.1,44.89,Upgrade
19,Income Tax Expense,33.45,33.3,18.15,36.43,28.12,30.76,29.87,14.11,29.74,39.22,Upgrade
20,Earnings From Continuing Operations,87.88,56.74,72.26,108.38,121.57,72.68,68.14,21.14,30.35,5.67,Upgrade
21,Minority Interest in Earnings,7.08,11.98,4.74,4.69,0.65,1.07,0.75,0.54,0.41,0.3,Upgrade
22,Net Income,94.96,68.72,77,113.08,122.22,73.75,68.89,21.68,30.77,5.97,Upgrade
23,Net Income to Common,94.96,68.72,77,113.08,122.22,73.75,68.89,21.68,30.77,5.97,Upgrade
24,Net Income Growth,23.32%,-39.23%,-37.00%,53.34%,77.42%,240.14%,123.90%,263.17%,-68.81%,-,Upgrade
25,Shares Outstanding (Basic),1171,1176,1181,1186,1196,1201,1205,1210,1212,1213,Upgrade
26,Shares Outstanding (Diluted),1171,1176,1181,1186,1196,1201,1205,1210,1212,1213,Upgrade
27,Shares Change (YoY),-0.82%,-0.82%,-1.27%,-1.24%,-0.78%,-0.76%,-0.51%,-0.24%,-1.17%,-2.30%,Upgrade
28,EPS (Basic),0.08,0.06,0.07,0.10,0.10,0.06,0.06,0.02,0.03,0.00,Upgrade
29,EPS (Diluted),0.08,0.06,0.07,0.10,0.10,0.06,0.06,0.02,0.03,0.00,Upgrade
30,EPS Growth,22.69%,-38.73%,-36.19%,55.26%,78.80%,242.75%,125.06%,264.05%,-68.45%,-,Upgrade
31,Free Cash Flow,88.86,24.68,-174.29,-23.35,42.37,211.17,14.26,196.86,-157.5,139.9,Upgrade
32,Free Cash Flow Per Share,0.08,0.02,-0.15,-0.02,0.04,0.18,0.01,0.16,-0.13,0.12,Upgrade
33,Dividend Per Share,0.044,0.022,0.022,0.044,0.016,0.053,0.046,0.063,0.064,-,Upgrade
34,Dividend Growth,100.00%,-50.00%,37.50%,-16.98%,-65.22%,-15.87%,-28.13%,-,-,-,Upgrade
35,Operating Margin,10.99%,10.72%,6.05%,14.72%,15.20%,12.72%,13.41%,5.68%,5.28%,11.73%,Upgrade
36,Profit Margin,11.61%,8.28%,10.45%,12.61%,18.53%,9.85%,10.04%,3.06%,4.94%,0.86%,Upgrade
37,Free Cash Flow Margin,10.86%,2.97%,-23.65%,-2.60%,6.43%,28.19%,2.08%,27.74%,-25.30%,20.11%,Upgrade
38,EBITDA,103.62,98.31,52.67,137.69,107.69,101.78,98.18,45.31,35.91,86.25,Upgrade
39,D&A For EBITDA,13.71,9.33,8.11,5.75,7.44,6.53,6.2,5.04,3.05,4.62,Upgrade
40,EBIT,89.91,88.98,44.56,131.94,100.25,95.25,91.98,40.27,32.86,81.64,Upgrade
