,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,53,44,35,48,101,70,84,84,58,95,110,Upgrade
1,Market Cap Growth,-8.24%,-8.24%,-65.00%,-32.00%,20.00%,-16.67%,45.63%,-11.76%,-47.45%,67.21%,28.29%,Upgrade
2,Enterprise Value,48,43,41,65,116,91,98,90,64,97,185,Upgrade
3,Last Close Price,0.09,0.08,0.06,0.09,0.18,0.13,0.15,0.15,0.10,0.17,0.20,Upgrade
4,PE Ratio,-,-1.23,-,-,55.41,-,-,-439.97,-,-,-,Upgrade
5,PS Ratio,0.31,0.25,0.19,0.27,0.58,0.40,0.54,0.63,0.51,0.99,1.13,Upgrade
6,PB Ratio,0.68,0.56,0.47,0.42,0.84,0.61,0.66,0.48,0.34,0.58,0.69,Upgrade
7,P/TBV Ratio,0.83,0.83,0.72,0.77,1.46,1.17,1.15,1.12,0.79,1.36,1.62,Upgrade
8,P/FCF Ratio,7.23,3.92,-,25.25,-,3.17,-17.29,-,-13.28,-,-,Upgrade
9,P/OCF Ratio,4.20,3.92,-,8.60,-,2.74,39.64,-,7.58,-,5.01,Upgrade
10,EV/Sales Ratio,0.28,0.25,0.23,0.37,0.67,0.52,0.63,0.67,0.56,1.00,1.91,Upgrade
11,EV/EBITDA Ratio,-,-11.78,-,6.64,12.90,17.52,12.49,8.48,12.79,-,-2083.41,Upgrade
12,EV/EBIT Ratio,-,-3.86,-,-,6842.23,-,-,36.64,-29.94,-,-,Upgrade
13,EV/FCF Ratio,6.58,3.83,-,34.43,-,4.10,-20.16,-,-14.81,-,-,Upgrade
14,Debt / Equity Ratio,0.32,0.32,0.21,0.18,0.21,0.23,0.19,0.12,0.17,0.14,0.16,Upgrade
15,Debt / FCF Ratio,3.51,2.29,-,10.55,-,1.21,-5.04,-,-6.71,-,-,Upgrade
16,Return on Capital Employed (ROCE),-,-12.42%,-,-,0.01%,-,-,1.26%,-1.13%,-,-,Upgrade
17,Earnings Yield,-67.74%,-81.63%,-113.27%,2.68%,1.80%,-77.00%,-60.69%,-0.23%,-7.86%,-13.70%,-18.89%,Upgrade
18,FCF Yield,13.84%,25.54%,-,3.96%,5.43%,31.59%,-5.78%,-4.98%,-7.53%,-19.03%,10.13%,Upgrade
19,Buyback Yield / Dilution,-,-,-,-,-,-,-,-140.11%,-200.00%,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-,-,-140.11%,-200.00%,-,Upgrade,
