,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Cash & Equivalents,32.06,18.23,15.77,9.88,13.2,5.77,9.51,25.1,17.27,24.8,Upgrade
1,Cash & Short-Term Investments,32.06,18.23,15.77,9.88,13.2,5.77,9.51,25.1,17.27,24.8,Upgrade
2,Cash Growth,103.37%,84.57%,19.40%,71.22%,38.90%,-77.02%,-44.95%,1.20%,-38.49%,-13.93%,Upgrade
3,Accounts Receivable,26.39,26.75,49.46,42.11,41.69,48.87,28,14.94,19.07,10.57,Upgrade
4,Other Receivables,0.02,3.39,7.45,5.96,10.51,2.44,17.66,3.06,15.97,13.86,Upgrade
5,Receivables,26.41,30.14,56.9,48.07,52.2,51.31,45.66,18,35.04,24.44,Upgrade
6,Inventory,7.58,7.98,11.86,12.63,16.02,14.65,11.69,9.59,9.73,7.44,Upgrade
7,Prepaid Expenses,-,2.05,-,2.59,-,2.44,-,1.8,-,2.46,Upgrade
8,Other Current Assets,-,-,-,3.7,-,7.28,-,12.03,-,-,Upgrade
9,Total Current Assets,66.05,58.39,84.53,76.87,81.42,81.45,66.85,66.51,62.04,59.13,Upgrade
10,"Property, Plant & Equipment",30.64,34.21,41.65,47.49,44.72,57.25,62.53,60.1,57.67,57.12,Upgrade
11,Goodwill,24.5,24.5,49.09,49.09,53.02,53.02,98.15,96.5,92.72,89.01,Upgrade
12,Other Long-Term Assets,-,-,-,-,0.08,0.09,0.17,0.47,1.65,1.44,Upgrade
13,Total Assets,121.19,117.1,175.27,173.45,179.25,191.82,227.7,223.59,214.07,206.7,Upgrade
14,Accounts Payable,8.62,10.46,30.84,16.97,23.51,32.46,15.27,8.43,11.04,8.23,Upgrade
15,Accrued Expenses,6.34,5.32,4.63,4.86,3.85,4.85,4.58,5.81,5.03,6.11,Upgrade
16,Short-Term Debt,12.57,1.69,4.34,7.45,9.27,3.5,-,7.05,-,1.2,Upgrade
17,Current Portion of Leases,2.4,2.36,2.42,2.57,2.02,2.73,2.68,2.53,2.41,2.64,Upgrade
18,Current Income Taxes Payable,-,0.11,1.26,1.32,1.72,1.51,1.72,1.31,0.96,0.52,Upgrade
19,Current Unearned Revenue,-,-,-,-,1.48,0.42,0.42,0.39,1.07,0.22,Upgrade
20,Other Current Liabilities,1.93,10.42,5.65,4.91,7.25,-,9,7.4,9.3,8.56,Upgrade
21,Total Current Liabilities,31.85,30.36,49.14,38.07,49.1,45.47,33.67,32.92,29.82,27.47,Upgrade
22,Long-Term Leases,10.62,11.55,13.14,15.15,15.48,18.25,18.91,19.6,19.99,20.89,Upgrade
23,Total Liabilities,42.47,41.91,62.29,53.22,64.58,63.72,52.58,52.51,49.81,48.37,Upgrade
24,Common Stock,28.01,28.01,28.01,28.01,28.01,28.01,28.01,28.01,28.01,28.01,Upgrade
25,Additional Paid-In Capital,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,60.3,Upgrade
26,Retained Earnings,-880.82,-882.08,-845.15,-842.1,-846.43,-843.92,-792.63,-793.04,-792.44,-788.51,Upgrade
27,Comprehensive Income & Other,869.46,867.25,867.79,871.99,870.87,881.79,877.58,874.04,866.88,856.98,Upgrade
28,Total Common Equity,76.95,73.49,110.95,118.2,112.76,126.18,173.26,169.31,162.76,156.79,Upgrade
29,Minority Interest,1.77,1.71,2.03,2.03,1.92,1.92,1.86,1.77,1.5,1.55,Upgrade
30,Shareholders' Equity,78.72,75.2,112.99,120.23,114.67,128.1,175.12,171.08,164.26,158.34,Upgrade
31,Total Liabilities & Equity,121.19,117.1,175.27,173.45,179.25,191.82,227.7,223.59,214.07,206.7,Upgrade
32,Total Debt,25.58,15.6,19.91,25.17,26.77,24.49,21.59,29.17,22.4,24.73,Upgrade
33,Net Cash (Debt),6.48,2.63,-4.14,-15.29,-13.56,-18.72,-12.08,-4.08,-5.13,0.07,Upgrade
34,Net Cash Per Share,0.01,0.00,-0.01,-0.03,-0.02,-0.03,-0.02,-0.01,-0.01,0.00,Upgrade
35,Filing Date Shares Outstanding,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,Upgrade
36,Total Common Shares Outstanding,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,560.22,Upgrade
37,Working Capital,34.2,28.03,35.38,38.8,32.32,35.99,33.18,33.6,32.21,31.66,Upgrade
38,Book Value Per Share,0.14,0.13,0.20,0.21,0.20,0.23,0.31,0.30,0.29,0.28,Upgrade
39,Tangible Book Value,52.45,48.99,61.86,69.1,59.73,73.16,75.12,72.81,70.04,67.78,Upgrade
40,Tangible Book Value Per Share,0.09,0.09,0.11,0.12,0.11,0.13,0.13,0.13,0.13,0.12,Upgrade
41,Machinery,-,38.63,-,38.61,-,44.83,-,38.68,-,27.35,Upgrade
42,Construction In Progress,-,-,-,4.84,-,5.7,-,3.6,-,6.42,Upgrade
43,Leasehold Improvements,-,18.3,-,22.3,-,24.24,-,22.91,-,17.24,Upgrade
