,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Revenue,83.7,87.72,93.37,83.56,90.15,84.54,70.28,62.95,51.14,45.54,Upgrade
1,Revenue Growth (YoY),-10.36%,4.98%,3.58%,-1.17%,28.27%,34.30%,37.44%,38.24%,-0.59%,-,Upgrade
2,Cost of Revenue,57.26,59.65,66.7,53.36,63.41,57.82,42.77,37.4,35.35,32.38,Upgrade
3,Gross Profit,26.43,28.07,26.67,30.2,26.74,26.72,27.51,25.55,15.79,13.16,Upgrade
4,"Selling, General & Admin",24.13,33.87,31.67,31.23,28.15,25.95,25.91,22.34,19.17,15.63,Upgrade
5,Other Operating Expenses,-0.01,3.01,-3.01,0.26,-0.26,0.08,-0.09,0.46,-0.48,0.15,Upgrade
6,Operating Expenses,24.12,41.48,28.66,29.03,27.89,30.02,25.82,24.79,18.7,14.9,Upgrade
7,Operating Income,2.32,-13.41,-1.99,1.17,-1.15,-3.3,1.69,0.76,-2.91,-1.75,Upgrade
8,Interest Expense,-0.74,-0.82,-0.89,-1.08,-0.94,-0.65,-0.66,-0.67,-0.67,-3.31,Upgrade
9,Interest & Investment Income,-,0.04,-,0.03,-,0.05,-,0.09,-,0.11,Upgrade
10,Other Non Operating Income (Expenses),-,-,-,5.04,-,0.81,-,-0.42,-,-4.5,Upgrade
11,EBT Excluding Unusual Items,1.58,-14.18,-2.89,5.16,-2.09,-3.09,1.03,-0.24,-3.57,-9.45,Upgrade
12,Impairment of Goodwill,-,-22.31,-,-,-,-46.63,-,-,-,-,Upgrade
13,Gain (Loss) on Sale of Assets,-,-1.77,-,-0.73,-,-,-,-0.1,-,0.22,Upgrade
14,Other Unusual Items,-,-,-,0.12,-,-,-,0.49,-,-,Upgrade
15,Pretax Income,1.58,-38.26,-2.89,4.55,-2.09,-49.72,1.03,0.15,-3.57,-9.23,Upgrade
16,Income Tax Expense,0.26,-1,0.15,0.12,0.4,1.68,0.56,0.72,0.33,-,Upgrade
17,Earnings From Continuing Operations,1.32,-37.26,-3.03,4.42,-2.49,-51.41,0.47,-0.58,-3.9,-9.23,Upgrade
18,Net Income to Company,1.32,-37.26,-3.03,4.42,-2.49,-51.41,0.47,-0.58,-3.9,-9.23,Upgrade
19,Minority Interest in Earnings,-0.07,0.34,-0.02,-0.1,-0.02,-0.01,-0.05,-0.03,-0.03,0.11,Upgrade
20,Net Income,1.26,-36.93,-3.05,4.33,-2.51,-51.41,0.41,-0.61,-3.93,-9.12,Upgrade
21,Net Income to Common,1.26,-36.93,-3.05,4.33,-2.51,-51.41,0.41,-0.61,-3.93,-9.12,Upgrade
22,Shares Outstanding (Basic),560,560,560,560,560,560,560,560,560,233,Upgrade
23,Shares Outstanding (Diluted),560,560,560,560,560,560,560,560,560,233,Upgrade
24,Shares Change (YoY),-,-,-,-,-,-,-,140.11%,200.00%,-,Upgrade
25,EPS (Basic),0.00,-0.07,-0.01,0.01,-0.00,-0.09,0.00,-0.00,-0.01,-0.04,Upgrade
26,EPS (Diluted),0.00,-0.07,-0.01,0.01,-0.00,-0.09,0.00,-0.00,-0.01,-0.04,Upgrade
27,Free Cash Flow,11.16,-,9.77,-7.88,13.35,8.77,-13.63,9.45,-13.8,-4.33,Upgrade
28,Free Cash Flow Per Share,0.02,-,0.02,-0.01,0.02,0.02,-0.02,0.02,-0.02,-0.02,Upgrade
29,Operating Margin,2.77%,-15.29%,-2.14%,1.40%,-1.28%,-3.90%,2.41%,1.21%,-5.69%,-3.83%,Upgrade
30,Profit Margin,1.50%,-42.10%,-3.27%,5.18%,-2.78%,-60.81%,0.59%,-0.96%,-7.69%,-20.02%,Upgrade
31,Free Cash Flow Margin,13.33%,-,10.46%,-9.43%,14.81%,10.38%,-19.40%,15.01%,-26.98%,-9.51%,Upgrade
32,EBITDA,5.14,-8.77,2.37,7.41,1.61,3.57,4.28,6.32,-1.29,0.11,Upgrade
33,D&A For EBITDA,2.83,3.27,4.37,6.24,2.76,6.87,2.59,5.56,1.62,1.86,Upgrade
34,EBIT,2.32,-13.41,-1.99,1.17,-1.15,-3.3,1.69,0.76,-2.91,-1.75,Upgrade
