,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,1709886,1641664,1612029,1475104,1511364,1379732,1322889,1463367,1553784,1550268,1888753,1827884,1445816,1303172,1503763,1361905,1352888,1149398,993764,1304511,Upgrade
1,Revenue Growth (YoY),13.14%,18.98%,21.86%,0.80%,-2.73%,-11.00%,-29.96%,-19.94%,7.47%,18.96%,25.60%,34.22%,6.87%,13.38%,51.32%,4.40%,-20.41%,-24.58%,-39.59%,-13.82%,Upgrade
2,"Selling, General & Admin",213579,207973,191811,194643,167900,207197,181344,185838,207509,172290,165785,183089,167491,168483,141942,190833,118677,169672,182572,212461,Upgrade
3,Other Operating Expenses,1476130,1390404,1381419,1247111,1308392,1137921,1110307,1235576,1335461,1352829,1679861,1605324,1250508,1109235,1330872,1149425,1175367,939009,802190,1113041,Upgrade
4,Total Operating Expenses,1689709,1598377,1573230,1441754,1476293,1345119,1291651,1421414,1542969,1525120,1845646,1788413,1417999,1277717,1472814,1340259,1294044,1108681,984761,1325502,Upgrade
5,Operating Income,20177,43286,38799,33349,35071,34613,31239,41953,10815,25148,43108,39471,27817,25455,30949,21646,58844,40716,9003,-20991,Upgrade
6,Interest Expense,-2696,-2554,-1758,-2070,-3477,-2340,-3254,-3726,-3091,-2410,-485.11,-2229,-659.04,-1888,-3968,-5564,-5941,-4268,-4203,-3168,Upgrade
7,Interest Income,5084,3375,3634,2317,2219,1364,3022,1868,1546,2061,2702,3658,859.5,494.37,1969,305.24,536.82,66.2,351.64,59.63,Upgrade
8,Net Interest Expense,2388,820.86,1876,246.83,-1258,-975.81,-231.73,-1858,-1545,-349.24,2217,1429,200.46,-1393,-1999,-5259,-5404,-4202,-3852,-3108,Upgrade
9,Currency Exchange Gain (Loss),-13.54,10.16,-62.29,52.14,1917,-20.47,-29.45,49.92,-1647,-90.74,-1345,1436,430.5,46.38,-206.11,159.73,-30.03,1.54,37.88,-39.41,Upgrade
10,Other Non-Operating Income (Expenses),3403,849.98,1663,2014,111.75,472.18,3274,1251,2886,566.04,1633,373.35,765.23,7.87,716.71,322.83,1168,2.02,-48.57,534.16,Upgrade
11,EBT Excluding Unusual Items,25955,44967,42275,35662,35842,34089,34252,41396,10508,25274,45613,42709,29213,24116,29460,16870,54578,36518,5141,-23604,Upgrade
12,Pretax Income,25955,44967,42275,35662,35842,34089,34252,41396,10508,25274,45613,42709,29213,24116,29460,16870,54578,36518,5141,-23604,Upgrade
13,Income Tax Expense,7555,9543,8631,7164,16726,6978,7388,8325,2363,5159,9070,8654,6066,4961,5988,3459,12015,2056,1735,-,Upgrade
14,Earnings From Continuing Ops.,18400,35424,33644,28498,19116,27111,26863,33070,8146,20116,36543,34055,23147,19155,23472,13411,42563,34462,3406,-23604,Upgrade
15,Net Income,18400,35424,33644,28498,19116,27111,26863,33070,8146,20116,36543,34055,23147,19155,23472,13411,42563,34462,3406,-23604,Upgrade
16,Preferred Dividends & Other Adjustments,-,-,-,-,11000,-,-,-,13000,-,-,-,11000,-,-,-,10000,-,-,-,Upgrade
17,Net Income to Common,18400,35424,33644,28498,8116,27111,26863,33070,-4854,20116,36543,34055,12147,19155,23472,13411,32563,34462,3406,-23604,Upgrade
18,Net Income Growth,-3.75%,30.66%,25.24%,-13.82%,134.67%,34.78%,-26.49%,-2.89%,-64.81%,5.01%,55.68%,153.93%,-45.62%,-44.42%,589.15%,-,186.33%,60.30%,-84.20%,-,Upgrade
19,Shares Outstanding (Basic),69,50,50,51,46,51,53,52,53,49,48,55,88,55,49,50,63,51,63,50,Upgrade
20,Shares Outstanding (Diluted),69,50,50,51,46,51,53,52,53,49,48,55,88,55,49,50,63,51,63,50,Upgrade
21,Shares Change (YoY),49.52%,-0.23%,-5.83%,-2.92%,-12.91%,3.09%,11.80%,-4.33%,-39.11%,-11.12%,-3.16%,8.48%,38.58%,8.13%,-21.39%,0.82%,-3.98%,-27.57%,-10.91%,-38.16%,Upgrade
22,EPS (Basic),264.77,702.00,669.00,561.00,174.61,536.00,503.00,632.00,-90.96,410.00,765.00,622.62,138.60,347.00,475.87,266.00,514.88,675.00,54.28,-472.00,Upgrade
23,EPS (Diluted),264.77,702.00,669.00,561.00,174.34,536.00,503.00,632.00,-91.16,410.00,765.00,622.62,138.60,347.00,475.87,266.00,514.88,675.00,54.28,-472.00,Upgrade
24,EPS Growth,51.87%,30.97%,33.00%,-11.23%,-,30.73%,-34.25%,1.51%,-,18.16%,60.76%,134.07%,-73.08%,-48.59%,776.68%,-,-,121.31%,-82.26%,-,Upgrade
25,Free Cash Flow,62986,154098,120250,-36317,91238,168313,-111232,95761,-89629,-73229,-112024,5510,210117,150084,10300,235704,61569,-41601,-43511,-64852,Upgrade
26,Free Cash Flow Per Share,906.37,3053.73,2391.13,-714.92,1963.07,3327.63,-2082.75,1830.07,-1679.45,-1492.58,-2345.13,100.74,2397.44,2718.78,208.82,4675.01,973.51,-814.84,-693.42,-1296.80,Upgrade
27,Dividend Per Share,-,-,-,-,500.000,1500.000,-,-,2000.000,-,-,-,1500.000,-,-,-,1000.000,-,-,-,Upgrade
28,Dividend Growth,-,-,-,-,-75.00%,-,-,-,33.33%,-,-,-,50.00%,-,-,-,25.00%,-,-,-,Upgrade
29,Profit Margin,1.08%,2.16%,2.09%,1.93%,0.54%,1.96%,2.03%,2.26%,-0.31%,1.30%,1.93%,1.86%,0.84%,1.47%,1.56%,0.98%,2.41%,3.00%,0.34%,-1.81%,Upgrade
30,Free Cash Flow Margin,3.68%,9.39%,7.46%,-2.46%,6.04%,12.20%,-8.41%,6.54%,-5.77%,-4.72%,-5.93%,0.30%,14.53%,11.52%,0.68%,17.31%,4.55%,-3.62%,-4.38%,-4.97%,Upgrade
31,EBITDA,37372,65698,55407,48919,51060,50304,47654,60309,32791,45615,64276,60338,48535,46440,52756,43540,82579,65543,34321,41662,Upgrade
32,EBITDA Margin,2.19%,4.00%,3.44%,3.32%,3.38%,3.65%,3.60%,4.12%,2.11%,2.94%,3.40%,3.30%,3.36%,3.56%,3.51%,3.20%,6.10%,5.70%,3.45%,3.19%,Upgrade
33,D&A For EBITDA,17195,22411,16608,15569,15989,15691,16415,18356,21976,20467,21168,20867,20718,20985,21807,21894,23735,24826,25318,62653,Upgrade
34,EBIT,20177,43286,38799,33349,35071,34613,31239,41953,10815,25148,43108,39471,27817,25455,30949,21646,58844,40716,9003,-20991,Upgrade
35,EBIT Margin,1.18%,2.64%,2.41%,2.26%,2.32%,2.51%,2.36%,2.87%,0.70%,1.62%,2.28%,2.16%,1.92%,1.95%,2.06%,1.59%,4.35%,3.54%,0.91%,-1.61%,Upgrade
36,Effective Tax Rate,29.11%,21.22%,20.42%,20.09%,46.67%,20.47%,21.57%,20.11%,22.48%,20.41%,19.88%,20.26%,20.76%,20.57%,20.32%,20.50%,22.01%,5.63%,33.74%,-,Upgrade
37,Revenue as Reported,-,1641664,1612029,1475104,1511364,1379732,1322889,1463367,1553784,1550268,1888753,1827884,1445816,1303172,1503763,1361905,1352888,1149398,993764,1304511,Upgrade
