,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,15576,12132,11867,12291,11602,13536,13430,14092,12980,12741,14860,17059,15761,15496,8953,8743,8568,8905,7207,5808,6844,Upgrade
1,Market Cap Growth,-10.37%,-10.37%,-11.64%,-12.78%,-10.61%,6.24%,-9.63%,-17.39%,-17.65%,-17.78%,65.99%,95.12%,83.95%,74.01%,24.23%,50.54%,25.18%,38.45%,7.25%,-31.62%,7.66%,Upgrade
2,Enterprise Value,19280,15944,15716,15782,15140,17266,16259,16638,16009,15835,17745,19974,19505,19384,12631,12102,12089,12833,10918,9595,10631,Upgrade
3,Last Close Price,5.88,4.57,4.47,4.57,4.31,5.03,4.99,5.18,4.77,4.68,5.46,6.20,5.73,5.63,4.93,4.78,4.68,4.87,3.91,3.15,3.71,Upgrade
4,PE Ratio,18.94,14.74,17.41,15.25,15.01,42.73,33.01,32.55,-,13.92,17.23,16.42,14.97,14.74,8.89,14.69,19.17,20.36,17.27,16.28,16.91,Upgrade
5,Forward PE,16.80,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,67.75,Upgrade
6,PS Ratio,1.71,1.33,1.33,1.34,1.30,1.65,1.64,1.76,1.66,1.62,1.99,2.58,2.43,2.60,1.66,1.87,2.19,2.29,1.92,1.60,1.88,Upgrade
7,PB Ratio,1.67,1.14,1.15,1.21,1.18,1.39,1.41,1.42,1.28,1.23,1.48,1.75,1.65,2.04,1.21,1.21,1.01,1.28,1.07,0.88,1.02,Upgrade
8,P/TBV Ratio,1.56,1.56,1.59,1.67,1.58,1.87,1.92,1.89,1.71,1.63,1.97,2.35,2.22,2.85,1.71,1.72,1.42,1.82,1.54,1.28,1.50,Upgrade
9,P/FCF Ratio,27.49,21.42,16.53,-,29.55,15.28,17.23,-,14.33,57.88,93.76,-,-,41.92,23.33,-,14.08,15.30,11.33,-,16.76,Upgrade
10,P/OCF Ratio,10.30,10.30,9.33,-,10.13,9.64,8.87,9.25,8.51,11.43,18.53,23.80,24.42,26.98,14.59,-,9.76,10.81,8.65,8.18,9.57,Upgrade
11,PEG Ratio,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,0.70,Upgrade
12,EV/Sales Ratio,2.11,1.75,1.76,1.71,1.70,2.11,1.99,2.07,2.05,2.02,2.38,3.02,3.01,3.25,2.34,2.59,3.08,3.30,2.90,2.64,2.93,Upgrade
