,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,26224,30002,18217,21321,21051,23930,24200,23255,22850,20241,21996,23075,23930,25099,26898,29372,31396,32026,31756,33511,37154,Upgrade
1,Market Cap Growth,25.38%,25.38%,-24.72%,-8.32%,-7.87%,18.22%,10.02%,0.78%,-4.51%,-19.35%,-18.23%,-21.44%,-23.78%,-21.63%,-15.30%,-12.35%,-15.50%,-1.52%,-10.16%,-11.75%,42.41%,Upgrade
2,Last Close Price,5.83,6.64,3.92,4.58,4.53,5.05,5.11,4.91,4.82,4.27,4.51,4.73,4.90,5.14,5.29,5.68,6.07,6.19,6.07,6.40,7.10,Upgrade
3,PE Ratio,24.31,19.72,11.13,12.15,9.28,9.58,9.78,8.37,9.03,9.51,8.58,8.17,7.03,6.58,6.44,7.17,8.37,9.75,10.61,12.66,13.58,Upgrade
4,PS Ratio,5.31,4.34,2.67,2.94,2.75,3.17,3.00,2.85,2.65,2.23,2.52,2.47,2.27,2.02,1.91,2.12,2.26,2.49,2.57,2.50,2.86,Upgrade
5,PB Ratio,0.61,0.48,0.29,0.34,0.34,0.35,0.37,0.39,0.39,0.35,0.37,0.40,0.42,0.44,0.47,0.52,0.57,0.77,0.78,0.85,0.97,Upgrade
6,P/FCF Ratio,2.85,3.26,3.21,8.10,-109.57,-,-,-,4.05,4.39,-,3.47,2.82,-3.33,-4.54,-2.86,-,6.52,-,4.92,-,Upgrade
7,P/OCF Ratio,3.18,3.18,3.06,7.42,280.30,-50.71,-,-,3.91,4.24,-,3.39,2.75,-3.45,-4.76,-2.94,-,6.24,-,4.75,-,Upgrade
8,Debt / Equity Ratio,1.05,1.05,1.14,1.11,1.16,0.98,0.98,1.19,1.10,1.10,1.12,1.15,1.11,1.08,1.11,1.17,0.99,1.42,1.57,1.40,1.76,Upgrade
9,Debt / FCF Ratio,7.12,7.12,12.56,26.53,-374.67,-,-,-,11.42,13.93,-,10.06,7.48,-8.27,-10.85,-6.52,-,11.99,-,8.08,-,Upgrade
10,Asset Turnover,0.05,0.04,0.03,0.04,0.05,0.05,0.05,0.04,0.06,0.06,0.06,0.06,0.06,0.08,0.10,0.13,0.12,0.08,0.11,0.10,Upgrade,
11,Quick Ratio,0.74,0.74,0.98,0.70,1.07,0.82,1.03,0.69,1.07,0.74,1.00,0.63,0.99,0.64,0.95,0.60,1.05,0.49,0.79,0.52,0.86,Upgrade
12,Current Ratio,1.12,1.12,1.09,1.09,1.16,1.24,1.14,1.11,1.18,1.13,1.12,1.07,1.09,1.09,1.06,0.99,1.18,0.93,0.88,0.92,0.92,Upgrade
13,Return on Equity (ROE),2.55%,3.67%,3.74%,2.24%,3.35%,4.52%,7.77%,4.58%,3.48%,7.31%,6.48%,1.03%,7.17%,9.60%,11.47%,5.50%,13.89%,12.16%,11.71%,1.62%,Upgrade,
14,Return on Assets (ROA),0.95%,1.36%,1.39%,0.87%,1.37%,1.76%,2.93%,1.73%,1.31%,2.79%,2.50%,0.40%,2.82%,3.71%,4.53%,2.06%,4.54%,3.85%,3.57%,0.49%,Upgrade,
15,Earnings Yield,5.75%,5.07%,8.98%,8.23%,10.78%,10.44%,10.23%,11.94%,11.07%,10.52%,11.66%,12.23%,14.22%,15.21%,15.54%,13.94%,11.95%,10.25%,9.42%,7.90%,7.36%,Upgrade
16,FCF Yield,35.14%,30.71%,31.16%,12.35%,-0.91%,-3.13%,4.49%,-2.57%,24.67%,22.78%,14.99%,28.81%,35.46%,-30.02%,-22.03%,-34.91%,-31.39%,15.34%,11.15%,20.31%,4.00%,Upgrade
17,Dividend Yield,2.59%,-,3.91%,-,4.66%,-,1.88%,-,-,-,3.00%,-,-,-,6.66%,-,3.02%,-,3.79%,-,-,Upgrade
18,Payout Ratio,155.31%,240.34%,75.73%,14.17%,-,16.91%,20.71%,6.04%,-,-,10.47%,15.26%,-,-,59.26%,8.26%,-,-,-,22.56%,250.25%,Upgrade
19,Buyback Yield / Dilution,-13.57%,-0.13%,-2.96%,-24.92%,-22.58%,-13.67%,-6.87%,0.59%,2.30%,-7.05%,-5.01%,-6.02%,-19.95%,-15.79%,-7.56%,-6.02%,-2.48%,2.45%,-3.15%,-0.23%,3.79%,Upgrade
20,Total Shareholder Return,-10.98%,-0.13%,0.95%,-24.92%,-17.92%,-13.67%,-4.99%,0.59%,2.30%,-7.05%,-2.02%,-6.02%,-19.95%,-15.79%,-0.90%,-6.02%,0.54%,2.45%,0.64%,-0.23%,3.79%,Upgrade
