,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,10623,15973,15771,14497,16209,16652,18129,17435,16126,16523,15885,16074,14224,12089,12100,8535,6736,6028,6277,6251,Upgrade
1,Cash & Short-Term Investments,10623,15973,15771,14497,16209,16652,18129,17435,16126,16523,15885,16074,14224,12089,12100,8535,6736,6028,6277,6251,Upgrade
2,Cash Growth,-34.46%,-4.08%,-13.00%,-16.85%,0.52%,0.78%,14.13%,8.47%,13.37%,36.68%,31.28%,88.34%,111.15%,100.54%,92.76%,36.53%,15.65%,35.97%,-9.65%,-16.96%,Upgrade
3,Accounts Receivable,2192,2287,2432,2362,2206,2266,2272,2644,3395,4040,5359,5510,5882,6018,5747,5109,5916,6407,6126,6512,Upgrade
4,Other Receivables,97.74,175.71,55.27,141.98,66.43,384.03,66.69,442.64,112.37,271.74,57.25,301.9,65.84,293.01,164.29,640.63,89.02,177.87,60.58,504.91,Upgrade
5,Receivables,2290,2463,2488,2504,2272,2650,2339,3086,3507,4311,5417,5812,5948,6311,5911,5750,6005,6585,6187,7017,Upgrade
6,Inventory,804.41,710.29,720.79,676.99,740.33,706.67,698.91,699.65,711.81,804.41,544.44,643.1,586.89,551.24,688.62,680.64,767.15,647.75,532.84,641.16,Upgrade
7,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.1,Upgrade
8,Other Current Assets,735.56,615.8,687.69,444.34,718.23,478.91,1014,511.78,659.39,641.26,484.66,288.62,860.2,566.62,573.25,451.65,611.95,628.06,806.45,674.57,Upgrade
