,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 11, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,392,646,426,837,610,586,769,938,2105,2485,2907,Upgrade
1,Market Cap Growth,-22.86%,-22.86%,-30.19%,42.76%,-20.73%,-37.50%,-63.47%,-62.26%,-27.58%,63.90%,56.95%,Upgrade
2,Enterprise Value,2508,2900,2913,3353,4809,6022,5851,5099,5647,5663,6468,Upgrade
3,Last Close Price,0.82,1.35,0.89,1.75,1.30,1.25,1.64,2.00,4.49,5.30,6.20,Upgrade
4,Forward PE,-,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,7.21,Upgrade
5,PS Ratio,0.25,0.41,0.24,0.50,0.33,0.26,0.30,0.41,1.14,1.40,1.38,Upgrade
6,PB Ratio,2.54,2.54,1.56,2.84,1.98,1.64,1.66,1.96,4.73,5.67,5.06,Upgrade
7,P/TBV Ratio,6.10,6.10,3.35,6.04,4.28,3.14,2.50,2.67,6.43,7.58,6.79,Upgrade
8,P/FCF Ratio,0.60,0.99,0.59,1.28,0.72,0.54,0.70,0.99,2.72,2.88,4.07,Upgrade
9,P/OCF Ratio,0.96,0.96,0.57,1.20,0.67,0.51,0.66,0.97,2.64,2.79,3.91,Upgrade
10,EV/Sales Ratio,1.59,1.83,1.64,1.98,2.57,2.70,2.29,2.23,3.05,3.18,3.08,Upgrade
11,EV/EBITDA Ratio,3.52,28.65,24.89,22.25,-771.03,-,68.89,-,55.12,-,66.91,Upgrade
12,EV/EBIT Ratio,41.23,44.11,41.00,32.60,-85.99,-,130.91,-,101.21,-,-,Upgrade
13,EV/FCF Ratio,3.84,4.44,4.02,5.15,5.67,5.60,5.32,5.38,7.30,6.57,9.05,Upgrade
14,Debt / Equity Ratio,8.90,8.90,9.27,9.08,8.91,12.46,12.35,13.39,11.90,9.39,6.79,Upgrade
15,Debt / FCF Ratio,3.46,3.46,3.48,4.10,3.23,4.14,5.20,6.75,6.84,4.78,5.45,Upgrade
16,Return on Capital Employed (ROCE),4.33%,4.33%,4.49%,5.71%,-3.04%,-,0.98%,-,1.33%,-,-,Upgrade
17,Earnings Yield,-9.86%,-4.08%,-5.10%,-4.15%,-20.89%,-27.22%,-26.46%,-26.68%,-9.21%,-7.02%,-4.86%,Upgrade
18,FCF Yield,166.73%,101.27%,170.46%,77.87%,139.10%,183.58%,142.96%,101.14%,36.75%,34.67%,24.59%,Upgrade
19,Buyback Yield / Dilution,-1.53%,-1.46%,-1.59%,-0.67%,-0.53%,0.63%,6.48%,-7.35%,-15.50%,-0.82%,0.69%,Upgrade
20,Total Shareholder Return,-1.53%,-1.46%,-1.59%,-0.67%,-0.53%,0.63%,6.48%,-7.35%,-15.50%,-0.82%,0.69%,Upgrade
