,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Revenue,371.68,349.44,369.55,359.38,366.96,328.98,405.51,361.29,348.83,289.68,Upgrade
1,Revenue Growth (YoY),0.58%,-2.77%,0.71%,9.24%,-9.51%,-8.94%,16.25%,24.72%,-11.67%,-25.74%,Upgrade
2,Cost of Revenue,251.33,224.91,245.6,243.84,245.29,217.61,252.65,216.9,205.46,171.53,Upgrade
3,Gross Profit,120.35,124.52,123.95,115.55,121.67,111.38,152.85,144.39,143.37,118.15,Upgrade
4,"Selling, General & Admin",92,90.75,92.49,89.67,95.88,87.8,99.71,96.07,96.8,84.69,Upgrade
5,Other Operating Expenses,-0.12,1.27,1.26,0.33,1,1.26,0.76,-0.25,0.47,0.47,Upgrade
6,Operating Expenses,92.62,92.33,93.97,90.14,96.97,89.13,100.74,96.27,97.64,86.07,Upgrade
7,Operating Income,27.73,32.19,29.98,25.4,24.7,22.25,52.11,48.13,45.74,32.07,Upgrade
8,Interest Expense,-0.96,-0.82,-0.57,-0.47,-0.49,-0.4,-0.48,-0.38,-0.56,-0.88,Upgrade
9,Interest & Investment Income,2.68,2.56,2.91,2.38,1.43,1.02,0.93,0.84,1.27,2.41,Upgrade
10,Currency Exchange Gain (Loss),-0.02,-1.41,-0.4,-0.19,1.6,0.8,-0.48,-0.51,-0.06,0.12,Upgrade
11,Other Non Operating Income (Expenses),0.13,0.33,0.6,0.05,0.62,1.12,-0.02,0.39,-0.69,1.02,Upgrade
12,EBT Excluding Unusual Items,29.57,32.85,32.53,27.17,27.86,24.78,52.05,48.47,45.71,34.74,Upgrade
13,Gain (Loss) on Sale of Assets,-0.65,12.27,-0.08,-0.62,0.1,-0.17,0.07,0.01,0.13,-0.21,Upgrade
14,Other Unusual Items,-,-,-,-,3.1,1.58,-,-,11.41,-,Upgrade
15,Pretax Income,28.92,45.12,32.45,26.55,31.05,26.19,52.12,48.47,57.24,34.54,Upgrade
16,Income Tax Expense,5.97,8.98,5.83,4.46,4.65,5.16,10.19,10.17,9.28,5.71,Upgrade
17,Earnings From Continuing Operations,22.95,36.15,26.62,22.09,26.4,21.03,41.94,38.31,47.97,28.83,Upgrade
18,Net Income to Company,22.95,36.15,26.62,22.09,26.4,21.03,41.94,38.31,47.97,28.83,Upgrade
19,Net Income,22.95,36.15,26.62,22.09,26.4,21.03,41.94,38.31,47.97,28.83,Upgrade
20,Net Income to Common,22.95,36.15,26.62,22.09,26.4,21.03,41.94,38.31,47.97,28.83,Upgrade
21,Net Income Growth,-13.81%,63.63%,0.85%,5.06%,-37.06%,-45.11%,-12.57%,32.86%,29.48%,-24.98%,Upgrade
22,Shares Outstanding (Basic),721,721,721,721,721,721,721,721,735,754,Upgrade
23,Shares Outstanding (Diluted),721,721,721,721,721,721,721,721,735,755,Upgrade
24,Shares Change (YoY),-,-,-,-,-0.01%,0.01%,-1.97%,-4.52%,-3.76%,-1.29%,Upgrade
25,EPS (Basic),0.03,0.05,0.04,0.03,0.04,0.03,0.06,0.05,0.07,0.04,Upgrade
26,EPS (Diluted),0.03,0.05,0.04,0.03,0.04,0.03,0.06,0.05,0.07,0.04,Upgrade
27,EPS Growth,-13.94%,63.90%,0.92%,4.88%,-37.01%,-45.12%,-10.96%,39.16%,34.80%,-24.11%,Upgrade
28,Free Cash Flow,-,51.1,44.49,61.07,-21.65,-12.88,32.65,33.73,57.81,20.33,Upgrade
29,Free Cash Flow Per Share,-,0.07,0.06,0.08,-0.03,-0.02,0.05,0.05,0.08,0.03,Upgrade
30,Dividend Per Share,0.022,0.028,0.022,0.018,0.022,0.018,0.035,0.032,0.040,0.016,Upgrade
31,Dividend Growth,-2.70%,50.00%,1.37%,4.55%,-37.43%,-44.83%,-12.50%,101.90%,20.12%,-37.30%,Upgrade
32,Operating Margin,7.46%,9.21%,8.11%,7.07%,6.73%,6.76%,12.85%,13.32%,13.11%,11.07%,Upgrade
33,Profit Margin,6.17%,10.34%,7.20%,6.15%,7.19%,6.39%,10.34%,10.60%,13.75%,9.95%,Upgrade
34,Free Cash Flow Margin,-,14.62%,12.04%,16.99%,-5.90%,-3.92%,8.05%,9.34%,16.57%,7.02%,Upgrade
35,EBITDA,41.23,45.19,43.12,38.76,38.11,35.71,65.18,60.76,57.85,43.85,Upgrade
36,D&A For EBITDA,13.49,13,13.14,13.35,13.42,13.46,13.07,12.63,12.12,11.78,Upgrade
37,EBIT,27.73,32.19,29.98,25.4,24.7,22.25,52.11,48.13,45.74,32.07,Upgrade
