,Fiscal Quarter,Current,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,425,418,418,418,584,649,641,728,750,749,774,Upgrade
1,Market Cap Growth,0%,0%,-28.40%,-35.56%,-8.99%,-10.89%,-14.42%,-2.85%,-3.14%,-10.02%,-28.05%,Upgrade
2,Enterprise Value,288,257,189,212,421,448,398,489,498,516,512,Upgrade
3,Last Close Price,0.59,0.58,0.55,0.44,0.60,0.65,0.63,0.69,0.69,0.67,0.66,Upgrade
4,PE Ratio,7.20,7.07,6.66,8.58,12.04,13.68,10.19,9.07,8.69,9.76,11.75,Upgrade
5,Forward PE,-,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.27,7.56,7.85,Upgrade
6,PS Ratio,0.59,0.58,0.58,0.57,0.80,0.93,0.87,0.95,1.06,1.17,1.13,Upgrade
7,PB Ratio,0.83,0.82,0.82,0.71,1.01,1.13,1.12,1.24,1.33,1.36,1.47,Upgrade
8,P/TBV Ratio,0.82,0.82,0.82,0.71,1.01,1.13,1.12,1.24,1.33,1.36,1.47,Upgrade
9,P/FCF Ratio,-,-,4.37,3.96,14.81,-,-,10.97,8.19,9.59,7.30,Upgrade
10,P/OCF Ratio,-,-,3.44,2.92,6.89,-,7.24,7.46,6.18,7.06,5.21,Upgrade
11,EV/Sales Ratio,0.40,0.36,0.26,0.29,0.58,0.64,0.54,0.64,0.70,0.81,0.75,Upgrade
12,EV/EBITDA Ratio,3.33,2.97,2.14,2.59,5.47,6.07,3.95,3.88,4.20,5.08,4.25,Upgrade
13,EV/EBIT Ratio,4.81,4.28,3.05,3.83,8.40,9.54,5.36,4.88,5.31,6.64,5.31,Upgrade
14,EV/FCF Ratio,-,-,1.98,2.01,10.67,-,-,7.37,5.44,6.61,4.83,Upgrade
15,Debt / Equity Ratio,0.07,0.07,0.07,0.04,0.03,0.05,0.06,0.05,0.05,0.05,0.07,Upgrade
16,Debt / FCF Ratio,-,-,0.38,0.24,0.50,-,-,0.44,0.28,0.33,0.33,Upgrade
17,Return on Capital Employed (ROCE),11.19%,11.19%,11.58%,9.09%,8.51%,7.99%,12.64%,16.44%,16.06%,13.81%,17.86%,Upgrade
18,Earnings Yield,13.90%,14.14%,15.02%,11.65%,8.31%,7.31%,9.82%,11.02%,11.51%,10.25%,8.51%,Upgrade
19,FCF Yield,-,22.87%,25.25%,6.75%,-5.32%,3.08%,9.12%,12.21%,10.43%,13.70%,Upgrade,
20,Dividend Yield,8.34%,8.48%,9.00%,9.18%,6.70%,6.05%,8.32%,9.67%,10.41%,8.38%,7.48%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,0.01%,-0.01%,1.97%,4.52%,3.76%,1.29%,Upgrade,
22,Total Shareholder Return,8.34%,8.48%,9.00%,9.18%,6.70%,6.06%,8.31%,11.64%,14.93%,12.13%,8.76%,Upgrade
