,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,1225,302,628,973,720,1028,1231,1496,3325,1632,1755,Upgrade
1,Market Cap Growth,-68.99%,-68.99%,-12.82%,-5.39%,-41.50%,-31.28%,-62.96%,-8.30%,89.47%,-44.79%,-43.00%,Upgrade
2,Enterprise Value,1187,151,419,925,636,864,1311,1846,3455,1916,1829,Upgrade
3,Last Close Price,1.99,0.49,1.02,1.58,1.17,1.67,2.00,2.43,5.40,2.65,2.85,Upgrade
4,PE Ratio,-,-,-86.09,-,-,-,-,-,-,-,-,Upgrade
5,Forward PE,-,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,53.59,Upgrade
6,PS Ratio,15.00,3.69,7.55,17.67,13.72,7.85,10.80,106.86,-,26.58,-,Upgrade
7,PB Ratio,0.79,0.19,0.42,0.66,0.45,0.60,0.55,0.79,1.72,1.81,1.67,Upgrade
8,P/TBV Ratio,0.19,0.19,0.42,0.66,0.45,0.60,0.55,0.79,1.72,1.82,1.72,Upgrade
9,P/FCF Ratio,-,-,-,-,-,-,14.78,-,-,-,-,Upgrade
10,P/OCF Ratio,-,-,-,-,-,-,11.70,-,-,-,-,Upgrade
11,EV/Sales Ratio,14.53,1.85,5.03,16.80,12.12,6.60,11.51,131.87,-,31.22,-,Upgrade
12,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,417.10,-,Upgrade
13,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,23086.44,-,Upgrade
14,EV/FCF Ratio,-10.28,-,-,-,-,-,15.74,-,-,-,-,Upgrade
15,Debt / Equity Ratio,0.07,0.07,0.08,0.09,0.09,0.09,0.08,0.10,0.26,0.55,0.48,Upgrade
16,Debt / FCF Ratio,-,-,-,-,-,-,2.15,-,-,-,-,Upgrade
17,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,0.01%,-,Upgrade
18,Earnings Yield,-0.28%,-1.13%,-1.16%,-3.96%,-9.43%,-6.30%,-3.30%,-0.95%,-,-0.70%,-,Upgrade
19,FCF Yield,-9.43%,-38.29%,-8.39%,-6.47%,-12.89%,15.31%,6.76%,-9.48%,-,-8.07%,-,Upgrade
20,Buyback Yield / Dilution,0.00%,-,-,-0.00%,-0.00%,-,-,-,-,-,-,Upgrade
21,Total Shareholder Return,0.00%,-,-,-0.00%,-0.00%,-,-,-,-,-,-,Upgrade
