,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,132.91,258.07,321.13,162.95,213.05,297.19,101.54,147.81,113.98,245.88,Upgrade
1,Short-Term Investments,1.54,2.16,22.16,24.86,23.94,24.94,-,2.95,254.24,-,Upgrade
2,Trading Asset Securities,5.35,5.48,1.45,2.02,6.08,21.49,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,139.8,265.7,344.74,189.82,243.06,343.62,101.54,150.76,368.22,245.88,Upgrade
4,Cash Growth,-59.45%,39.97%,41.83%,-44.76%,139.37%,127.92%,-72.42%,-38.68%,-26.09%,-42.77%,Upgrade
5,Accounts Receivable,85.44,105.27,62.2,36.76,35.93,61.75,25.4,177.17,77.94,287.17,Upgrade
6,Other Receivables,16.93,17.34,17.04,16.56,19.16,20.29,256.32,13.73,11.77,32.06,Upgrade
7,Receivables,102.37,122.62,79.24,53.33,55.09,82.04,281.72,190.9,89.71,319.23,Upgrade
8,Inventory,15,12.67,20.45,14.86,13.55,8.54,20.48,15.17,20.22,1.41,Upgrade
9,Prepaid Expenses,-,1.13,-,1.78,-,2.38,-,11.37,2.69,-,Upgrade
10,Other Current Assets,85.04,48.27,6.26,12.51,30.01,12.88,1.65,3.63,18.2,0.19,Upgrade
11,Total Current Assets,342.22,450.38,450.69,272.3,341.71,449.46,405.39,371.83,499.05,566.71,Upgrade
12,"Property, Plant & Equipment",503.99,512.21,498.57,511.21,516.85,534.77,634.92,573.03,533.88,537.99,Upgrade
13,Long-Term Investments,877.87,724.12,750.81,1081,1139,1655,1409,1897,568.47,731.39,Upgrade
14,Other Intangible Assets,0.01,0.07,0.14,0.23,0.31,0.41,0.5,0.07,2.49,5.02,Upgrade
15,Other Long-Term Assets,107.4,141.48,107.94,115.31,122.56,130.36,1.2,1.19,-,1.12,Upgrade
16,Total Assets,1831,1828,1808,1980,2120,2770,2451,2843,1604,1842,Upgrade
17,Accounts Payable,34.64,54.72,39.93,28.78,33.52,48.84,17.98,31.82,34.11,22.13,Upgrade
18,Accrued Expenses,8.11,12.26,8.17,9.58,9.63,18.75,10.92,14.14,13.15,18.93,Upgrade
19,Short-Term Debt,-,-,-,-,-,-,-,315.85,-,-,Upgrade
20,Current Portion of Long-Term Debt,21.4,21.92,21.57,22.56,23.43,24.49,12.03,11.92,339.82,346.43,Upgrade
