,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,1928,3867,2839,2839,2111,3694,3019,3019,2488,4020,3094,3094,2832,2832,2434,2434,2039,2039,2217,2217,Upgrade
1,Revenue Growth (YoY),-8.67%,4.69%,-5.96%,-5.96%,-15.13%,-8.12%,-2.42%,-2.42%,-12.14%,41.98%,27.10%,27.10%,38.90%,38.90%,9.79%,9.79%,-8.67%,-8.67%,-3.61%,-3.61%,Upgrade
2,Cost of Revenue,846.35,2167,1566,1566,1029,2166,1789,1789,1143,2257,1739,1739,1508,1508,1399,1399,1202,1202,1338,1338,Upgrade
3,Gross Profit,1082,1700,1273,1273,1083,1527,1230,1230,1345,1763,1355,1355,1324,1324,1035,1035,837,837,879.5,879.5,Upgrade
4,"Selling, General & Admin",244.74,404.26,368,368,233.44,390.56,371,371,319.43,392.57,409.5,409.5,340,340,346,346,315,315,371.5,371.5,Upgrade
5,Research & Development,-38.34,38.34,-,-,-69.02,69.02,-,-,-52.34,52.34,-,-,-,-,-,-,-,-,-,-,Upgrade
6,Other Operating Expenses,-61.43,61.43,-,-,-37.61,37.61,-,-,-32.85,32.85,-,-,-,-,-,-,-,-,-,-,Upgrade
7,Operating Expenses,462.35,186.65,393,393,135.23,488.77,402,402,233.64,478.36,435.5,435.5,340,340,370.5,370.5,315,315,393,393,Upgrade
8,Operating Income,619.61,1513,879.5,879.5,947.47,1039,828,828,1111,1285,919.5,919.5,983.5,983.5,664.5,664.5,522,522,486.5,486.5,Upgrade
9,Interest Expense,-1439,-593.7,-440,-440,-1651,-556.63,-421.5,-421.5,-1954,-557.55,-484,-484,-423.5,-423.5,-446,-446,-465,-465,-489.5,-489.5,Upgrade
10,Interest & Investment Income,-,1432,107.5,107.5,-,1629,98.5,98.5,-,1796,104,104,140,140,94.5,94.5,98,98,40.5,40.5,Upgrade
11,Earnings From Equity Investments,3335,-,1295,1295,3057,-,1538,1538,5036,-,1524,1524,2103,2103,1429,1429,799.5,799.5,1101,1101,Upgrade
12,Currency Exchange Gain (Loss),-99,-,17.5,17.5,-113,-,-9,-9,-463,-,9.5,9.5,-5.5,-5.5,206,206,17,17,-25.5,-25.5,Upgrade
13,Other Non Operating Income (Expenses),522.94,-68.94,116.5,116.5,201.35,-129.35,59.5,59.5,96.23,-21.23,-113.5,-113.5,-152,-152,-460,-460,-53.5,-53.5,216,216,Upgrade
14,EBT Excluding Unusual Items,2940,2282,1976,1976,2441,1982,2094,2094,3826,2502,1960,1960,2646,2646,1488,1488,918,918,1329,1329,Upgrade
15,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-310.5,-310.5,-,-,-,-,Upgrade
16,Gain (Loss) on Sale of Investments,279.95,147.05,8,8,-26.12,109.12,-107,-107,-118.4,-28.6,-27,-27,239,239,691.5,691.5,-83.5,-83.5,-259.5,-259.5,Upgrade
17,Gain (Loss) on Sale of Assets,-0.57,0.57,46.5,46.5,0.18,-0.18,-43,-43,0.21,-0.21,-0.5,-0.5,14,14,492,492,309,309,352,352,Upgrade
18,Asset Writedown,-5,-,-0.5,-0.5,-6,-,0.5,0.5,6,-,8.5,8.5,2,2,2.5,2.5,72,72,7,7,Upgrade
19,Other Unusual Items,-,-,-,-,-,-,-,-,-,-,472,472,-,-,-,-,-,-,-,-,Upgrade
20,Pretax Income,3214,2430,2030,2030,2409,2091,1944,1944,3714,2473,2413,2413,2901,2901,2364,2364,1216,1216,1429,1429,Upgrade
21,Income Tax Expense,390.51,339.49,329,329,229.14,286.86,210,210,322.14,303.86,357,357,263.5,263.5,323.5,323.5,215,215,204.5,204.5,Upgrade
22,Earnings From Continuing Operations,2823,2091,1701,1701,2180,1804,1734,1734,3392,2169,2056,2056,2637,2637,2040,2040,1001,1001,1224,1224,Upgrade
