,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Nov '24 Nov 30, 2024","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020",+20 Quarters
0,Revenue,895192,737335,767502,788165,810833,623053,676153,750957,716393,536016,546129,591585,627391,434910,495218,583066,619797,463922,336411,585028,Upgrade
1,Revenue Growth (YoY),10.40%,18.34%,13.51%,4.95%,13.18%,16.24%,23.81%,26.94%,14.19%,23.25%,10.28%,1.46%,1.23%,-6.25%,47.21%,-0.34%,-0.59%,-0.80%,-39.41%,-6.13%,Upgrade
2,Cost of Revenue,407620,343238,333771,385744,368010,292287,312079,389720,336109,257117,247255,301126,288765,219790,236833,307436,294976,239363,161915,321161,Upgrade
3,Gross Profit,487572,394097,433731,402421,442823,330766,364074,361237,380284,278899,298874,290459,338626,215120,258385,275630,324821,224559,174496,263867,Upgrade
4,"Selling, General & Admin",330580,98943,291799,292672,301400,274188,255970,259176,265033,244618,216271,216813,222451,202697,194979,207504,213245,197792,169231,214699,Upgrade
5,Other Operating Expenses,-750,-4436,-2398,-332,-1078,2568,-1776,-940,18,-2573,1165,3918,-1749,-856,3725,13369,-199,1215,10020,3924,Upgrade
6,Operating Expenses,329830,297405,289401,292340,300322,276756,254194,258236,265051,242045,217436,220731,220702,201841,198704,220873,213046,199007,179251,218623,Upgrade
7,Operating Income,157742,96692,144330,110081,142501,54010,109880,103001,115233,36854,81438,69728,117924,13279,59681,54757,111775,25552,-4755,45244,Upgrade
8,Interest Expense,-3288,-3249,-2890,-2485,-2476,-2338,-2376,-8188,-2588,-2468,-1732,-1685,-1673,-1741,-1697,-1739,-1812,-1805,-6494,-2051,Upgrade
9,Interest & Investment Income,17010,18481,36544,29011,15221,13166,20769,8689,8380,4084,56616,10171,1211,1128,15955,11168,1035,1402,2408,5850,Upgrade
10,Earnings From Equity Investments,925,38,389,318,671,73,430,185,449,116,367,144,432,-20,233,132,215,-132,402,-197,Upgrade
11,Currency Exchange Gain (Loss),24524,-34970,-,-,7036,16322,-,-,5478,34192,-,-,16648,-1599,-,-,-3828,-6413,-,-,Upgrade
