,Fiscal Quarter,Q1 2025,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,+20 Quarters
,Period Ending,"Nov '24 Nov 30, 2024","Aug '24 Aug 31, 2024","May '24 May 31, 2024","Feb '24 Feb 29, 2024","Nov '23 Nov 30, 2023","Aug '23 Aug 31, 2023","May '23 May 31, 2023","Feb '23 Feb 28, 2023","Nov '22 Nov 30, 2022","Aug '22 Aug 31, 2022","May '22 May 31, 2022","Feb '22 Feb 28, 2022","Nov '21 Nov 30, 2021","Aug '21 Aug 31, 2021","May '21 May 31, 2021","Feb '21 Feb 28, 2021","Nov '20 Nov 30, 2020","Aug '20 Aug 31, 2020","May '20 May 31, 2020","Feb '20 Feb 29, 2020",+20 Quarters
0,Cash & Equivalents,1198840,1193560,1097753,1065864,887360,903280,922567,888605,914041,1358292,1368912,1297451,1204173,1177736,1177159,1220854,1154607,1093531,1045734,1184303,Upgrade
1,Short-Term Investments,447417,-,550546,529265,616956,576194,472706,432702,366958,123446,95076,95275,61404,56157,62712,55162,51145,49890,63366,66424,Upgrade
2,Cash & Short-Term Investments,1646257,1193560,1648299,1595129,1504316,1479474,1395273,1321307,1280999,1481738,1463988,1392726,1265577,1233893,1239871,1276016,1205752,1143421,1109100,1250727,Upgrade
3,Cash Growth,9.44%,-19.33%,18.13%,20.72%,17.43%,-0.15%,-4.69%,-5.13%,1.22%,20.09%,18.08%,9.15%,4.96%,7.91%,11.79%,2.02%,2.73%,1.10%,-4.56%,6.94%,Upgrade
4,Accounts Receivable,179989,83929,110631,66635,142880,56665,101798,71343,120785,47850,85332,55861,124571,42141,76025,65464,120185,56150,78240,56968,Upgrade
5,Other Receivables,1775,2210,1766,2490,22608,33826,3243,2569,2652,14946,2133,1391,1603,11397,1310,1496,5057,13045,5361,4087,Upgrade
6,Receivables,181764,86139,112397,69125,165488,90491,105041,73912,123437,62796,87465,57252,126174,53538,77335,66960,125242,69195,83601,61055,Upgrade
7,Inventory,513154,474460,404795,414432,485724,449254,387386,437671,570314,485928,351718,350348,405103,394868,344651,354641,404115,417529,380673,353907,Upgrade
8,Other Current Assets,158142,609112,207428,179293,156563,157476,124455,115933,134122,148389,97456,60497,57393,42375,40281,31649,28260,25046,34246,36690,Upgrade
