,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Revenue,628.42,640.11,535.26,548.04,448.3,459.47,436.28,445.37,367.78,393.71
1,Revenue Growth (YoY),17.40%,16.80%,19.40%,19.28%,2.75%,3.16%,18.63%,13.12%,9.79%,15.85%
2,Cost of Revenue,306.91,295.3,233.53,225.17,215.93,209.68,205.14,206,141.17,167.74
3,Gross Profit,321.51,344.81,301.73,322.88,232.37,249.79,231.14,239.37,226.61,225.97
4,"Selling, General & Admin",96.39,72.15,94.25,72.04,68.05,67.07,62.42,66.84,44.6,70.04
5,Other Operating Expenses,-35.8,-15.7,-21.05,-17.12,-21.84,-14.92,-24.98,-11.91,-15.73,-5.21
6,Operating Expenses,60.6,56.45,73.2,54.92,46.2,52.16,37.45,54.93,28.87,64.82
7,Operating Income,260.92,288.36,228.53,267.96,186.16,197.63,193.7,184.44,197.74,161.15
8,Interest Expense,-40.81,-49.78,-46.38,-52.19,-56.81,-47.68,-41.53,-22.02,-25.06,-26.63
9,Interest & Investment Income,0.98,2.79,2.06,3.64,2.99,3.09,4.02,5.62,4.66,3.98
10,Currency Exchange Gain (Loss),-2.75,-0.09,-5.1,0.03,-9.57,3.4,-0.89,-17.36,-5.49,-
11,EBT Excluding Unusual Items,218.34,241.27,179.12,219.43,122.77,156.44,155.3,150.69,171.84,138.5
12,Gain (Loss) on Sale of Assets,0.02,-0.7,-0.47,0.04,-0.02,-0.45,-0.07,-,-1.98,-0.22
13,Asset Writedown,28.67,-,-,0.1,0.2,-,13.86,0.7,1.3,1.5
14,Other Unusual Items,-,-,-,-,-,-,-150.85,-,-,-
15,Pretax Income,247.03,240.57,178.65,219.57,122.95,156,18.24,151.39,171.16,139.78
16,Income Tax Expense,15.85,20.66,0.66,4.52,6.09,13.07,14.36,11.81,2.61,1.66
17,Net Income,231.18,219.91,177.99,215.06,116.86,142.93,3.88,139.58,168.55,138.12
18,Net Income to Common,231.18,219.91,177.99,215.06,116.86,142.93,3.88,139.58,168.55,138.12
19,Net Income Growth,29.88%,2.26%,52.32%,50.46%,2914.89%,2.40%,-97.70%,1.06%,52.68%,22.59%
20,Shares Outstanding (Basic),1200,1200,1200,1200,1200,1200,1200,1200,1209,1059
21,Shares Outstanding (Diluted),1200,1200,1200,1200,1200,1200,1200,1200,1209,1059
22,Shares Change (YoY),-,-,-,-,-,-,-0.74%,13.31%,34.33%,17.67%
23,EPS (Basic),0.19,0.18,0.15,0.18,0.10,0.12,0.00,0.12,0.14,0.13
24,EPS (Diluted),0.19,0.18,0.15,0.18,0.10,0.12,0.00,0.12,0.14,0.13
25,EPS Growth,29.88%,2.26%,52.32%,50.47%,2914.86%,2.40%,-97.68%,-10.81%,13.66%,4.18%
26,Free Cash Flow,461.65,-307.66,412.51,-285.72,401.63,-499.61,-113.7,-325.25,-64.95,-258.82
27,Free Cash Flow Per Share,0.38,-0.26,0.34,-0.24,0.33,-0.42,-0.09,-0.27,-0.05,-0.24
28,Dividend Per Share,-,-,-,-,-,-,-,-,0.063,0.051
29,Operating Margin,41.52%,45.05%,42.70%,48.89%,41.53%,43.01%,44.40%,41.41%,53.77%,40.93%
30,Profit Margin,36.79%,34.35%,33.25%,39.24%,26.07%,31.11%,0.89%,31.34%,45.83%,35.08%
31,Free Cash Flow Margin,73.46%,-48.06%,77.07%,-52.13%,89.59%,-108.74%,-26.06%,-73.03%,-17.66%,-65.74%
32,EBITDA,348.81,370.88,301.64,335.28,245.55,253.54,237.52,220.23,236.72,198.98
33,D&A For EBITDA,87.89,82.52,73.11,67.32,59.39,55.91,43.83,35.78,38.98,37.83
34,EBIT,260.92,288.36,228.53,267.96,186.16,197.63,193.7,184.44,197.74,161.15
35,Advertising Expenses,-,-,-,-,-,-,-,17.85,-,9.63
