,Fiscal Quarter,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020
,Period Ending,"Aug '24 Aug 31, 2024","Feb '24 Feb 29, 2024","Aug '23 Aug 31, 2023","Feb '23 Feb 28, 2023","Aug '22 Aug 31, 2022","Feb '22 Feb 28, 2022","Aug '21 Aug 31, 2021","Feb '21 Feb 28, 2021","Aug '20 Aug 31, 2020","Feb '20 Feb 29, 2020"
0,Cash & Equivalents,840.88,424.32,985.5,538.35,803.85,557.64,880.75,573.71,865.06,938.78
1,Short-Term Investments,-,-,-,-,2.4,2.4,8.85,8.62,7.14,7.14
2,Cash & Short-Term Investments,840.88,424.32,985.5,538.35,806.25,560.04,889.6,582.33,872.2,945.92
3,Cash Growth,-14.68%,-21.18%,22.23%,-3.87%,-9.37%,-3.83%,2.00%,-38.44%,89.31%,1061.59%
4,Accounts Receivable,24.86,48.31,20.64,63.76,25.37,58.19,27.54,51.79,17.9,27.13
5,Other Receivables,23.84,13.75,8.75,9.52,11.8,12.14,12.49,8.84,4.25,2.6
6,Receivables,48.7,62.06,29.38,73.29,37.18,70.33,40.03,60.63,22.15,29.72
7,Restricted Cash,0.5,2.53,2.42,1.62,1.44,1.38,12.25,11.21,11.21,-
8,Other Current Assets,4.69,5.07,6.6,7.4,5.99,2.02,1.48,0.5,0.19,0.54
9,Total Current Assets,894.76,493.97,1024,620.66,850.86,633.76,943.36,654.66,905.74,976.18
10,"Property, Plant & Equipment",6280,6164,5993,5784,5547,5423,5147,4520,3866,3847
11,Long-Term Investments,-,-,-,-,-,-,-,-,6.35,-
12,Other Intangible Assets,10.98,12.23,13.48,16.45,19.42,21.95,21.61,22.6,12.4,7.24
13,Long-Term Deferred Tax Assets,0.01,0.05,0.14,0.16,0.12,0.16,-,-,-,-
14,Other Long-Term Assets,315.27,289.23,243.68,257.66,251.44,304.44,216.79,397.54,268.12,147.07
15,Total Assets,7501,6959,7275,6679,6669,6383,6329,5595,5058,4978
16,Accounts Payable,-,-,-,-,-,-,-,24.06,-,-
17,Accrued Expenses,70.34,64.72,81.49,31.08,106.61,108.35,110.35,99.15,91.09,73.58
18,Short-Term Debt,290.85,-,392.04,-,279.72,-,-,-,-,-
19,Current Portion of Long-Term Debt,20.28,413.51,28.08,372.52,60.65,397.7,268.95,195.38,166.47,75
20,Current Portion of Leases,0.53,0.33,0.28,-,-,-,-,-,-,-
21,Current Income Taxes Payable,17.66,23.79,19.66,23.08,20.07,26.15,20.75,15.95,6.2,5.15
22,Current Unearned Revenue,997.41,637.97,879.47,545.22,721.02,446.64,588.73,427.6,292.92,384.21
23,Other Current Liabilities,250.06,257.05,319.7,320.08,183.39,299.57,246.13,160.94,158.38,743.35
24,Total Current Liabilities,1647,1397,1721,1292,1371,1278,1235,923.08,715.06,1281
25,Long-Term Debt,1944,1885,2089,2169,2170,2206,2148,1863,1623,984.31
26,Long-Term Leases,3.2,2.87,2.94,-,-,-,-,-,-,-
27,Long-Term Deferred Tax Liabilities,58.43,46.38,49.03,48.23,47.29,46.07,43.83,38.45,36.46,35.6
28,Other Long-Term Liabilities,29.82,46.37,46.37,58.45,183.5,72.32,217.37,28.71,7.14,106.66
29,Total Liabilities,3683,3378,3908,3567,3772,3603,3644,2853,2381,2408
30,Common Stock,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82,0.82
31,Additional Paid-In Capital,602.37,602.37,602.37,602.37,602.37,602.37,651.48,713.64,788.76,850.38
32,Retained Earnings,2799,2567,2347,2169,1954,1838,1695,1691,1551,1383
33,Comprehensive Income & Other,416.36,410.32,415.61,339.06,339.06,339.06,338.53,336.12,336.12,336.12
34,Shareholders' Equity,3818,3581,3366,3112,2897,2780,2685,2741,2677,2570
35,Total Liabilities & Equity,7501,6959,7275,6679,6669,6383,6329,5595,5058,4978
36,Total Debt,2259,2302,2513,2541,2510,2604,2417,2058,1789,1059
37,Net Cash (Debt),-1418,-1878,-1527,-2003,-1704,-2044,-1527,-1476,-917,-113.39
38,Net Cash Per Share,-1.18,-1.56,-1.27,-1.67,-1.42,-1.70,-1.27,-1.23,-0.76,-0.11
39,Filing Date Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
40,Total Common Shares Outstanding,1200,1200,1200,1200,1200,1200,1200,1200,1200,1200
41,Working Capital,-752.35,-903.39,-696.82,-671.31,-520.59,-644.65,-291.55,-268.41,190.69,-305.1
42,Book Value Per Share,3.18,2.98,2.81,2.59,2.41,2.32,2.24,2.28,2.23,2.14
43,Tangible Book Value,3807,3569,3353,3095,2877,2758,2664,2719,2664,2563
44,Tangible Book Value Per Share,3.17,2.97,2.79,2.58,2.40,2.30,2.22,2.27,2.22,2.14
45,Buildings,4471,4202,4107,3626,3265,2878,2820,2152,1943,1943
46,Machinery,560.36,529,499.74,461.91,424.27,386.44,343.22,325.21,279.78,274.71
47,Construction In Progress,464.88,613.97,600.88,838.82,949.91,1172,933.34,1276,989.76,922.19
