,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+15 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+15 Quarters
0,Market Capitalization,3993,3401,2893,3841,4598,6077,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
1,Market Cap Growth,-44.03%,-44.03%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
2,Enterprise Value,4518,3644,3036,3868,4509,6439,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Last Close Price,55.29,47.31,39.97,52.44,62.77,82.96,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
4,PE Ratio,124.35,-,79.54,-,111.59,127.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,8.68,7.32,6.79,7.91,8.31,9.95,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
6,PB Ratio,5.00,4.26,3.63,4.60,5.46,7.36,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
7,P/TBV Ratio,5.00,5.00,4.25,5.36,6.36,7.74,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,417.67,-,105.75,-,-90.72,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,EV/Sales Ratio,9.73,7.84,7.12,7.96,8.15,10.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,122.53,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
11,EV/EBIT Ratio,-,-,-,-,-,154.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.77,0.77,0.47,0.39,0.37,0.41,1.40,1.48,1.27,-,1.28,0.64,0.64,0.64,0.55,0.55,0.40,0.81,0.89,0.89,1.60,Upgrade
13,Debt / EBITDA Ratio,-,-,52.25,-,-,12.00,4.15,13.28,4.33,-,2.97,51.58,1.56,1.56,1.07,1.07,0.52,0.41,0.96,0.96,0.78,Upgrade
14,Debt / FCF Ratio,-,-,-,-,-,-,-2.92,-,-,-,-,-,-,-,-,-,-,0.88,-15.97,-11.95,-6.04,Upgrade
15,Asset Turnover,0.38,0.35,0.08,0.36,0.38,0.72,0.37,-,-,-,-,0.90,0.92,0.94,0.99,1.82,1.87,0.85,1.15,-,Upgrade,
16,Inventory Turnover,3.33,4.76,3.99,1.27,4.39,3.66,6.29,3.55,-,-,-,-,7.67,6.37,5.27,5.33,7.98,7.27,3.74,5.20,-,Upgrade
17,Quick Ratio,1.02,1.02,0.86,1.37,1.64,1.74,0.93,0.88,0.92,-,0.97,-,0.97,0.97,0.92,0.92,0.92,0.97,0.92,0.92,0.93,Upgrade
18,Current Ratio,1.27,1.27,1.07,1.63,1.85,1.96,1.14,1.09,1.09,-,1.22,-,1.14,1.14,1.12,1.12,1.13,1.29,1.20,1.20,1.14,Upgrade
