,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,565565,565565,-,1253357,794751,341349,597091,262795,658823,328028,513077,1868837,647842,345592,36984,206365,275422,-,263460,50280,Upgrade
1,Trading Asset Securities,1914035,1914035,-,945551,539662,417689,744564,1070905,578133,563427,643296,588400,621515,469739,393979,330641,287492,-,154053,290351,Upgrade
2,Accounts Receivable,2084,2084,-,2697,2206,5194,2068,1332,2196,5869,4083,4183,4358,4891,2014,2311,1694,-,623.2,1498,Upgrade
3,Other Receivables,7091677,7091677,-,5434220,4761527,4378029,3889675,3745904,4830088,4658958,6219541,6271851,4738229,4686057,3223383,2479693,1866230,-,1472828,1800344,Upgrade
4,"Property, Plant & Equipment",122365,122365,-,137156,142211,145026,144682,148136,146391,149211,146178,150215,142516,140273,142739,141868,144558,-,145038,147617,Upgrade
5,Other Intangible Assets,20231,20231,-,18336,18377,18422,18467,18563,18657,18761,18865,18969,19072,19176,19280,19384,19280,-,19072,18974,Upgrade
6,Other Current Assets,5466,5466,-,408714,1019809,852321,5298,4035,4714,462484,136353,518693,318626,468950,117989,182515,112418,-,3486,181713,Upgrade
7,Other Long-Term Assets,36803,36803,-,33276,32666,32881,33032,33491,32285,31905,32071,32309,31488,31196,31263,31533,31701,-,31357,31925,Upgrade
8,Total Assets,9759561,9759561,-,8234683,7312781,6193060,5437583,5287996,6274287,6221854,7716817,9455959,6525962,6167826,3969592,3395723,2740061,-,2091224,2523655,Upgrade
9,Accounts Payable,971.13,971.13,-,442.08,390.96,1799,1395,1139,505.59,1288,268.67,4018,277.87,1677,139.41,434.56,88.3,-,117.44,462.96,Upgrade
10,Accrued Expenses,146994,146994,-,100494,85367,83016,78577,77030,58271,64729,72358,58519,34644,48911,15802,42064,25799,-,6057,31449,Upgrade
11,Short-Term Debt,5475934,5475934,-,3148102,2359570,1533975,1443000,1308000,1108000,1065000,1278000,978000,1115000,1085000,599000,597000,587000,-,50000,361500,Upgrade
12,Other Current Liabilities,17693,17693,-,1322631,1237858,1128035,519148,534121,1824447,1841882,3188893,5388463,2531081,2432660,986171,540636,14183,-,11483,9719,Upgrade
13,Total Liabilities,5641592,5641592,-,4590747,3710873,2774807,2061899,1939967,3016721,3010198,4579921,6473316,3717529,3602120,1621808,1193557,638726,-,77437,412633,Upgrade
14,Common Stock,3059194,3059194,-,2145650,2145650,2145650,1950600,1950600,1950600,1475673,1475673,1475673,1475673,1462630,1322673,1322673,1322673,-,1202441,1202441,Upgrade
15,Additional Paid-In Capital,82.75,82.75,-,82.75,82.75,82.75,82.75,82.75,82.75,151.5,155.08,162.82,40.34,40.34,81444,81444,81444,-,201678,201678,Upgrade
16,Retained Earnings,1058693,1058693,-,1498203,1456176,1272520,1425002,1397347,1306884,1735844,1661094,1507063,1332956,1103067,943710,798055,697221,-,609677,706911,Upgrade
17,Total Common Equity,4117969,4117969,-,3643936,3601908,3418252,3375684,3348030,3257566,3211656,3136896,2982644,2808433,2565706,2347784,2202166,2101335,-,2013787,2111021,Upgrade
18,Shareholders' Equity,4117969,4117969,-,3643936,3601908,3418252,3375684,3348030,3257566,3211656,3136896,2982644,2808433,2565706,2347784,2202166,2101335,-,2013787,2111021,Upgrade
19,Total Liabilities & Equity,9759561,9759561,-,8234683,7312781,6193060,5437583,5287996,6274287,6221854,7716817,9455959,6525962,6167826,3969592,3395723,2740061,-,2091224,2523655,Upgrade
20,Total Debt,5475934,5475934,-,3148102,2359570,1533975,1443000,1308000,1108000,1065000,1278000,978000,1115000,1085000,599000,597000,587000,-,50000,361500,Upgrade
21,Net Cash (Debt),-2996334,-2996334,-,-949193,-1025157,-774937,-101345,25700,128956,-173545,-121627,1479237,154357,-269669,-168037,-59994,-24086,-,367513,-20868,Upgrade
22,Net Cash Growth,-,-,-,-,-,-,-,-98.26%,-16.46%,-,-,-,-,-,-,-,-,-,405.05%,-,Upgrade
23,Net Cash Per Share,-,-,-,-3159.86,-3412.74,-2579.76,-337.37,85.55,429.29,-636.39,-446.00,5424.48,566.05,-1002.97,-624.98,-223.13,-89.58,-,1366.86,-77.61,Upgrade
24,Filing Date Shares Outstanding,-,-,-,300.39,300.39,300.39,300.39,300.39,300.39,272.7,272.7,272.7,272.69,268.87,268.87,268.87,268.87,-,268.87,268.87,Upgrade
25,Total Common Shares Outstanding,-,-,-,300.39,300.39,300.39,300.39,300.39,300.39,272.7,272.7,272.7,272.69,268.87,268.87,268.87,268.87,-,268.87,268.87,Upgrade
26,Working Capital,3938570,3938570,-,3455168,3408654,3221923,3179502,3147839,3060233,3011779,2939783,2781151,2615357,2375061,2154501,2009381,1905796,-,1818320,1912505,Upgrade
27,Book Value Per Share,-,-,-,12130.64,11990.73,11379.34,11237.58,11145.52,10844.37,11777.09,11502.96,10937.59,10298.87,9542.58,8732.13,8190.39,7815.36,-,7489.71,7851.34,Upgrade
28,Tangible Book Value,4097738,4097738,-,3625600,3583531,3399830,3357217,3329466,3238909,3192895,3118031,2963675,2789361,2546530,2328504,2182783,2082055,-,1994715,2092047,Upgrade
29,Tangible Book Value Per Share,-,-,-,12069.60,11929.56,11318.02,11176.11,11083.73,10782.26,11708.29,11433.78,10868.03,10228.93,9471.26,8660.42,8118.29,7743.65,-,7418.78,7780.77,Upgrade
