,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+5 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+5 Quarters
0,Cash & Equivalents,4786,4137.0,4350,5347.0,6885,7401.0,8204,6199.0,6330,7122,4844,4327.0,4470,5424,2682,2435,2880,3499,1411,1493,Upgrade
1,Trading Asset Securities,35.68,105.7,37.45,56.26,79.54,108.05,33.8,33.34,29.09,22.88,1.07,0.08,-,-,-,-,-,-,-,-,Upgrade
2,Accounts Receivable,7019,7325.0,6343,5998.0,6321,6227.0,6102,5713.0,6891,6896,6029,5807.0,5594,5397,5423,5374,6361,6711,6433,6618,Upgrade
3,Other Receivables,577.73,587.63,884.72,801.3,539.38,599.95,735.54,500.89,558.39,649.79,741.06,731.94,902.12,995.27,1096,808.12,658.15,749.58,466.04,512.1,Upgrade
4,Inventory,4521,4949.0,4625,3699.0,3162,3094.0,2011,1408.0,402.42,259.98,186.04,153.09,152.62,143.24,166.46,151.53,104.3,86.78,153.43,38.75,Upgrade
5,Prepaid Expenses,-,40.82,-,20.03,-,39.38,-,12.96,-,27.9,-,19.26,-,23.72,-,-,-,-,-,27.53,Upgrade
6,Other Current Assets,1458,1417.0,1478,1336.0,1370,1238.0,1383,1151.0,599.82,431.7,821.86,722.11,1793,1677,1115,1593,1088,1527,1823,1264,Upgrade
7,Total Current Assets,18396,18563.0,17717,17257.0,18357,18707.0,18469,15019.0,14811,15410,12623,11761.0,12912,13660,10483,10362,11091,12573,10286,9954,Upgrade
8,"Property, Plant & Equipment",22640,22355.0,21943,21682.0,21441,21146.0,20452,20707.0,19108,17607,16274,16691.0,15803,16527,17275,16859,17558,17530,17407,17828,Upgrade
