,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,579,836,2416,1128,1172,1130,1234,1193,6502,2732,4520,Upgrade
1,Market Cap Growth,-25.88%,-25.88%,106.07%,-0.14%,-5.02%,-5.28%,-81.02%,-56.34%,43.83%,-32.14%,18.84%,Upgrade
2,Enterprise Value,1146,1342,2994,1679,1666,1546,1669,1565,6589,2766,4449,Upgrade
3,Last Close Price,0.19,0.30,0.88,0.51,0.53,0.54,0.59,0.62,3.38,1.42,2.35,Upgrade
4,PS Ratio,0.80,1.40,3.40,1.61,1.72,3.54,-,3.50,20.27,26.25,-,Upgrade
5,PB Ratio,0.86,1.19,3.19,2.70,2.38,2.03,2.21,2.07,10.08,2.43,3.69,Upgrade
6,P/TBV Ratio,1.45,1.45,3.79,3.11,2.80,2.45,2.30,2.25,11.27,2.68,4.15,Upgrade
7,P/OCF Ratio,-,-,-,-,-,44.80,-,-,-,-,-,Upgrade
8,EV/Sales Ratio,1.91,2.24,4.21,2.40,2.44,4.85,-,4.60,20.54,26.58,-,Upgrade
9,EV/EBITDA Ratio,15.10,-,35.13,-,-,34.28,-,-,-,-,-,Upgrade
10,EV/EBIT Ratio,31.34,-,52.85,-,-,47.07,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,-5.80,-,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.75,0.75,0.67,1.42,1.19,1.06,1.02,0.98,0.94,0.51,0.46,Upgrade
13,Return on Capital Employed (ROCE),4.70%,-,6.84%,-,-,4.80%,-,-,-,-,-,Upgrade
14,Earnings Yield,-17.45%,-12.08%,-2.38%,-13.07%,-9.64%,-0.38%,-,-55.46%,-10.09%,-2.70%,-,Upgrade
15,FCF Yield,-34.15%,-23.64%,-7.70%,-8.98%,-8.70%,-4.89%,-,-31.34%,-5.29%,-1.85%,-,Upgrade
16,Buyback Yield / Dilution,-13.87%,-24.23%,-3.42%,-5.74%,-,-8.76%,-,-,-,-,-,Upgrade
17,Total Shareholder Return,-13.87%,-24.23%,-3.42%,-5.74%,-,-8.76%,-,-,-,-,-,Upgrade
