,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Cash & Equivalents,514,530.85,693.59,491.11,567.01,649.16,714.13,786.11,948.03,1128,941.21,800.72,1045,1064,843.91,809.21,-,614.97,-
1,Trading Asset Securities,230.76,343.42,192.53,81.76,144.3,64.48,35.48,30.82,73.44,73.21,116.26,228.97,140.26,2.12,19.22,21.72,-,8.85,-
2,Cash & Short-Term Investments,744.75,874.27,886.11,572.87,711.31,713.63,749.61,816.93,1021,1202,1057,1030,1185,1066,863.13,830.93,-,623.82,482.64
3,Cash Growth,4.70%,22.51%,18.21%,-29.88%,-30.36%,-40.61%,-29.11%,-20.66%,-13.82%,12.75%,22.52%,23.92%,-,70.83%,78.83%,-,-,-,-
4,Accounts Receivable,648.68,708.34,537.98,735.14,670.16,579.08,437.65,558.56,541.26,528.73,563.85,569.05,341.85,297.36,304.43,325.73,-,326.76,-
5,Other Receivables,119.04,27.01,203.07,25.92,32.36,29.54,119.7,30.82,41.95,39.07,41.32,37,36.94,32.42,22.96,23.32,-,19.21,-
6,Receivables,767.71,735.35,741.05,761.05,702.52,608.62,557.35,589.37,583.2,567.79,605.17,606.05,378.8,329.78,327.39,349.05,-,345.97,-
7,Inventory,211.88,226.36,236.26,255.86,247.87,222.26,216.36,228.44,238.8,241.67,274.15,316.33,206.1,219.17,188.39,180.82,-,145.91,-
8,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.26,-,-,-
9,Other Current Assets,29.6,38.96,44.44,37.48,32.67,27.43,36.42,29.72,33.12,21.85,29.79,20.52,12.46,12.6,14.01,12.81,-,10.81,-
10,Total Current Assets,1754,1875,1908,1627,1694,1572,1560,1664,1877,2033,1967,1973,1783,1627,1393,1374,-,1127,-
11,"Property, Plant & Equipment",704.99,712.79,723.09,730.66,694.33,653.93,644.59,634.24,611.47,530.75,508.71,464.87,343.21,325.25,326.33,279.75,-,285.46,-
12,Long-Term Investments,1.02,81.08,1.01,81.01,80.98,80.86,80.85,80.9,81.03,1.24,-,-,-,-,-,-,-,-,-
13,Goodwill,45.37,45.37,45.37,45.37,45.37,49.12,49.12,45.37,45.37,45.37,45.37,45.37,19.85,19.85,19.85,19.85,-,24.77,-
14,Other Intangible Assets,139.56,141.6,143.32,146.46,145.33,147.03,147.11,149.59,150.45,152.87,155.66,158.16,77.1,77.78,78.46,79.36,-,81.08,-
15,Long-Term Deferred Tax Assets,83.79,81.68,78.04,76.25,71.48,71.25,58.82,74.74,60.74,42.88,35.41,33.82,21.32,17.76,16.85,18.22,-,16.9,-
16,Long-Term Deferred Charges,34.45,34.6,32.28,33.81,55.18,46.6,44.4,44.65,34.3,22.81,17.95,17.69,9.95,9.13,9.4,9.91,-,7.54,-
17,Other Long-Term Assets,89.86,8.25,91.62,16.48,14.83,27.94,14.91,27.27,30.1,26.64,15.04,6.79,6.25,8.71,4.36,2.13,-,5.49,-
