,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020"
0,Operating Revenue,566.52,536.62,513.1,561.58,551.36,484.63,405.46,427.75,460.91,392.88,454.29,399.34,443.18,370.75,390.94,387.49,434.83,370.75,250.99
1,Other Revenue,-9.57,9.57,-,41.52,-7.9,7.9,-,31.34,-14.67,14.67,-,32.1,-14.41,14.41,-,31.19,-12.06,12.06,-
2,Revenue,556.95,546.19,513.1,603.09,543.46,492.52,405.46,459.1,446.24,407.55,454.29,431.45,428.77,385.16,390.94,418.68,422.77,382.81,250.99
3,Revenue Growth (YoY),2.48%,10.90%,26.55%,31.37%,21.79%,20.85%,-10.75%,6.41%,4.07%,5.81%,16.21%,3.05%,1.42%,0.61%,55.76%,-,-,-,-
4,Cost of Revenue,388.42,399.77,367.96,446.07,366.84,339.14,282.22,339.87,307.89,322.54,352.73,345.76,315.87,286.98,255.42,298.24,249.55,245.08,164.74
5,Gross Profit,168.52,146.43,145.14,157.03,176.62,153.39,123.25,119.23,138.35,85.01,101.56,85.69,112.91,98.18,135.52,120.44,173.23,137.73,86.25
6,"Selling, General & Admin",68.12,64.26,78.08,101.56,90.8,74.26,55.74,83.15,74.44,60.91,63.39,63.24,62.26,58.1,62.17,53.35,59.97,58.57,43.68
7,Research & Development,22.06,22.22,21.27,31.87,23.97,25.9,24.53,27.12,25.01,22.32,19.93,20.99,16.28,14.56,14.13,15.18,15.23,13.98,9.88
8,Other Operating Expenses,0.45,-0.53,5.12,17.02,-3.46,-0.43,2.64,16.44,-3.79,-1.26,1.06,15.72,-4.89,0.4,2.46,11.48,0.72,0.2,1.99
9,Operating Expenses,90.91,90.57,98.55,147.93,119.61,101.96,83.01,146.06,100.49,81.94,80.45,96.96,75.38,71.24,77.75,77.99,79.74,78.29,57.61
10,Operating Income,77.61,55.86,46.59,9.09,57.01,51.42,40.23,-26.83,37.86,3.07,21.11,-11.27,37.53,26.94,57.77,42.44,93.49,59.44,28.64
11,Interest Expense,-3.36,-6.4,-4.2,-1.25,-6.19,-5.82,-3.76,-4.54,-7.92,-8.99,-4.68,-5.32,-4.17,-2.86,-1.04,-1.11,-0.81,-1.09,-1.05
12,Interest & Investment Income,3.85,6.12,5.91,5.35,2.47,4.54,6.34,5.85,7.09,3.69,3.98,22.49,6.6,8.52,2.98,29.66,9.39,4.9,4.45
13,Currency Exchange Gain (Loss),-9.88,9.88,-,2.07,-7.37,7.37,-,78.7,-50.95,50.95,-,-26.3,11,-11,-,-51.16,-5.43,5.43,-
14,Other Non Operating Income (Expenses),0.4,-5.14,1.3,-0.53,1.72,2.25,-6.49,-85.17,86.48,1.11,-5.18,9.55,-10.84,-6.26,6.2,21.48,-22.7,-6.22,6.09
15,EBT Excluding Unusual Items,68.63,60.32,49.6,14.74,47.65,59.76,36.32,-31.99,72.56,49.82,15.23,-10.84,40.12,15.35,65.91,41.31,73.95,62.45,38.13
16,Impairment of Goodwill,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-4.92,-,-,-
17,Gain (Loss) on Sale of Investments,-0.31,2.74,-1.61,-2.84,1.78,-1.91,6.11,7.71,-45.92,-9.92,1.65,-1.25,5.44,2.85,-0.73,-11.69,9.34,-1.13,-1.57
