,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 7, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Market Capitalization,1581000,1260000,1803000,1980000,2115000,1833000,2508000,2436000,2520000,4350000,3615000,5790000,3420000,1884000,1845000,2148000,2400000,1881000,990000,672000,1047000,Upgrade
1,Market Cap Growth,-31.26%,-31.26%,-28.11%,-18.72%,-16.07%,-57.86%,-30.62%,-57.93%,-26.32%,130.89%,95.93%,169.55%,42.50%,0.16%,86.36%,219.64%,129.23%,63.28%,-15.38%,-61.58%,-1.41%,Upgrade
2,Enterprise Value,3797521,3746283,4288760,3996979,2246938,1999863,2656963,2469330,2772045,4535747,3870640,6273004,3914060,2397965,2215644,2542622,2722389,2364357,1459978,1458440,1886822,Upgrade
3,Last Close Price,5270.00,4200.00,6010.00,6600.00,7050.00,6110.00,8360.00,8120.00,8400.00,14500.00,12050.00,19300.00,11400.00,6280.00,6150.00,7160.00,8000.00,6270.00,3300.00,2240.00,3490.00,Upgrade
4,PE Ratio,125.42,99.10,30.57,-,-,18.06,24.69,35.22,-,-36.41,-,-,-,16.37,16.87,-,21.56,14.04,8.04,8.14,14.03,Upgrade
5,PS Ratio,1.58,1.26,1.82,2.04,2.15,1.81,2.42,2.34,2.49,4.57,8.11,14.12,8.36,2.65,2.14,2.50,2.66,2.70,0.94,0.58,0.87,Upgrade
6,PB Ratio,2.81,0.78,1.20,1.30,1.36,1.48,2.32,2.32,2.29,4.02,3.78,5.30,3.37,1.48,1.48,1.78,1.94,1.57,0.85,0.54,1.39,Upgrade
7,P/TBV Ratio,2.66,2.66,3.92,4.36,4.67,4.20,7.04,7.30,6.94,13.29,14.61,17.54,12.82,4.66,5.19,6.12,6.78,5.60,3.58,1.78,7.74,Upgrade
8,P/FCF Ratio,9.10,7.25,-,-,23.14,10.04,-,-,7.15,-,18.54,-825.91,-28.75,-6.62,-,-25.91,-,-84.04,-,3.54,-,Upgrade
9,P/OCF Ratio,6.88,6.88,-,-,19.68,9.07,-,-,6.80,-,17.41,2878.68,-31.11,-10.22,-,416.56,-,-1257.36,-,3.09,-,Upgrade
10,EV/Sales Ratio,3.80,3.74,4.34,4.11,2.28,1.97,2.57,2.37,2.74,4.77,8.68,15.30,9.56,3.37,2.57,2.96,3.01,3.40,1.39,1.26,1.56,Upgrade
11,EV/EBITDA Ratio,22.98,27.96,23.63,-,-,9.24,12.27,11.09,14.36,-29.79,-13.97,-,-,19.53,-,-,53.67,-260.93,12.73,-,7.27,Upgrade
12,EV/EBIT Ratio,32.64,44.03,32.91,-,-,12.94,17.44,-,-,-19.12,-,-,-,30.18,-,-,-138.38,-26.54,73.64,-,12.89,Upgrade
13,EV/FCF Ratio,21.85,21.56,-,-,24.59,10.96,-,-,7.86,-,19.85,-894.81,-32.90,-8.43,-,-30.67,-,-105.64,-,7.68,-,Upgrade
14,Debt / Equity Ratio,0.91,0.91,1.12,1.09,1.08,0.14,0.16,0.16,0.14,0.15,0.17,0.16,0.19,0.17,0.17,0.13,0.18,0.13,0.13,0.16,0.99,Upgrade
15,Debt / EBITDA Ratio,10.97,2.63,28.65,-,-,0.23,4.16,4.19,4.42,0.21,2.52,-,-,0.84,-,-,0.62,0.58,3.25,-,6.92,Upgrade
16,Debt / FCF Ratio,8.45,8.45,-,-,18.37,0.95,-,-,0.43,-,0.86,-25.47,-1.61,-0.74,-,-1.85,-,-6.85,-,1.07,-,Upgrade
17,Asset Turnover,0.49,0.14,0.10,0.13,0.72,0.20,0.18,0.22,0.79,0.21,0.14,0.13,0.09,0.13,0.11,0.42,0.24,0.12,0.15,0.18,Upgrade,
