,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Jan '21 Jan 1, 2021","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Jan '20 Jan 1, 2020",+20 Quarters
0,Cash & Equivalents,274263,122780,143158,197951,705793,501515,510034,734576,314464,236221,148997,169613,161818,141548,257570,288488,336557,210889,175699,223627,Upgrade
1,Short-Term Investments,27985,23185,14633,51939,31033,125033,115031,14938,218631,318631,384530,248684,217065,231265,210363,272438,219235,212235,303858,204444,Upgrade
2,Trading Asset Securities,6620,6385,7181,6279,7924,8476,8222,7712,9623,10579,20486,87211,61886,60373,63047,58452,11443,11376,9863,10631,Upgrade
3,Cash & Short-Term Investments,308868,152350,164972,256169,744750,635024,633287,757226,542719,565431,554014,505507,440769,433187,530980,619378,567235,434500,489419,438702,Upgrade
4,Cash Growth,-58.53%,-76.01%,-73.95%,-66.17%,37.23%,12.31%,14.31%,49.80%,23.13%,30.53%,4.34%,-18.38%,-22.30%,-0.30%,8.49%,41.18%,0.08%,-2.48%,18.51%,-18.08%,Upgrade
5,Accounts Receivable,115094,21089,21301,13412,144522,31921,52310,47160,694723,35473,458028,45503,906117,928054,929251,56818,1033281,953572,954254,1022719,Upgrade
6,Other Receivables,-27070,-56990,30089,20123,254154,94692,39392,8758,9638,107128,13136,52575,15181,12627,15569,179790,14224,11846,14975,12061,Upgrade
7,Receivables,94024,-29902,57391,33534,404676,132613,99102,55919,704361,142601,471164,106188,921297,940681,944820,398809,1047505,965418,969230,1034781,Upgrade
8,Inventory,230780,240368,238043,238774,176240,180804,175093,177565,173579,197622,294302,195250,295052,281749,279753,277464,362531,287525,291822,294830,Upgrade
9,Prepaid Expenses,3446,3057,4344,3215,3368,2512,3734,3973,3753,5027,2972,3019,2752,1758,2556,2424,6155,5666,7021,8694,Upgrade
10,Other Current Assets,128122,193515,82138,82797,264121,391479,394420,314423,19518,295172,17940,398639,13236,16031,12163,540997,16125,19679,20120,18850,Upgrade
11,Total Current Assets,765240,559388,546887,614490,1593155,1342432,1305635,1309105,1443930,1205852,1340392,1208603,1673105,1673405,1770273,1839072,1999551,1712788,1777612,1795857,Upgrade
12,"Property, Plant & Equipment",644626,651612,656709,665540,740762,744321,886409,892949,896289,905078,908258,917016,859041,894736,900910,910308,919158,930278,934623,1314263,Upgrade
13,Long-Term Investments,2260511,2271958,2266802,2257159,167251,164955,161510,156980,154251,151062,159388,149028,158746,156968,166061,150655,172270,161038,170919,214571,Upgrade
14,Goodwill,33367,34601,36537,38374,42179,39613,44734,51830,59061,64823,71305,77787,84269,90752,47888,53560,59951,65314,60193,76869,Upgrade
15,Other Intangible Assets,56293,56804,57437,58080,57839,58331,58920,59515,60112,59491,60027,60568,60954,61496,61781,62302,62824,62235,62702,64386,Upgrade
16,Long-Term Deferred Tax Assets,307.32,349.39,391.46,407.55,310.14,340.27,183,183,90.64,93.39,61.23,61.23,64.42,206.79,64.42,250.07,73.42,204.05,73.42,215.79,Upgrade
17,Other Long-Term Assets,1055052,1112711,1117705,1133784,715720,648501,511416,516351,502767,491612,516350,519780,617917,838599,780375,744195,825529,763634,774227,790815,Upgrade
18,Total Assets,4815397,4687423,4682468,4767834,3317216,2998495,2968807,2986914,3116501,2878010,3055781,2932844,3454097,3716162,3727351,3760343,4039356,3695491,3780349,4256977,Upgrade
19,Accounts Payable,256327,21629,20186,23356,90861,26272,34511,38141,84053,44184,29709,34103,41309,35020,37297,40602,56188,36975,39746,58523,Upgrade
20,Accrued Expenses,289826,241139,226330,237416,430422,360439,359084,370377,245056,346582,208307,314645,379290,368654,234980,385690,276304,235113,229616,567654,Upgrade
21,Short-Term Debt,29447,56250,30462,27388,22738,24633,16396,-,4541,13744,25268,38631,58161,58161,-,63518,-,-,44004,44004,Upgrade
22,Current Portion of Long-Term Debt,110000,128900,123900,118900,18900,18900,18900,18900,11170,11170,2070,2070,-,-,-,-,-,-,-,543720,Upgrade
23,Current Income Taxes Payable,24039,6306,3075,38225,46495,7771,3895,15939,50525,6782,1368,3926,3214,3253,1354,6983,17238,6439,2156,5569,Upgrade
24,Current Unearned Revenue,15320,16084,20135,20135,40531,40569,42883,43850,44156,43064,43577,43997,25579,265412,26025,45979,260030,26073,31776,30337,Upgrade
25,Other Current Liabilities,352292,249304,249212,247166,317107,305947,308950,294840,441045,306487,506149,327020,437727,504689,982194,747410,1028152,979939,916491,938229,Upgrade
26,Total Current Liabilities,1077251,719613,673300,712586,967054,784531,784619,782046,880546,772013,816448,764392,945280,1235190,1281848,1290182,1637913,1284540,1263790,2188035,Upgrade
27,Long-Term Debt,1330000,1502331,1517331,1532331,132331,132331,132331,132331,142131,142131,151231,151231,153302,153302,153302,153302,153302,153302,160031,160031,Upgrade
28,Long-Term Unearned Revenue,198549,199985,201421,202858,204294,205730,207168,208603,205266,206675,208084,209493,281520,283490,285459,287429,289440,291512,293338,296080,Upgrade
