,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,400.05,429.45,481.27,502.77,431.96,467.2,289.76,336.63,345.5,180.52,87.88,105.78,94.06,109.9,238.12,279.07,179.96,294.71,70.15,83.51,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.49,Upgrade
2,Trading Asset Securities,-,-,-,-,-,-,-,-,-,0.02,0.25,0.03,-,-,-,-,-,-,-,-,Upgrade
3,Cash & Short-Term Investments,400.05,429.45,481.27,502.77,431.96,467.2,289.76,336.63,345.5,180.55,88.13,105.81,94.06,109.9,238.12,279.07,179.96,294.71,70.15,85,Upgrade
4,Cash Growth,-7.39%,-8.08%,66.09%,49.35%,25.03%,158.77%,228.78%,218.15%,267.33%,64.29%,-62.99%,-62.09%,-47.73%,-62.71%,239.44%,228.31%,61.02%,269.21%,35.47%,38.98%,Upgrade
5,Accounts Receivable,551.6,565.99,480.88,421,406.41,362,336.97,354.05,414.26,339.96,206.89,185.69,161.02,180.22,174.94,196.08,217.4,275.72,218.01,220.14,Upgrade
6,Other Receivables,6.09,48.47,3.18,12.52,3.94,43.21,4.37,13.66,12.13,30.8,10.04,36.59,8.08,38.05,10.22,42.04,9.44,30.94,50.68,72.35,Upgrade
7,Receivables,557.69,614.46,484.07,433.52,410.35,405.21,341.34,367.71,426.39,370.76,216.93,222.28,169.1,218.28,185.16,238.12,226.84,306.67,268.69,292.48,Upgrade
8,Inventory,323.71,339.07,335.01,290.39,321.29,359.42,355,310.8,357.71,358.97,335.51,324.69,342.66,365.44,311.57,274.51,339.32,316.68,334.88,322.17,Upgrade
9,Prepaid Expenses,-,-,-,-,-,0.05,-,-,-,-,-,-,-,-,-,2.55,-,-,-,-,Upgrade
10,Other Current Assets,113.67,36.87,71.58,50.47,55.69,46.21,73.71,47.9,91.62,79.93,82.78,54.35,85.87,55.6,86.6,64.99,85.98,63.33,90.12,82.9,Upgrade
11,Total Current Assets,1395,1420,1372,1277,1219,1278,1060,1063,1221,990.21,723.35,707.13,691.69,749.21,821.46,859.23,832.09,981.39,763.84,782.56,Upgrade
12,"Property, Plant & Equipment",950.31,945.52,931.8,913.39,889.42,886.16,888.8,874.56,875.05,653.64,649.49,656.91,639.68,648.76,649.6,660.05,663.87,674.69,667.72,667.31,Upgrade
13,Long-Term Investments,111.97,109.86,106.23,104.89,92.76,88.43,86.6,83.83,76.7,95.42,84.49,79.95,65.74,62.72,59.97,59.52,52.36,53.93,57.38,61.18,Upgrade
14,Goodwill,169,169,169,169,169,169,169,169,169,169,-,-,-,-,-,-,-,-,-,-,Upgrade
15,Other Intangible Assets,174.24,177.05,179.56,182.28,184.9,187.55,189.73,192.38,166.3,169.26,118.61,120.04,118.41,119.5,120.22,121.13,121.84,122.75,123.47,124.39,Upgrade
16,Long-Term Deferred Tax Assets,63.69,62.1,63.66,63.66,74.75,69.33,68.59,69.76,1.62,1.63,0.01,0.05,0.01,0.05,0.01,0.29,0.25,0.29,0.43,0.43,Upgrade
17,Long-Term Deferred Charges,11.78,12.3,12.82,13.59,14.65,15.31,15.97,16.62,15.84,3.79,4.08,4.37,4.44,4.6,5.1,5.21,5.56,6.1,5.93,7.04,Upgrade
18,Other Long-Term Assets,62.73,62.04,69,88.39,41.99,37.59,21.4,26.84,-,-,-,-,-,-,-,-,27.31,27.58,27.75,27.92,Upgrade
19,Total Assets,2939,2958,2904,2812,2687,2731,2500,2496,2526,2083,1580,1568,1520,1585,1656,1705,1703,1867,1647,1671,Upgrade
20,Accounts Payable,474.16,497.87,444.1,414.35,450.69,380.07,337.35,303.8,360.86,367.27,315.66,307.88,302.68,284.32,327.07,307.83,355.1,383.79,351.05,285.23,Upgrade
21,Accrued Expenses,21.22,22.84,22,42.4,16.5,19.47,16.62,36.11,15.49,36.47,15.45,32.45,17.5,20.17,18.96,34.22,20.89,22.69,23.91,32.04,Upgrade
22,Short-Term Debt,190,200,170,140,110,170,100,100,175.68,85.37,93.97,83.83,80,108,168.03,168,189.26,290.85,284.68,341.62,Upgrade
23,Current Portion of Long-Term Debt,-,-,-,-,21.66,-,22.21,-,7,7,7,7,-,-,-,15.54,-,5.5,-,11,Upgrade
24,Current Portion of Leases,13.08,13.81,15.37,15.34,-,14.49,-,14.13,-,1.75,-,-,-,-,-,-,-,-,-,-,Upgrade
25,Current Income Taxes Payable,10.46,3.51,6.74,7.7,9.82,3.63,14.87,11.73,25.35,3.8,6.31,1,5.91,0.6,3.25,1.2,5.6,0.68,3.56,0.77,Upgrade
26,Current Unearned Revenue,64.39,106.74,105,47.45,43.17,74.53,80.9,60.29,77.96,76.26,59.45,68.09,21.47,85.97,11.8,60.85,60.37,59.54,33.42,61.71,Upgrade
27,Other Current Liabilities,84.2,51.81,87.04,107.9,81.72,89.95,77.59,93.63,84.91,168.14,30.19,36.48,53.02,32.47,78.29,59.61,161.64,71.87,122.95,50.75,Upgrade
28,Total Current Liabilities,857.52,896.57,850.24,775.14,733.57,752.15,649.54,619.69,747.26,746.07,528.04,536.73,480.59,531.53,607.4,647.26,792.86,834.92,819.57,783.12,Upgrade
29,Long-Term Debt,110,90,90,70,-,-,-,-,-,-,-,-,-,-,-,1.15,1.21,1.25,-,-,Upgrade
30,Long-Term Leases,225.94,227.15,231.04,234.02,237.52,240.55,244.91,248.8,269.87,1.83,-,-,-,-,-,-,-,-,-,-,Upgrade
31,Long-Term Unearned Revenue,16.28,8.37,8,8,9.71,9.72,0.35,0.36,5.32,5.3,5.32,5.32,5.35,5.46,5.92,6.01,6.53,6.53,7.04,2.05,Upgrade
32,Long-Term Deferred Tax Liabilities,56.71,54.17,56.85,56.85,57.98,59.3,60.63,61.99,7.75,7.97,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Other Long-Term Liabilities,262.77,261.03,258.2,258.2,261.8,261.19,120.6,121.23,62.15,62.15,59,35.79,17.87,18.2,17.87,21.2,44.26,148.17,153.1,159.01,Upgrade
34,Total Liabilities,1561,1569,1526,1434,1332,1354,1107,1083,1122,853.28,621.55,607.04,532.01,584.18,659.39,703.83,871.4,1018,1006,970.21,Upgrade
35,Common Stock,547.67,547.67,547.67,547.67,542.27,542.27,542.27,542.27,542.27,531.48,485,485,485,485,485,485,485,485,422,422,Upgrade
36,Additional Paid-In Capital,-,1054,-,1186,1151,1151,1151,1151,1145,1012,835.35,835.35,833.18,833.18,833.18,833.18,-,833,-,687.35,Upgrade
