,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,6166,6072,5418,5272,5540,5370,5275,4446,3234,3812,Upgrade
1,Revenue Growth (YoY),13.80%,15.17%,-2.19%,-1.82%,5.01%,20.78%,63.12%,16.62%,-14.20%,-1.76%,Upgrade
2,Cost of Revenue,4957,4899,4299,4087,4380,4377,4203,3539,2612,3073,Upgrade
3,Gross Profit,1209,1173,1119,1185,1160,992.97,1072,906.74,621.77,739.71,Upgrade
4,"Selling, General & Admin",711.26,662.01,591.3,765.49,747.77,857.21,605.58,762.69,365.33,480.24,Upgrade
5,Research & Development,154.1,79.53,91.19,76.82,92.41,82.34,56.47,53.9,54.59,62.42,Upgrade
6,Other Operating Expenses,3.43,2.77,4.99,8.91,24.89,-,-,-,-,-,Upgrade
7,Operating Expenses,874.69,767.46,690.33,855.36,863.47,940.87,668.23,809.04,420.12,553.89,Upgrade
8,Operating Income,334.03,405.76,428.57,329.71,296.36,52.1,403.7,97.7,201.65,185.82,Upgrade
9,Interest Expense,-103.44,-124.17,-106.39,-98.83,-97.54,-86.99,-74.99,-52.2,-28.76,-23.85,Upgrade
10,Interest & Investment Income,102.42,23.35,31.05,50.74,56.36,55.61,54.8,52.75,44.6,40.61,Upgrade
11,Currency Exchange Gain (Loss),-18.76,15.05,50.07,133.82,29.18,-13.71,-48.28,-47.48,6.18,18.32,Upgrade
12,Other Non Operating Income (Expenses),49.87,46.18,57.85,65.11,64.92,54.85,47.98,47.18,35.28,42.78,Upgrade
13,EBT Excluding Unusual Items,364.12,366.17,461.15,480.55,349.28,61.86,383.21,97.95,258.95,263.69,Upgrade
14,Gain (Loss) on Sale of Investments,14.44,2.55,1.79,-1.46,-6.67,-6.03,-8.2,-1.06,0.78,8.61,Upgrade
15,Gain (Loss) on Sale of Assets,-,-0.58,-,-4.96,-,-11.85,-,-8.96,-1.31,-21,Upgrade
16,Asset Writedown,-1.81,5.46,-100.78,-70.22,-1.88,6.43,-6.43,-1.9,-,3.08,Upgrade
17,Pretax Income,376.74,373.6,362.16,403.91,340.73,50.42,368.58,86.02,258.42,254.38,Upgrade
18,Income Tax Expense,93.43,31.71,66.66,104.2,82.23,42.66,69.38,106.94,62.05,83.4,Upgrade
19,Earnings From Continuing Operations,283.31,341.89,295.5,299.71,258.51,7.76,299.21,-20.92,196.36,170.98,Upgrade
20,Minority Interest in Earnings,-91.15,-84.53,-103.46,-116.09,-93.73,-2.95,-85.16,1.06,-61.52,-44.59,Upgrade
21,Net Income,192.16,257.36,192.04,183.62,164.78,4.81,214.05,-19.85,134.85,126.39,Upgrade
22,Net Income to Common,192.16,257.36,192.04,183.62,164.78,4.81,214.05,-19.85,134.85,126.39,Upgrade
23,Net Income Growth,0.06%,40.16%,16.55%,3719.76%,-23.02%,-,58.73%,-,-15.41%,-7.39%,Upgrade
24,Shares Outstanding (Basic),1864,1660,1660,1660,1659,1652,1600,1590,1522,1533,Upgrade
25,Shares Outstanding (Diluted),1876,1669,1673,1669,1668,1664,1609,1600,1531,1548,Upgrade
26,Shares Change (YoY),12.11%,-0.00%,0.30%,0.31%,3.67%,3.97%,5.14%,3.38%,2.46%,4.68%,Upgrade
27,EPS (Basic),0.10,0.16,0.12,0.11,0.10,0.00,0.13,-0.01,0.09,0.08,Upgrade
28,EPS (Diluted),0.10,0.15,0.11,0.11,0.10,0.00,0.13,-0.01,0.09,0.08,Upgrade
29,EPS Growth,-10.80%,40.14%,16.19%,3732.65%,-25.71%,-,50.96%,-,-17.43%,-11.46%,Upgrade
30,Free Cash Flow,-233.6,-290,699.04,-17.06,-208.3,-969.96,-624.85,-577.63,135.77,-606.57,Upgrade
31,Free Cash Flow Per Share,-0.12,-0.17,0.42,-0.01,-0.12,-0.58,-0.39,-0.36,0.09,-0.39,Upgrade
32,Operating Margin,5.42%,6.68%,7.91%,6.25%,5.35%,0.97%,7.65%,2.20%,6.24%,4.87%,Upgrade
33,Profit Margin,3.12%,4.24%,3.54%,3.48%,2.97%,0.09%,4.06%,-0.45%,4.17%,3.32%,Upgrade
34,Free Cash Flow Margin,-3.79%,-4.78%,12.90%,-0.32%,-3.76%,-18.06%,-11.85%,-12.99%,4.20%,-15.91%,Upgrade
35,EBITDA,717.47,696.81,764.04,616.96,571.57,381.94,669.08,385.6,459.06,443.39,Upgrade
36,D&A For EBITDA,383.44,291.05,335.47,287.25,275.21,329.84,265.38,287.9,257.41,257.57,Upgrade
37,EBIT,334.03,405.76,428.57,329.71,296.36,52.1,403.7,97.7,201.65,185.82,Upgrade
