,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,2493,2513,2407,2341,2607,2444,2843,3005,3632,2281,3322,Upgrade
1,Market Cap Growth,7.33%,7.33%,-7.64%,-4.21%,-8.31%,-18.67%,-21.72%,31.74%,9.33%,-30.54%,-6.48%,Upgrade
2,Enterprise Value,9968,9551,8377,11197,8907,10100,7806,8369,8143,6449,6030,Upgrade
3,Last Close Price,1.30,1.18,1.19,1.16,1.17,1.09,1.14,1.25,1.41,0.93,1.24,Upgrade
4,PE Ratio,4.77,5.20,4.86,5.77,6.62,12.30,10.58,12.87,-,7.96,10.39,Upgrade
5,Forward PE,-,6.26,6.26,6.26,6.26,6.26,6.26,6.69,5.87,12.05,12.05,Upgrade
6,PS Ratio,0.17,0.19,0.19,0.20,0.21,0.19,0.22,0.26,0.40,0.30,0.39,Upgrade
7,PB Ratio,0.36,0.27,0.26,0.27,0.29,0.27,0.30,0.33,0.40,0.27,0.39,Upgrade
8,P/TBV Ratio,0.37,0.37,0.36,0.37,0.39,0.37,0.41,0.44,0.54,0.37,0.53,Upgrade
9,P/FCF Ratio,-,-,-,3.18,-,-,-,-,-,-4.42,-,Upgrade
10,P/OCF Ratio,3.44,3.44,1.34,0.94,1.46,2.84,-24.52,-,-,8.60,-,Upgrade
11,PEG Ratio,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,0.17,Upgrade
12,EV/Sales Ratio,0.76,0.73,0.66,0.97,0.73,0.79,0.60,0.72,0.89,0.83,0.71,Upgrade
13,EV/EBITDA Ratio,6.49,6.29,5.21,7.50,6.63,9.04,6.05,6.60,8.12,6.51,5.84,Upgrade
14,EV/EBIT Ratio,12.54,12.02,9.11,13.67,12.58,24.74,13.95,13.88,22.91,15.17,13.31,Upgrade
15,EV/FCF Ratio,-17.72,-,-,15.19,-,-,-,-,-,-12.49,-,Upgrade
16,Debt / Equity Ratio,0.85,0.85,0.80,0.87,0.87,0.80,0.73,0.60,0.47,0.36,0.28,Upgrade
17,Debt / FCF Ratio,-,-,-,10.08,-,-,-,-,-,-5.96,-,Upgrade
18,Return on Capital Employed (ROCE),7.00%,7.00%,9.12%,8.58%,6.67%,3.63%,5.27%,5.88%,3.49%,4.81%,5.07%,Upgrade
19,Earnings Yield,19.37%,19.22%,20.57%,17.34%,15.11%,8.13%,9.45%,7.77%,3.76%,12.57%,9.62%,Upgrade
20,FCF Yield,-22.56%,-22.39%,18.72%,31.48%,-9.77%,-56.48%,-68.86%,-48.13%,-14.45%,-22.65%,-15.48%,Upgrade
21,Buyback Yield / Dilution,-6.06%,-12.11%,0.00%,-0.30%,-0.31%,-3.67%,-3.97%,-5.14%,-3.38%,-2.46%,-4.68%,Upgrade
22,Total Shareholder Return,3.94%,-12.11%,0.00%,-0.30%,-0.31%,-3.67%,-3.97%,-5.14%,-3.38%,-2.46%,-4.68%,Upgrade
