,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,4740,4051,3361,3925,4379,4352,4275,5031,4664,4396,5020,5901,7341,6492,6503,8583,7642,9716,8593,6050,7746,Upgrade
1,Market Cap Growth,-6.92%,-6.92%,-21.38%,-21.98%,-6.10%,-1.00%,-14.83%,-14.75%,-36.47%,-32.29%,-22.81%,-31.25%,-3.94%,-33.18%,-24.32%,41.88%,-1.34%,63.25%,39.32%,-27.35%,35.62%,Upgrade
2,Enterprise Value,1895,1412,884,1340,1861,2001,1947,2807,2710,2651,3451,4288,5733,5012,5133,6936,6001,8340,7473,5108,6804,Upgrade
3,Last Close Price,8.66,7.40,6.14,6.98,7.79,7.74,7.60,8.77,8.13,7.66,8.75,10.09,12.55,11.10,11.12,14.52,12.92,16.43,14.39,10.05,12.85,Upgrade
4,PE Ratio,21.75,18.18,11.42,-,13.16,12.77,12.92,-,11.10,10.01,10.35,-,12.33,9.59,8.46,11.41,12.22,14.30,12.62,-,10.76,Upgrade
5,Forward PE,15.19,12.98,8.77,10.24,11.47,8.78,8.08,9.72,7.89,6.84,7.37,8.60,8.75,7.93,8.32,11.32,9.72,12.62,11.93,7.09,9.26,Upgrade
6,PS Ratio,0.83,0.69,0.54,0.61,0.67,0.67,0.64,0.71,0.63,0.56,0.59,0.68,0.84,0.74,0.78,1.08,1.05,1.42,1.27,0.91,1.06,Upgrade
7,PB Ratio,0.70,0.59,0.49,0.57,0.64,0.64,0.64,0.77,0.70,0.67,0.78,0.94,1.16,1.05,1.09,1.46,1.32,1.73,1.61,1.16,1.47,Upgrade
8,P/TBV Ratio,0.67,0.67,0.56,0.66,0.72,0.73,0.73,0.87,0.80,0.77,0.90,1.08,1.34,1.21,1.26,1.76,1.59,2.11,1.98,1.44,1.82,Upgrade
9,P/FCF Ratio,11.12,9.50,7.74,-,9.02,7.52,7.20,6.97,8.41,7.36,10.06,-,16.75,14.43,9.47,-,11.76,13.65,15.72,-,20.37,Upgrade
10,P/OCF Ratio,6.54,6.54,5.42,-,6.64,6.26,6.14,6.16,7.17,6.03,7.77,-,12.32,10.28,7.31,-,8.63,10.22,11.40,-,14.11,Upgrade
11,PEG Ratio,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,0.55,Upgrade
12,EV/Sales Ratio,0.32,0.24,0.14,0.21,0.28,0.31,0.29,0.40,0.37,0.34,0.41,0.49,0.66,0.57,0.62,0.88,0.83,1.22,1.11,0.77,0.93,Upgrade
13,EV/EBITDA Ratio,3.90,3.25,1.82,2.49,3.48,3.92,3.86,5.03,4.62,3.83,4.41,4.90,5.85,4.71,4.35,6.03,5.89,8.16,7.57,5.64,6.54,Upgrade
14,EV/EBIT Ratio,7.78,5.80,2.96,-,5.34,6.15,6.34,-,7.22,5.67,6.07,-,7.40,5.75,5.19,7.25,7.26,10.03,9.41,-,8.01,Upgrade
15,EV/FCF Ratio,4.45,3.31,2.03,-,3.83,3.46,3.28,3.89,4.89,4.44,6.92,-,13.08,11.14,7.47,-,9.23,11.72,13.67,-,17.89,Upgrade
16,Debt / Equity Ratio,0.01,0.01,0.02,0.02,0.03,0.02,0.02,0.02,0.04,0.05,0.06,0.06,0.05,0.07,0.09,0.09,0.06,0.05,0.06,0.06,0.06,Upgrade
17,Debt / EBITDA Ratio,0.18,0.15,0.20,3.37,0.22,0.18,0.16,4.12,0.39,0.42,0.36,2.45,0.31,0.39,0.36,0.92,0.28,0.18,0.26,7.44,0.26,Upgrade
18,Debt / FCF Ratio,0.20,0.20,0.29,-,0.36,0.24,0.22,0.20,0.47,0.52,0.76,-,0.77,0.96,0.74,-,0.55,0.40,0.59,-,0.88,Upgrade
