,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Cash & Equivalents,18273,17188,16225,19754,21309,19874,20886,20246,22500,21673,22549,23574,22377,23952,22092,21691,19470,19478,18486,18041,Upgrade
1,Short-Term Investments,3783,272.58,858.06,-,-,-,1244,-,2117,-,-,-,-,-,-,-,50,-,50,-,Upgrade
2,Trading Asset Securities,-,14,4,4,4,56.87,56.87,56.87,56.87,50.67,50.67,10,-,4,20,4,4,-,-,-,Upgrade
3,Cash & Short-Term Investments,22057,17474,17087,19758,21313,19931,22187,20303,24673,21724,22599,23584,22377,23956,22112,21695,19524,19478,18536,18041,Upgrade
4,Cash Growth,3.49%,-12.33%,-22.98%,-2.68%,-13.62%,-8.25%,-1.83%,-13.91%,10.26%,-9.32%,2.20%,8.71%,14.61%,22.99%,19.30%,20.25%,5.47%,21.10%,14.69%,21.81%,Upgrade
5,Accounts Receivable,19456,21036,21339,22571,19598,20089,20371,21860,19168,18960,18376,18619,17211,16872,17476,17954,15689,15675,14684,16358,Upgrade
6,Other Receivables,993.65,971.41,1062,1116,878.49,1079,895.1,1181,920.51,1045,1093,1239,1276,1027,1041,943.64,765.71,766.87,935.25,1134,Upgrade
7,Receivables,20449,22007,22401,23687,20476,21167,21266,23041,20088,20005,19469,19859,18486,17898,18517,18898,16455,16441,15619,17492,Upgrade
8,Inventory,12812,11343,10751,9849,11507,9657,9163,8945,10672,8440,8192,8731,10438,8576,8161,8331,9765,9172,8656,8741,Upgrade
9,Other Current Assets,2444,2226,1701,2665,2688,2169,1205,3148,1631,2690,2229,1170,1510,1216,1139,1390,1653,1150,1157,1352,Upgrade
10,Total Current Assets,57762,53050,51940,55960,55984,52925,53820,55437,57064,52858,52489,53344,52811,51647,49930,50314,47397,46241,43968,45626,Upgrade
11,"Property, Plant & Equipment",7939,7827,7793,7574,7516,7029,6770,6625,6570,6046,5937,5766,5684,5460,5272,5203,5101,4791,4624,4506,Upgrade
