,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Revenue,92557,92557,48915,95830,74549,47442,38719,43559,54367,52638,45350,28035,47917,18760,27169,97611,32637,50021,35928,60697,Upgrade
1,Revenue Growth (YoY),24.16%,95.10%,26.33%,120.00%,37.12%,-9.87%,-14.62%,55.37%,13.46%,180.59%,66.92%,-71.28%,46.82%,-62.50%,-24.38%,60.82%,-53.43%,-45.41%,-11.69%,65.09%,Upgrade
2,Cost of Revenue,82963,82963,41055,86443,67169,38167,29523,36552,46479,45165,37690,23020,40268,15132,21645,90915,25677,43054,31780,52748,Upgrade
3,Gross Profit,9594,9594,7860,9387,7379,9274,9196,7007,7888,7473,7659,5015,7649,3628,5523,6696,6960,6967,4148,7949,Upgrade
4,"Selling, General & Admin",7545,7545,6028,7097,7282,6389,6985,6019,6890,6869,6917,4436,5732,3374,5028,5228,5337,6077,6020,5663,Upgrade
5,Operating Expenses,7545,7545,6028,7097,7282,6389,6985,6019,6890,6869,6917,4436,5732,3374,5028,5228,5337,6077,6020,5663,Upgrade
6,Operating Income,2050,2050,1832,2290,97.83,2885,2212,987.84,998.05,604.48,742.17,578.77,1918,254.28,494.89,1468,1623,890.5,-1872,2286,Upgrade
7,Interest Expense,-457.43,-457.43,-393.76,-766.65,-515.58,-128.16,-169.86,-133.31,-90.66,-187.1,-126.45,-98.73,-294.78,-300.49,-390.19,-984.68,-493.21,-415.56,-576.32,-716.59,Upgrade
8,Interest & Investment Income,132.25,132.25,125.26,114.1,65.38,95.34,103.23,148.12,318.92,111.24,87.93,35.06,24.84,122.8,38.18,17.57,278.57,405.96,740.29,78.69,Upgrade
9,Currency Exchange Gain (Loss),-429.92,-429.92,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,Other Non Operating Income (Expenses),154.06,154.06,-158.24,95.9,-343.42,-105.53,-15.68,-3.56,-108.25,193.34,-19.76,-11.98,-2.55,-33.49,-35.34,4.43,163.26,18.8,-156.51,-363.3,Upgrade
11,Pretax Income,1449,1449,1406,1734,-695.79,2747,2129,999.09,1118,721.97,683.9,503.12,1645,43.09,107.55,505.49,1572,899.69,-1865,1285,Upgrade
12,Income Tax Expense,302.92,302.92,297.03,361.64,-63.44,562.82,438.03,213.34,248.17,152.08,142.23,111.05,145.1,16.43,128.53,101.1,222.87,63.89,-256.95,126.73,Upgrade
13,Net Income,1146,1146,1108,1372,-632.35,2184,1691,785.75,869.89,569.89,541.66,392.08,1500,26.67,-20.98,404.39,1349,835.8,-1608,1158,Upgrade
14,Net Income to Common,1146,1146,1108,1372,-632.35,2184,1691,785.75,869.89,569.89,541.66,392.08,1500,26.67,-20.98,404.39,1349,835.8,-1608,1158,Upgrade
15,Net Income Growth,-,-47.55%,-34.46%,74.61%,-,283.28%,212.24%,100.41%,-42.01%,2037.08%,-,-3.04%,11.21%,-96.81%,-,-65.08%,-23.46%,-63.61%,-,-33.49%,Upgrade
16,Shares Outstanding (Basic),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Upgrade
17,Shares Outstanding (Diluted),3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,Upgrade
18,Shares Change (YoY),-0.15%,-0.04%,0.15%,0.17%,0.36%,-0.08%,-0.13%,-0.19%,-0.27%,5.10%,3.85%,0.03%,0.14%,-4.87%,-3.68%,0.06%,-0.07%,0.14%,-0.03%,-0.02%,Upgrade
19,EPS (Basic),368.35,368.35,356.00,441.00,-203.00,702.00,544.00,253.00,280.27,183.00,174.00,126.00,482.00,9.00,-7.00,130.00,434.00,268.33,-516.67,372.50,Upgrade
20,EPS (Diluted),368.35,368.35,356.00,441.00,-203.00,702.00,544.00,253.00,280.27,183.00,174.00,126.00,482.00,9.00,-7.00,130.00,434.00,268.33,-516.67,372.50,Upgrade
21,EPS Growth,-,-47.53%,-34.56%,74.31%,-,283.61%,212.64%,100.79%,-41.85%,1933.33%,-,-3.08%,11.06%,-96.65%,-,-65.10%,-23.41%,-63.66%,-,-33.48%,Upgrade
22,Free Cash Flow,1348,1348,10179,39870,-,16728,-,5098,8501,-8749,3901,18090,-,-28946,16722,10003,-,2604,1284,-22661,Upgrade
23,Free Cash Flow Per Share,433.48,433.48,3269.21,12815.36,-,5376.34,-,1641.50,2738.84,-2809.53,1253.22,5813.47,-,-9769.41,5578.32,3215.71,-,835.89,412.59,-7289.44,Upgrade
24,Dividend Per Share,-,-,-,-,1000.000,-,-,-,600.000,-,-,-,900.000,-,-,-,-,-,-,-,Upgrade
25,Dividend Growth,-,-,-,-,66.67%,-,-,-,-33.33%,-,-,-,-,-,-,-,-,-,-,-,Upgrade
26,Gross Margin,10.37%,10.37%,16.07%,9.80%,9.90%,19.55%,23.75%,16.09%,14.51%,14.20%,16.89%,17.89%,15.96%,19.34%,20.33%,6.86%,21.33%,13.93%,11.55%,13.10%,Upgrade
