,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,4257,4432,6187,5228,4349,5670,5169,5286,4664,5455,4747,4683,6102,6053,5408,7419,3324,2888,2688,4051,Upgrade
1,Trading Asset Securities,0.85,-,-,-,-,-,-,-,-,-,-,-,-,-,2614,903.95,1656,1353,1660,304.95,Upgrade
2,Cash & Short-Term Investments,4258,4432,6187,5228,4349,5670,5169,5286,4664,5455,4747,4683,6102,6053,8022,8323,4981,4241,4348,4356,Upgrade
3,Cash Growth,-2.08%,-21.83%,19.68%,-1.09%,-6.75%,3.94%,8.89%,12.88%,-23.57%,-9.88%,-40.82%,-43.74%,22.51%,42.74%,84.50%,91.06%,26.49%,-17.57%,-35.98%,-43.06%,Upgrade
4,Accounts Receivable,3884,3945,4311,3859,4144,3799,3734,3459,3560,3353,3498,2908,3376,3437,3125,2323,2332,2000,1958,1572,Upgrade
5,Other Receivables,603.11,686.32,577.69,390.48,474.3,509.45,485.85,321.68,519.02,514.54,512.32,418.96,523.23,507.16,393.37,442.95,560.19,456.13,568.41,756.83,Upgrade
6,Receivables,4487,4632,4888,4276,4632,4322,4233,3806,4104,3893,4041,3352,3900,3944,3519,2766,2892,2456,2526,2328,Upgrade
7,Inventory,136.07,131.32,128.6,133.31,127.59,123.93,124.88,135.59,123.14,122.73,127.36,113.8,106.86,112.38,98.67,106.4,67.38,90.87,104.17,105.07,Upgrade
8,Prepaid Expenses,-,28.49,-,13.71,-,-,-,11.14,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,Other Current Assets,323.67,350.86,411.18,465.6,431.15,408.78,454.96,489.72,455.48,471.96,500.62,534.96,86.93,110.57,122.27,109.66,79.35,89.52,100.95,101.1,Upgrade
10,Total Current Assets,9205,9574,11615,10117,9539,10525,9982,9729,9347,9943,9416,8684,10195,10221,11761,11306,8020,6877,7079,6891,Upgrade
11,"Property, Plant & Equipment",39591,35394,35848,36301,36630,37073,37460,37922,38205,38641,39291,38724,35642,35771,36590,38125,20991,21205,21501,21708,Upgrade
12,Long-Term Investments,3311,3602,3703,3702,3832,3822,3912,3936,4038,4042,4098,4033,3966,3895,4020,3905,3346,4332,4366,4336,Upgrade
13,Goodwill,275.86,225.93,225.93,225.93,225.93,225.93,225.93,225.93,225.93,225.93,225.93,225.93,232.15,232.15,232.15,239.57,20.43,20.43,20.43,20.43,Upgrade
14,Other Intangible Assets,6199,5263,5305,5350,5357,5403,5446,5492,5494,5534,5578,5625,2985,3015,3041,3331,1680,1696,1711,1718,Upgrade
15,Long-Term Deferred Tax Assets,346.01,343.51,334.35,334.01,351.85,354.44,311.41,314.43,250.09,249.71,230.52,237.86,180.01,158.01,347.7,144.23,111.27,107.44,100.18,100.71,Upgrade
16,Long-Term Deferred Charges,-,110.74,-,74.1,12.68,65.77,67.23,69.25,18.37,65.35,17.73,61.92,-,54.31,-,62.26,-,71.64,-,66.31,Upgrade
17,Other Long-Term Assets,727.65,229.13,310.68,248.99,233.04,187.24,178.05,187.48,238.88,203.35,264.66,216.84,250.03,227.35,283.09,258.22,363.86,265.03,359.82,257.63,Upgrade
18,Total Assets,59655,54742,57342,56353,56181,57656,57583,57876,57817,58903,59122,57813,53481,53604,56330,57451,34532,34630,35137,35098,Upgrade
19,Accounts Payable,263.45,257.19,276.84,322.51,242.43,244.17,256.95,343.94,341.86,309.68,413.63,299.24,309.84,290.14,299.9,325.28,201.34,193.38,200.29,189.82,Upgrade
20,Accrued Expenses,216.63,202.36,164.73,405.13,248.98,272.94,196.73,392.83,216.67,229.84,114.12,388.98,207.57,241.73,100.79,385.01,175.69,465,99.6,288.33,Upgrade
21,Short-Term Debt,646.3,600.39,1001,1001,1001,-,-,-,-,-,-,-,-,-,-,150.14,150.13,150.13,647.91,661.34,Upgrade
22,Current Portion of Long-Term Debt,2855,2101,2283,2217,2274,4693,4499,4322,4386,1780,1412,1169,1339,1203,2923,2519,2564,2579,-,331.86,Upgrade
