,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,334,270,261,190,131,152,277,273,336,244,242,Upgrade
1,Market Cap Growth,-6.67%,42.50%,98.76%,24.94%,-52.59%,-44.42%,-17.62%,11.80%,39.08%,-27.87%,38.10%,Upgrade
2,Enterprise Value,142,152,152,104,65,82,176,207,291,236,230,Upgrade
3,Last Close Price,2.11,1.71,1.65,1.20,0.83,0.96,1.75,1.72,2.42,1.76,1.74,Upgrade
4,PE Ratio,5.39,7.27,9.44,-32.95,-,6.72,167.19,-,5.51,4.63,7.00,Upgrade
5,PS Ratio,0.95,0.89,0.81,0.59,0.47,0.58,0.98,0.80,0.81,0.68,0.83,Upgrade
6,PB Ratio,0.84,0.75,0.71,0.58,0.41,0.46,0.81,0.78,1.05,0.91,1.02,Upgrade
7,P/TBV Ratio,0.61,0.75,0.71,0.58,0.41,0.46,0.81,0.78,1.05,0.91,1.02,Upgrade
8,P/FCF Ratio,3.40,-,-,4.21,7.87,-31.03,-,-,5.93,8.68,-,Upgrade
9,P/OCF Ratio,2.06,16.47,5.65,2.65,2.94,2.64,5.61,5.04,2.70,2.49,5.79,Upgrade
10,EV/Sales Ratio,0.41,0.50,0.47,0.32,0.23,0.31,0.62,0.60,0.70,0.66,0.79,Upgrade
11,EV/EBITDA Ratio,1.39,4.63,2.94,2.03,1.24,1.24,3.67,2.76,2.37,2.57,3.32,Upgrade
12,EV/EBIT Ratio,2.05,-,-,14.64,-,2.73,11.69,8.19,4.77,4.63,7.22,Upgrade
13,EV/FCF Ratio,1.44,-,-,2.30,3.91,-16.71,-,-,5.14,8.38,-,Upgrade
14,Debt / Equity Ratio,0.00,0.00,0.02,0.02,0.02,0.03,0.03,0.01,0.06,0.07,0.15,Upgrade
15,Debt / FCF Ratio,0.02,-,-,0.15,0.46,-2.02,-,-,0.36,0.64,-,Upgrade
16,Return on Capital Employed (ROCE),12.26%,-,-,1.50%,-,6.08%,3.16%,5.23%,13.48%,13.30%,8.42%,Upgrade
17,Earnings Yield,18.55%,13.75%,10.59%,-3.04%,10.05%,14.87%,0.60%,7.82%,18.15%,21.61%,14.30%,Upgrade
18,FCF Yield,29.42%,-5.44%,7.44%,23.73%,12.70%,-3.22%,-4.75%,4.82%,16.87%,11.52%,-13.12%,Upgrade
19,Buyback Yield / Dilution,-0.03%,0.02%,0.03%,0.03%,-0.35%,-0.31%,-13.53%,-13.58%,-,-,-33.21%,Upgrade
20,Total Shareholder Return,-0.03%,0.02%,0.03%,0.03%,-0.35%,-0.31%,-13.53%,-13.58%,-,-,-33.21%,Upgrade
