,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Operating Revenue,95.79,111.06,46.88,260.71,171.08,164.97,152.11,104.86,245.48,237.42,132.85,305.84,188.52,251.68,131.64,372.36,199.51,166.21,119.51,263.27,Upgrade
1,Other Revenue,-,-,-,4.82,-0.42,0.42,-,3.81,-1.44,1.44,-,24.71,-0.92,0.92,-,13.34,-5.31,5.31,-,24.04,Upgrade
2,Revenue,95.79,111.06,46.88,265.53,170.66,165.39,152.11,108.67,244.04,238.85,132.85,330.54,187.59,252.6,131.64,385.7,194.2,171.52,119.51,287.31,Upgrade
3,Revenue Growth (YoY),-43.87%,-32.85%,-69.18%,144.35%,-30.07%,-30.76%,14.49%,-67.12%,30.09%,-5.44%,0.92%,-14.30%,-3.40%,47.27%,10.15%,34.25%,2.43%,-0.13%,-26.47%,16.74%,Upgrade
4,Cost of Revenue,56.58,72.4,30.51,244.12,110.24,117.8,106.27,190.21,180.49,159.64,103.59,216.86,114.17,157.09,109.49,298.41,109.61,105.51,91.11,196.06,Upgrade
5,Gross Profit,39.21,38.66,16.36,21.41,60.42,47.59,45.83,-81.54,63.55,79.21,29.26,113.69,73.42,95.51,22.15,87.3,84.59,66.01,28.4,91.25,Upgrade
6,"Selling, General & Admin",33.41,31.91,20.47,42.6,34.82,43.84,28.37,73.24,50.67,42.36,39.95,43.26,55.92,37,38.36,65.54,38.81,44.29,32.79,52.62,Upgrade
7,Research & Development,13.66,15.17,13.38,9.18,12.37,9.83,12.88,24.11,7.56,16.71,10.88,11.05,12.81,13.78,10.39,9.8,12.72,7.9,8.77,11.66,Upgrade
8,Other Operating Expenses,2.41,-0.12,-0.19,-1.72,0.7,-15.76,0.85,5.5,-1.92,-1.2,-0.73,15.4,-3.67,-10.05,-2.3,17.6,-4.96,-9.18,-3.43,20.06,Upgrade
9,Operating Expenses,53.54,46.52,6.9,77.74,58.81,42.45,43.18,178.29,57.3,62.22,50.52,82.95,60.41,51.37,43.44,64.43,51.67,45.1,40.93,97.82,Upgrade
10,Operating Income,-14.33,-7.85,9.47,-56.34,1.61,5.15,2.65,-259.83,6.25,16.99,-21.26,30.74,13.01,44.14,-21.28,22.86,32.92,20.92,-12.52,-6.57,Upgrade
