,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+11 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+11 Quarters
0,Operating Revenue,316.65,353.89,329.83,322.95,307.82,274.41,246.45,251.68,268.05,292.34,290.59,267.87,283.96,252.8,227.43,217.97,181.5,174.72,155.41,216.6,Upgrade
1,Other Revenue,-4.44,4.44,-,4.21,-2.11,2.11,-,8.36,-5.18,5.18,-,10.24,-4.55,4.55,-,6.47,-2.14,2.14,-,3.43,Upgrade
2,Revenue,312.21,358.33,329.83,327.16,305.71,276.53,246.45,260.03,262.87,297.52,290.59,278.11,279.41,257.36,227.43,224.44,179.36,176.86,155.41,220.03,Upgrade
3,Revenue Growth (YoY),2.13%,29.58%,33.84%,25.81%,16.30%,-7.06%,-15.19%,-6.50%,-5.92%,15.61%,27.77%,23.91%,55.78%,45.51%,46.35%,2.00%,-19.55%,-21.41%,-26.95%,9.17%,Upgrade
4,Cost of Revenue,227.25,269.78,244,240,225.52,205.58,171.87,209.39,183.15,213.37,204.75,237.32,186.54,182.43,156.39,194.64,105.05,121.19,92.57,166.69,Upgrade
5,Gross Profit,84.96,88.55,85.84,87.16,80.19,70.95,74.58,50.65,79.71,84.15,85.84,40.79,92.86,74.93,71.04,29.8,74.31,55.67,62.83,53.34,Upgrade
6,"Selling, General & Admin",27.74,28.29,25.68,36.61,29.68,30.23,24.98,10.94,47.27,29.78,38.33,25.15,39,19.92,23.46,-12.29,43.87,18.04,23.18,17.99,Upgrade
7,Research & Development,16.3,15.62,15.77,15.08,15.65,11.97,12.94,16.87,12.69,13.45,10.85,5.81,14.94,10.48,9.5,9.63,9,8.39,7.81,8.36,Upgrade
8,Other Operating Expenses,-0.46,-0.9,0.91,-1.13,2.21,1.12,1.03,5.56,-0.77,1.6,1.21,2.48,1.54,1.61,1.14,5.47,1.48,0.77,-1.96,4.95,Upgrade
9,Operating Expenses,43.05,43.4,42.58,50.54,47.68,43.31,39.13,27.93,58.93,45.35,51.09,33.84,55.53,32.51,35.29,4.27,54.82,27.41,28.13,31.3,Upgrade
10,Operating Income,41.91,45.15,43.26,36.61,32.5,27.64,35.45,22.72,20.78,38.8,34.75,6.95,37.33,42.41,35.76,25.53,19.49,28.27,34.7,22.04,Upgrade
11,Interest Expense,-2.93,-4.43,-3.18,-4.38,-3,-4.77,-3.1,-4.54,-3.05,-3.07,-2.09,-2.03,-1.82,-1.82,-1.37,-1.17,-1.31,-1.41,-1.21,-1.16,Upgrade
12,Interest & Investment Income,0.32,0.22,0.21,0.25,0.2,0.18,0.16,0.16,0.15,-,0.58,0.28,0.34,0.42,0.44,-,1.93,3.18,3.48,1.62,Upgrade
13,Currency Exchange Gain (Loss),-0.68,0.68,-,0.53,-1.11,1.11,-,2.48,-1.02,1.02,-,-0.51,0.15,-0.15,-,-0.92,-0.29,0.29,-,0.53,Upgrade
14,Other Non Operating Income (Expenses),0.19,-0.71,0.59,0.01,0.25,0.66,-0.94,-1.62,2.22,-0.29,-0.51,0.04,-0.55,-0.17,-0.03,1.54,-1.38,0.42,-0.55,0.5,Upgrade
15,EBT Excluding Unusual Items,38.8,40.91,40.87,33.02,28.83,24.82,31.57,19.21,19.07,36.46,32.74,4.73,35.45,40.7,34.8,24.99,18.44,30.75,36.42,23.53,Upgrade
16,Gain (Loss) on Sale of Investments,-,12.05,-0.05,1.34,-0,0.06,0.03,0.01,-0.03,0.6,-0.69,0.24,0.85,0.71,-0.09,1.85,1,0.66,0.73,0.31,Upgrade
17,Gain (Loss) on Sale of Assets,0.02,-0.01,-0.01,-0.18,0.02,-0.02,-,-0.1,0.05,-0.05,-,-0.13,0.07,-0.12,-,-0.83,0.74,-0.74,-,-3.03,Upgrade
18,Asset Writedown,-3.85,-,-,1.51,-1.51,-,-,0.12,-0.12,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Other Unusual Items,-0.87,0.85,0.02,1.95,-,-,-,5.59,-0.08,0.08,-,1.54,-,-,-,4.28,-,-,-,4.21,Upgrade
20,Pretax Income,34.1,53.8,40.83,37.64,27.33,24.87,31.6,24.83,18.88,37.1,32.04,6.37,36.37,41.29,34.71,30.28,20.18,30.67,37.15,25.03,Upgrade
21,Income Tax Expense,0.78,9.61,7.31,4.51,3.32,-1.47,5.97,7.64,1.44,4.05,5.28,-10.39,9.48,11,8.5,5.43,2.02,5.41,4.97,7.29,Upgrade
22,Earnings From Continuing Operations,33.32,44.2,33.52,33.13,24.01,26.33,25.64,17.18,17.44,33.04,26.76,16.76,26.89,30.29,26.21,24.84,18.15,25.26,32.19,17.73,Upgrade
23,Minority Interest in Earnings,0.68,0.09,1.09,0.79,0.88,0.74,0.67,-0.71,0.35,0.19,0.77,0.76,0.46,-,-,-,-,-,-,-,Upgrade
24,Net Income,34,44.29,34.6,33.93,24.89,27.08,26.31,16.48,17.79,33.23,27.53,17.53,27.34,30.29,26.21,24.84,18.15,25.26,32.19,17.73,Upgrade
25,Net Income to Common,34,44.29,34.6,33.93,24.89,27.08,26.31,16.48,17.79,33.23,27.53,17.53,27.34,30.29,26.21,24.84,18.15,25.26,32.19,17.73,Upgrade
26,Net Income Growth,36.64%,63.59%,31.52%,105.91%,39.89%,-18.53%,-4.43%,-6.00%,-34.94%,9.72%,5.04%,-29.44%,50.62%,19.89%,-18.57%,40.11%,-46.40%,-34.10%,-15.67%,-36.02%,Upgrade
27,Shares Outstanding (Basic),136,139,133,136,131,142,132,129,129,139,131,141,130,132,131,131,130,127,134,127,Upgrade
28,Shares Outstanding (Diluted),136,139,133,136,131,142,132,136,129,139,131,141,130,132,131,131,130,127,134,127,Upgrade
29,Shares Change (YoY),3.76%,-2.29%,1.17%,-0.07%,1.33%,2.35%,0.35%,-3.25%,-0.66%,5.49%,0.04%,7.47%,0.24%,3.71%,-2.28%,2.63%,-0.27%,-4.91%,10.44%,31.39%,Upgrade
30,EPS (Basic),0.25,0.32,0.26,0.25,0.19,0.19,0.20,0.13,0.14,0.24,0.21,0.12,0.21,0.23,0.20,0.19,0.14,0.20,0.24,0.14,Upgrade
31,EPS (Diluted),0.25,0.32,0.26,0.25,0.19,0.19,0.20,0.12,0.14,0.24,0.21,0.12,0.21,0.23,0.20,0.19,0.14,0.20,0.24,0.14,Upgrade
32,EPS Growth,31.68%,67.42%,30.00%,106.05%,38.06%,-20.40%,-4.76%,-2.85%,-34.51%,4.01%,5.00%,-34.35%,50.27%,15.61%,-16.67%,36.51%,-46.26%,-30.70%,-23.64%,-51.30%,Upgrade
33,Free Cash Flow,68.28,33.81,15.64,44.77,37.23,9.41,-44.23,17.26,-76.48,-37.46,-28.23,29.99,-62.7,-75.03,-139.41,-66.1,-72.96,-21.61,-28.46,2.43,Upgrade
34,Free Cash Flow Per Share,0.50,0.24,0.12,0.33,0.28,0.07,-0.34,0.13,-0.59,-0.27,-0.22,0.21,-0.48,-0.57,-1.06,-0.51,-0.56,-0.17,-0.21,0.02,Upgrade
35,Dividend Per Share,-,-,-,0.300,-,-,-,0.280,-,-,-,0.300,-,-,-,0.300,-,-,-,0.321,Upgrade
36,Dividend Growth,-,-,-,7.14%,-,-,-,-6.67%,-,-,-,0%,-,-,-,-6.66%,-,-,-,5.00%,Upgrade
37,Gross Margin,27.21%,24.71%,26.02%,26.64%,26.23%,25.66%,30.26%,19.48%,30.33%,28.29%,29.54%,14.67%,33.24%,29.11%,31.24%,13.28%,41.43%,31.48%,40.43%,24.24%,Upgrade
38,Operating Margin,13.42%,12.60%,13.12%,11.19%,10.63%,10.00%,14.38%,8.74%,7.91%,13.04%,11.96%,2.50%,13.36%,16.48%,15.72%,11.38%,10.87%,15.98%,22.33%,10.02%,Upgrade
39,Profit Margin,10.89%,12.36%,10.49%,10.37%,8.14%,9.79%,10.68%,6.34%,6.77%,11.17%,9.47%,6.30%,9.79%,11.77%,11.52%,11.07%,10.12%,14.28%,20.71%,8.06%,Upgrade
40,Free Cash Flow Margin,21.87%,9.44%,4.74%,13.68%,12.18%,3.40%,-17.95%,6.64%,-29.10%,-12.59%,-9.71%,10.78%,-22.44%,-29.15%,-61.30%,-29.45%,-40.68%,-12.22%,-18.31%,1.10%,Upgrade
41,EBITDA,58.78,68.5,60.14,53.49,48.4,44.26,51.34,38.61,30.7,54,44.66,16.87,45.92,51.24,44.34,34.12,28,36.81,43.21,30.56,Upgrade
42,EBITDA Margin,18.83%,19.12%,18.23%,16.35%,15.83%,16.01%,20.83%,14.85%,11.68%,18.15%,15.37%,6.06%,16.43%,19.91%,19.50%,15.20%,15.61%,20.81%,27.81%,13.89%,Upgrade
43,D&A For EBITDA,16.88,23.35,16.88,16.88,15.9,16.62,15.9,15.9,9.92,15.2,9.92,9.92,8.59,8.83,8.59,8.59,8.51,8.54,8.51,8.51,Upgrade
44,EBIT,41.91,45.15,43.26,36.61,32.5,27.64,35.45,22.72,20.78,38.8,34.75,6.95,37.33,42.41,35.76,25.53,19.49,28.27,34.7,22.04,Upgrade
45,EBIT Margin,13.42%,12.60%,13.12%,11.19%,10.63%,10.00%,14.38%,8.74%,7.91%,13.04%,11.96%,2.50%,13.36%,16.48%,15.72%,11.38%,10.87%,15.98%,22.33%,10.02%,Upgrade
46,Effective Tax Rate,2.29%,17.85%,17.91%,11.98%,12.14%,-,18.88%,30.78%,7.64%,10.92%,16.48%,-,26.07%,26.64%,24.48%,17.95%,10.04%,17.64%,13.37%,29.15%,Upgrade
47,Revenue as Reported,312.21,358.33,329.83,327.16,305.71,276.53,246.45,260.03,262.87,297.52,290.59,278.11,279.41,257.36,227.43,224.44,179.36,176.86,155.41,220.03,Upgrade
