,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+15 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+15 Quarters
0,Cash & Equivalents,28.99,28.99,28.3,-,28.66,-,28.24,-,23.33,-,25.97,-,30.19,-,21.06,-,26.55,-,25.11,-,Upgrade
1,Cash & Short-Term Investments,28.99,28.99,28.3,28.66,28.66,28.24,28.24,-,23.33,25.97,25.97,-,30.19,21.06,21.06,-,26.55,25.11,25.11,-,Upgrade
2,Cash Growth,1.18%,2.68%,0.24%,-,22.82%,8.73%,8.73%,-,-22.72%,23.30%,23.30%,-,13.72%,-16.12%,-16.12%,-,-17.66%,-25.97%,-25.97%,-,Upgrade
3,Accounts Receivable,56.77,56.77,70.31,-,75.86,-,74.95,-,75.01,-,90.83,-,85.43,-,100.76,-,94.75,-,110.74,-,Upgrade
4,Other Receivables,1.47,1.47,1.55,-,1.27,-,1.55,-,1.8,-,2.06,-,2.28,-,2.64,-,2.28,-,2,-,Upgrade
5,Receivables,58.25,58.25,71.86,-,77.13,-,76.5,-,76.82,-,92.89,-,87.72,-,103.4,-,97.03,-,112.74,-,Upgrade
6,Inventory,31.82,31.82,33.06,-,31.76,-,42.94,-,32.99,-,34.76,-,35.02,-,41.27,-,36.62,-,34.5,-,Upgrade
7,Prepaid Expenses,0.57,0.57,1.34,-,0.47,-,1.33,-,1.47,-,0.26,-,0.42,-,0.27,-,0.38,-,0.31,-,Upgrade
8,Other Current Assets,3.48,3.48,4.96,-,4.32,-,4.46,-,1.38,-,2.97,-,7.24,-,1.61,-,0.29,-,0.47,-,Upgrade
