,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,5576,4417,3368,4527,6901,12251,33542,63307,69761,75491,71977,Upgrade
1,Market Cap Growth,-2.44%,-2.44%,-51.20%,-63.05%,-79.43%,-80.65%,-51.92%,-16.14%,-3.08%,8.95%,33.64%,Upgrade
2,Enterprise Value,115800,119861,106056,121093,122962,96235,117526,131435,126900,119346,117796,Upgrade
3,Last Close Price,1.01,0.80,0.61,0.82,1.25,2.18,5.96,10.40,11.37,11.51,10.97,Upgrade
4,PE Ratio,-,-,-,-,-,-,2.78,4.09,4.57,5.67,5.80,Upgrade
5,Forward PE,-,0.37,0.37,0.37,0.67,1.03,1.97,3.59,4.20,5.46,5.52,Upgrade
6,PS Ratio,0.11,0.09,0.06,0.10,0.15,0.19,0.35,0.70,0.83,1.12,1.12,Upgrade
7,PB Ratio,0.22,0.13,0.09,0.10,0.12,0.16,0.40,0.74,0.97,1.32,1.50,Upgrade
8,P/TBV Ratio,0.16,0.16,0.11,0.12,0.17,0.23,0.57,1.16,1.39,1.83,1.88,Upgrade
9,P/FCF Ratio,0.65,-,0.43,-,-,-,6.03,-19.88,-,31.41,-,Upgrade
10,P/OCF Ratio,0.51,-,0.43,-,-,-,5.75,-20.98,-,30.27,-,Upgrade
11,PEG Ratio,0.36,0.36,0.36,0.36,0.35,0.21,0.43,0.21,0.19,0.23,0.20,Upgrade
12,EV/Sales Ratio,2.28,2.36,2.04,2.62,2.61,1.47,1.22,1.45,1.50,1.77,1.83,Upgrade
13,EV/EBITDA Ratio,-,-,-,-,-,14.05,7.09,6.75,5.93,6.38,6.75,Upgrade
14,EV/EBIT Ratio,-,-,-,-,-,14.16,7.12,6.77,5.95,6.41,6.78,Upgrade
15,EV/FCF Ratio,13.48,-,13.52,-,-,-,21.12,-41.27,-,49.66,-,Upgrade
16,Debt / Equity Ratio,3.52,3.52,3.44,2.41,1.97,1.51,1.44,1.20,1.33,1.49,1.62,Upgrade
17,Debt / FCF Ratio,13.43,-,15.83,-,-,-,21.52,-32.12,-,35.41,-,Upgrade
18,Return on Capital Employed (ROCE),-,-,-,-,-,4.77%,10.29%,11.71%,14.64%,16.54%,17.87%,Upgrade
19,Earnings Yield,-164.92%,-208.21%,-292.27%,-236.20%,-139.64%,31.10%,36.51%,24.77%,22.16%,17.87%,17.51%,Upgrade
20,FCF Yield,154.04%,194.48%,232.95%,-197.03%,-196.64%,-26.20%,16.59%,-5.03%,1.98%,3.18%,9.01%,Upgrade
21,Dividend Yield,0.00%,-,-,-,-,-,-,10.01%,8.88%,7.63%,7.57%,Upgrade
22,Buyback Yield / Dilution,-1.44%,-,-2.93%,2.79%,-0.02%,-4.06%,2.54%,1.58%,0.92%,0.47%,0.09%,Upgrade
23,Total Shareholder Return,-1.44%,-,-2.93%,2.79%,-0.02%,-4.06%,2.54%,11.59%,9.81%,8.10%,7.66%,Upgrade
