,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Cash & Equivalents,9500,13172,14318,14102,14352,37111,40443,41040,40151,39725,Upgrade
1,Cash & Short-Term Investments,9500,13172,14318,14102,14352,37111,40443,41040,40151,39725,Upgrade
2,Cash Growth,-33.65%,-6.60%,-0.24%,-62.00%,-64.51%,-9.57%,0.73%,3.31%,16.51%,12.08%,Upgrade
3,Accounts Receivable,1611,2447,2395,44982,7420,56471,7024,5931,4253,5357,Upgrade
4,Other Receivables,26805,13661,33448,4406,45757,2991,55508,20086,59811,17510,Upgrade
5,Receivables,28416,16108,35843,49388,53177,59463,62533,26777,64065,22867,Upgrade
6,Inventory,133703,149905,155762,148124,154788,117047,126152,106327,81918,86352,Upgrade
7,Other Current Assets,-,13311,2365,3639,9830,9710,5963,18990,7199,10281,Upgrade
8,Total Current Assets,171619,192495,208289,215253,232148,223331,235091,193134,193333,159224,Upgrade
9,"Property, Plant & Equipment",259.7,297.23,183.09,197.67,192.33,176.48,164.91,159.89,518.87,891.95,Upgrade
10,Long-Term Investments,14617,14781,20400,22634,22696,23400,17466,12457,14817,17395,Upgrade
11,Long-Term Accounts Receivable,-,-,572.83,572.83,902.96,863.87,-,-,-,-,Upgrade
12,Long-Term Deferred Tax Assets,1114,1517,2038,2086,2110,1596,1658,1456,1284,914.26,Upgrade
13,Other Long-Term Assets,38879,39292,37852,37579,36093,36535,35416,36306,30265,27585,Upgrade
14,Total Assets,226488,248382,269335,278322,294142,285902,289795,243514,240217,206010,Upgrade
15,Accounts Payable,23170,29796,25203,22697,20977,22391,23320,21683,24979,24127,Upgrade
16,Short-Term Debt,-,3398,-,2450,-,3650,-,620.42,-,107.5,Upgrade
17,Current Portion of Long-Term Debt,78241,64612,61042,60270,44331,35869,22708,23297,31121,29596,Upgrade
18,Current Income Taxes Payable,1717,8489,7425,8342,8121,9545,9149,9149,7937,6382,Upgrade
19,Current Unearned Revenue,14405,26660,55252,59472,59106,53299,61406,43281,31695,26055,Upgrade
20,Other Current Liabilities,41865,30435,32272,27789,40045,30374,35402,22740,41806,32829,Upgrade
21,Total Current Liabilities,159397,163390,181195,181018,172580,155126,151984,120771,137537,119097,Upgrade
22,Long-Term Debt,29078,44701,40083,39405,51877,58006,62346,56841,46457,40081,Upgrade
23,Long-Term Deferred Tax Liabilities,7501,7558,6028,6028,5598,4454,4689,4529,4000,3838,Upgrade
24,Other Long-Term Liabilities,-,-,-,-,572.19,547.04,-,700.63,-,-,Upgrade
25,Total Liabilities,195975,215649,227305,226452,230627,218133,219020,182842,187994,163016,Upgrade
26,Common Stock,450.23,450.23,450.23,450.23,450.23,450.57,436.81,436.73,436.68,435.17,Upgrade
27,Additional Paid-In Capital,934.19,934.19,934.19,934.19,934.19,953.29,29.76,22.58,18.58,-,Upgrade
28,Retained Earnings,27360,28896,35908,37812,45790,46399,45065,41610,36943,33084,Upgrade
29,Treasury Stock,-1617,-1617,-1617,-1617,-1620,-1567,-1452,-823.31,-311.79,-,Upgrade
30,Comprehensive Income & Other,-1377,-1181,-1872,-796.45,735.02,1658,1477,1157,483.07,675.53,Upgrade
31,Total Common Equity,25750,27483,33803,36783,46290,47895,45556,42403,37570,34194,Upgrade
32,Minority Interest,4763,5250,8227,15087,17225,19874,25220,18268,14653,8800,Upgrade
33,Shareholders' Equity,30513,32733,42030,51870,63515,67768,70776,60671,52223,42994,Upgrade
34,Total Liabilities & Equity,226488,248382,269335,278322,294142,285902,289795,243514,240217,206010,Upgrade
35,Total Debt,107319,112711,101125,102124,96208,97524,85054,80759,77578,69785,Upgrade
36,Net Cash (Debt),-97819,-99540,-86807,-88023,-81856,-60414,-44611,-39719,-37427,-30060,Upgrade
37,Net Cash Per Share,-17.70,-18.01,-15.71,-16.39,-14.40,-11.25,-8.16,-7.21,-6.74,-5.41,Upgrade
38,Filing Date Shares Outstanding,5527,5527,5527,5527,5527,5542,5462,5447,5492,5503,Upgrade
39,Total Common Shares Outstanding,5527,5527,5527,5527,5527,5542,5462,5447,5492,5503,Upgrade
40,Working Capital,12222,29105,27094,34234,59567,68205,83107,72363,55796,40127,Upgrade
41,Book Value Per Share,4.23,4.54,5.69,6.23,7.95,8.22,7.91,7.35,6.41,5.78,Upgrade
42,Tangible Book Value,25750,27483,33803,36783,46290,47895,45556,42403,37570,34194,Upgrade
43,Tangible Book Value Per Share,4.23,4.54,5.69,6.23,7.95,8.22,7.91,7.35,6.41,5.78,Upgrade
44,Land,-,120.17,-,124.96,-,69.8,-,49.88,-,613.52,Upgrade
45,Machinery,-,383.36,-,471.27,-,433.31,-,324.47,-,309.31,Upgrade
46,Leasehold Improvements,-,526.57,-,423.95,-,388.73,-,301.01,-,267.76,Upgrade
