,Fiscal Quarter,Current,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Jan '23 Jan 1, 2023","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Jan '22 Jan 1, 2022","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Market Capitalization,13623,6755,5627,7580,8924,11724,10661,11552,9009,7845,9338,9931,13790,14424,14659,12262,11535,13052,16152,10947,15382,Upgrade
1,Market Cap Growth,-42.38%,-42.38%,-47.22%,-34.38%,-0.93%,49.44%,14.18%,16.32%,-34.67%,-45.61%,-36.30%,-19.01%,19.55%,10.51%,-9.24%,12.01%,-25.01%,22.21%,40.92%,6.42%,166.15%,Upgrade
2,Enterprise Value,13908,7178,6006,7948,9293,12472,11215,11994,9451,8460,9796,9938,13797,14369,14460,12294,11566,12948,16155,10908,15343,Upgrade
3,Last Close Price,17.02,8.44,7.03,9.47,11.12,14.56,13.25,14.36,11.20,9.75,11.61,12.34,17.15,17.94,18.01,15.07,14.19,15.95,19.74,13.38,19.07,Upgrade
4,PE Ratio,-,-3.76,-3.04,-4.15,-,-,-15.53,-17.19,-,-25.43,-28.71,-,-,-,90.01,106.74,114.02,-31.34,-,-36.18,-,Upgrade
5,Forward PE,243.14,43.28,25.11,22.37,31.26,42.94,38.24,47.60,37.65,30.02,39.46,25.61,23.80,23.80,23.80,23.80,23.80,23.80,24.60,21.82,30.73,Upgrade
6,PS Ratio,3.29,1.30,1.08,1.43,1.70,2.34,2.19,2.57,2.17,2.11,2.71,3.06,4.34,5.20,5.03,4.49,4.22,4.27,5.23,3.38,4.81,Upgrade
7,PB Ratio,8.23,4.05,3.42,4.62,5.47,3.41,3.09,3.36,2.63,1.84,2.21,2.37,3.27,3.34,-,2.74,2.58,3.01,3.74,2.53,3.68,Upgrade
8,P/TBV Ratio,4.65,4.65,3.94,5.33,6.32,7.28,6.60,7.21,5.67,4.45,5.35,5.85,7.96,9.25,-,7.27,6.86,8.45,10.59,7.20,11.31,Upgrade
9,P/FCF Ratio,83.05,41.18,17.58,162.94,-,55.15,-,-236.12,-,-20.72,-,-23.96,-,-,-,-,46.02,-97.75,-64.44,-,-,Upgrade
10,P/OCF Ratio,40.73,40.73,17.17,138.01,-,51.50,-,-274.88,-,-23.67,-,-30.61,-,-,-,-,29.05,185.26,-155.21,-,-,Upgrade
11,EV/Sales Ratio,2.67,1.38,1.16,1.50,1.78,2.49,2.31,2.67,2.27,2.28,2.84,3.06,4.35,5.18,4.96,4.50,4.23,4.24,5.23,3.37,4.79,Upgrade
12,EV/EBITDA Ratio,-,-124.75,-63.57,-81.26,-,1761.38,384.67,188.10,-,-1316.82,-324.99,-,-,71.12,57.16,64.19,78.87,-34.77,-,-43.82,-,Upgrade
13,EV/EBIT Ratio,-,-79.89,-46.68,-59.57,-,-,-915.54,507.32,-,-167.09,-128.52,-,-,-,73.94,92.24,134.78,-29.71,-,-34.33,-,Upgrade
14,EV/FCF Ratio,84.79,43.76,18.76,170.86,-,58.67,-,-245.17,-,-22.34,-,-23.97,-,-,-,-,46.15,-96.97,-64.45,-,-,Upgrade
15,Debt / Equity Ratio,0.92,0.92,0.90,0.78,1.19,0.49,0.54,0.48,0.62,0.43,0.40,0.33,0.32,0.22,-,0.20,0.22,0.23,0.23,0.21,0.15,Upgrade
16,Debt / EBITDA Ratio,-,9.47,13.12,10.26,-,121.99,18.13,14.34,-,17.71,8.07,-,-,129.45,-,2.83,3.82,4.72,-,7.06,-,Upgrade
17,Debt / FCF Ratio,9.33,9.33,4.63,27.53,-,7.98,-,-33.39,-,-4.78,-,-3.36,-,-,-,-,3.90,-7.46,-3.97,-,-,Upgrade
18,Asset Turnover,0.96,1.25,1.08,1.49,0.65,0.90,0.68,1.05,0.50,0.60,0.44,0.83,-,-,0.39,0.53,0.46,0.38,0.41,0.73,Upgrade,
19,Inventory Turnover,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1142.98,1431.36,1340.06,701.97,499.78,26.71,Upgrade
20,Quick Ratio,1.29,1.29,1.30,1.32,1.25,1.26,1.28,1.25,1.23,1.32,1.33,1.27,1.42,1.71,-,1.66,1.53,1.51,1.48,1.45,1.29,Upgrade
21,Current Ratio,1.46,1.46,1.44,1.50,1.38,1.43,1.40,1.43,1.35,1.49,1.49,1.50,1.55,1.92,-,1.88,1.68,1.73,1.71,1.67,1.52,Upgrade
22,Return on Equity (ROE),5.68%,0.83%,2.63%,-289.44%,-4.23%,3.63%,1.20%,-78.30%,0.90%,3.97%,-3.94%,-30.50%,-,-,4.15%,5.27%,1.36%,-0.39%,3.18%,-41.25%,Upgrade,
