,Fiscal Quarter,Current,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Market Capitalization,247,284,278,464,567,541,523,528,491,560,598,587,875,411,320,358,406,75,128,117,133,Upgrade
1,Market Cap Growth,-47.62%,-47.62%,-46.76%,-12.16%,15.53%,-3.38%,-12.50%,-10.00%,-43.90%,36.36%,86.67%,64.18%,115.79%,450.00%,150.00%,204.55%,204.00%,-33.33%,4.35%,-26.67%,-43.18%,Upgrade
2,Enterprise Value,314,290,285,477,580,555,537,600,563,661,728,701,989,594,504,410,458,138,165,37,53,Upgrade
3,Last Close Price,0.05,0.06,0.05,0.09,0.11,0.10,0.10,0.10,0.09,0.10,0.11,0.11,0.16,0.08,0.06,0.07,0.08,0.01,0.02,0.02,0.03,Upgrade
4,PE Ratio,-,-,-,-,-,12.01,-,-,-,4.91,6.45,10.54,-,-,-,-,-,-,-,-,-,Upgrade
5,PS Ratio,3.63,4.15,4.38,7.18,8.83,7.89,5.45,3.93,0.85,0.54,0.40,0.33,0.49,0.26,0.25,0.34,0.52,0.11,0.20,0.18,0.22,Upgrade
6,PB Ratio,0.85,0.97,0.96,1.46,1.62,1.55,1.77,1.79,-,1.83,1.88,1.85,-,2.65,1.23,1.37,-,0.22,0.35,0.32,-,Upgrade
7,P/TBV Ratio,0.97,0.97,0.95,1.46,1.62,1.54,1.77,1.78,-,1.84,1.93,1.90,-,2.01,1.07,1.20,-,0.20,0.34,0.32,-,Upgrade
8,P/FCF Ratio,5.90,44.58,87.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
9,P/OCF Ratio,4.34,44.58,87.54,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
10,EV/Sales Ratio,4.60,4.25,4.49,7.38,9.03,8.10,5.60,4.46,0.97,0.63,0.49,0.39,0.56,0.38,0.40,0.39,0.58,0.20,0.25,0.06,0.09,Upgrade
11,EV/EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-6.21,-,-,-,-,-,Upgrade
12,EV/EBIT Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-5.06,-,-,-,-,-,Upgrade
13,EV/FCF Ratio,7.49,45.66,89.69,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
14,Debt / Equity Ratio,0.30,0.30,0.30,0.25,0.17,0.17,0.44,0.44,-,0.43,0.48,0.48,-,2.48,1.36,1.36,-,0.84,0.72,0.72,-,Upgrade
15,Debt / EBITDA Ratio,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,13.99,-,-,-,-,-,Upgrade
16,Debt / FCF Ratio,2.07,13.63,27.26,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
17,Asset Turnover,0.18,0.18,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
18,Inventory Turnover,2.47,2.80,2.57,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
19,Quick Ratio,0.32,0.32,0.32,0.80,-,0.77,-,0.47,-,0.27,-,0.20,-,0.57,-,0.54,-,0.65,-,0.72,-,Upgrade
20,Current Ratio,1.58,1.58,1.58,1.51,-,2.48,-,1.01,-,0.97,-,0.93,-,0.81,-,0.96,-,0.79,-,0.86,-,Upgrade
21,Return on Equity (ROE),-16.27%,-15.59%,-15.61%,-24.19%,71.50%,-15.00%,-,-,11.35%,4.49%,-,-,-34.44%,-71.72%,-,-,-18.56%,-59.12%,-,-,Upgrade,
22,Return on Assets (ROA),-2.61%,-2.56%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade,
23,Return on Capital (ROIC),-2.95%,-2.88%,-1.87%,-6.71%,-5.67%,-4.21%,-,-,-8.49%,-5.03%,-,-,-8.49%,-13.81%,-,-,-6.06%,-20.00%,-,-,Upgrade,
24,Return on Capital Employed (ROCE),-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-25.85%,-,-,-,-,-,Upgrade
25,Earnings Yield,-23.34%,-20.37%,4.26%,2.72%,4.39%,8.32%,-0.73%,2.12%,26.73%,20.37%,15.49%,9.49%,-9.18%,-17.60%,-22.13%,-20.33%,-33.19%,-195.72%,-118.10%,-108.68%,-132.23%,Upgrade
26,FCF Yield,16.95%,2.24%,1.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
27,Buyback Yield / Dilution,3.10%,3.38%,3.38%,3.40%,2.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Total Shareholder Return,3.10%,3.38%,3.38%,3.40%,2.24%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
