,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+20 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+20 Quarters
0,Cash & Equivalents,9451,26215,17868,9774,16716,18133,20300,16162,23366,21355,17452,13064,16115,17233,16678,15402,11197,11164,13662,11497,Upgrade
1,Short-Term Investments,110.24,58.18,57.63,57.08,56.52,-,-,54.87,54.31,103.92,102.78,49.07,-,-,-,-,-,-,-,182.47,Upgrade
2,Trading Asset Securities,-,-,-,-,2.3,2.44,1.84,1.91,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
3,Accounts Receivable,25210,23976,22233,21667,21263,20580,18822,17546,17704,17792,17353,15594,14968,13838,12670,10287,8653,8402,7235,7455,Upgrade
4,Other Receivables,2411,2211,2204,1790,1814,2034,2009,1193,1716,1740,939.67,547.41,836.59,754.34,697.26,508.18,1870,1678,1438,1296,Upgrade
5,Inventory,28615,28663,26062,26423,25738,23235,22999,24809,22083,22579,22382,22755,21942,21118,20701,20173,19801,20204,17923,18977,Upgrade
6,Prepaid Expenses,-,-,-,-,-,-,-,-,-,-,-,-,-,13.95,-,-,-,4.41,-,15.33,Upgrade
7,Other Current Assets,8265,7120,9876,8530,9232,8081,6626,5994,11919,8985,5970,5796,6857,6112,6979,5581,6654,6448,6141,5063,Upgrade
8,Total Current Assets,74063,88242,78300,68240,74822,72066,70757,65760,76842,72555,64199,57806,60719,59069,57725,51950,48174,47900,46399,44485,Upgrade
9,"Property, Plant & Equipment",489779,467863,451402,435889,406312,394384,381679,374209,348588,341609,337709,333582,321879,319704,314596,312142,295547,294126,289968,295446,Upgrade
10,Goodwill,5974,5974,5664,5611,4599,4563,3937,3937,2269,2247,2112,2112,1980,1980,1623,1623,1178,1178,765.17,804.1,Upgrade
11,Other Intangible Assets,3745,3709,2879,2736,2128,2225,2084,2134,1653,1678,1582,1576,1020,967.18,910.24,854.23,763.23,766.98,778.29,831.86,Upgrade
12,Long-Term Investments,8299,8266,7698,7686,7179,5938,5897,5788,5545,4992,4936,4949,4802,4680,4455,3927,3804,3731,3594,3488,Upgrade
13,Long-Term Deferred Tax Assets,1982,1888,1898,1827,2141,2129,2002,1985,1719,1727,1663,1686,1431,1297,1132,1146,969.42,978.95,649.36,581.11,Upgrade
14,Long-Term Deferred Charges,2201,2100,1069,2080,2104,2082,2228,2064,1692,1690,1767,1732,1603,1529,1488,1552,1331,788,747.36,715.14,Upgrade
15,Other Long-Term Assets,23250,21937,16790,15199,10403,10611,10078,8974,5986,5778,5994,6456,6586,7467,7864,8552,8074,8873,10624,11584,Upgrade
16,Total Assets,609292,599978,565701,539267,509687,493998,478661,464851,444294,432276,419961,409899,400020,396694,389794,381746,359841,358343,353524,357936,Upgrade
17,Accounts Payable,27091,25213,23633,22408,21589,22413,19664,20539,19436,19878,18718,16390,15322,14696,10693,9754,9785,11305,11816,12694,Upgrade
18,Accrued Expenses,693.02,3069,599.6,4285,593.2,2691,484.38,3843,462.08,2325,346.67,3072,410.06,1787,307.23,2492,326.73,1485,266.13,1714,Upgrade
19,Short-Term Debt,32339,27838,26219,20868,21423,21957,20088,15770,13330,12104,9148,8552,11928,15616,14114,13263,9518,9200,8574,8603,Upgrade
20,Current Portion of Long-Term Debt,37681,36270,39737,34088,28116,25364,22477,19705,25643,23432,26377,28671,30059,27916,29685,24509,24395,28072,24848,23531,Upgrade
21,Current Unearned Revenue,223.22,284.47,174.23,245.21,290.78,133.76,99.53,94.73,69.43,37.12,33.16,65.02,156.33,138.57,48.97,58.9,183.62,72.16,92.51,-,Upgrade
