,Fiscal Quarter,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+16 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+16 Quarters
0,Revenue,351502,329212,309803,339525,289243,285192,262146,263111,216234,185098,134589,67669,27934,17337,50462,58328,62646,54501,45958,196355,Upgrade
1,Revenue Growth (YoY),21.52%,15.44%,18.18%,29.04%,33.76%,54.08%,94.78%,288.82%,674.09%,967.62%,166.71%,16.01%,-55.41%,-68.19%,9.80%,-70.29%,-78.87%,-81.83%,-84.45%,-21.14%,Upgrade
2,Cost of Revenue,134874,127578,121335,133111,119158,117338,109351,114523,98068,86840,62769,36508,8896,20672,39093,42439,39579,39942,26250,103627,Upgrade
3,Gross Profit,216628,201633,188468,206414,170086,167854,152795,148588,118166,98258,71820,31160,19038,-3335,11369,15890,23067,14559,19708,92728,Upgrade
4,"Selling, General & Admin",142220,140335,138583,146427,122335,128969,117290,113122,92635,83449,55095,53922,25815,34370,43318,46780,44006,47199,35710,88639,Upgrade
5,Operating Expenses,142220,140335,138583,146427,122335,128969,117290,113122,92635,83449,55095,53922,25815,34370,43318,46780,44006,47199,35710,88639,Upgrade
6,Operating Income,74408,61298,49885,59987,47750,38885,35505,35466,25531,14809,16725,-22762,-6777,-37705,-31949,-30890,-20939,-32640,-16003,4090,Upgrade
7,Interest Expense,-630.14,-663.12,-568.22,-454.84,-300.6,-286.06,-716.2,-583.94,-764.66,-759.92,-729.89,-864.43,-553.84,-639.53,-607.59,-629.21,-566.41,-569.76,-332.85,-57.32,Upgrade
8,Interest & Investment Income,4001,3554,3577,3890,3608,3642,3502,2780,2181,2022,1705,1927,2056,1561,2795,2947,3792,4135,4512,12322,Upgrade
9,Earnings From Equity Investments,465.52,-143.87,-1035,-2448,-2320,-60.08,2133,398.58,-300.81,530.08,-696.37,-2970,-6019,-6785,-4943,-4076,-3753,-4629,-5514,1692,Upgrade
10,Currency Exchange Gain (Loss),230.04,99.46,357.31,616.48,735.59,312.85,604.56,265.67,63.7,125.88,-39.12,10.61,-41.14,-91.56,-50.95,-25.13,1.45,22.89,-25.09,396.7,Upgrade
11,Other Non Operating Income (Expenses),-3920,-228.99,1405,1513,1247,1192,2199,836.06,1202,374.04,584.6,35.91,-674.24,657.42,160.65,110.55,-59.76,25.78,1201,1692,Upgrade
12,EBT Excluding Unusual Items,74554,63916,53621,63105,50720,43685,43227,39162,27912,17101,17549,-24623,-12010,-43002,-34594,-32563,-21525,-33656,-16162,20135,Upgrade
13,Gain (Loss) on Sale of Investments,-511.5,127.88,310.56,-1114,-943.01,-,559.38,-559.38,742.06,365.36,-949.95,913.41,36.54,-548.04,-559.38,924.74,-924.74,-,-,-,Upgrade
14,Gain (Loss) on Sale of Assets,-39.08,398.96,769.12,951.41,20.23,15.63,459.02,-0.98,-76.96,-11.03,-0.16,17.71,63.35,24.61,-6.61,-115.79,394.68,1912,821.46,-148.19,Upgrade
15,Other Unusual Items,-,-,-,-,-,-,600,-,-,-,-,-,-6777,-,78.2,-78.2,-,-,-,-,Upgrade
16,Pretax Income,74004,64442,54701,62942,49797,44245,44845,38697,28829,17455,16599,-23692,-17961,-43526,-35082,-31832,-22055,-31743,-15340,19986,Upgrade
17,Income Tax Expense,14361,14801,11704,12844,9776,6945,5898,4367,3486,1904,-,-,103.91,-,-,-,801.04,-1545,-767.05,3906,Upgrade
18,Earnings From Continuing Operations,59643,49642,42997,50098,40021,37300,38947,34330,25343,15551,16599,-23692,-18065,-43526,-35082,-31832,-22856,-30199,-14573,16081,Upgrade
19,Minority Interest in Earnings,-17497,-10730,-10366,-15166,-10793,-7966,-7736,-8522,-7485,-2757,-2831,2418,2458,3662,2747,1590,1696,1845,1178,-2185,Upgrade
20,Net Income,42146,38912,32631,34932,29228,29334,31211,25807,17859,12794,13768,-21273,-15607,-39864,-32335,-30242,-21160,-28353,-13396,13896,Upgrade
21,Preferred Dividends & Other Adjustments,1390,-,-,-,4195,1049,1133,1046,721.51,546.26,-454.73,46.42,-214.4,-236.18,-359.42,-325.93,-349.43,-260.3,-110.71,-64.28,Upgrade
22,Net Income to Common,40756,38912,32631,34932,25033,28285,30078,24761,17137,12248,14223,-21320,-15392,-39628,-31975,-29916,-20811,-28093,-13285,13960,Upgrade
23,Net Income Growth,44.20%,32.65%,4.55%,35.36%,63.67%,129.28%,126.69%,-,-,-,-,-,-,-,-,-,-,-,-,-71.14%,Upgrade
24,Shares Outstanding (Basic),45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,Upgrade
25,Shares Outstanding (Diluted),45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,45,Upgrade
26,EPS (Basic),905.70,864.70,725.14,776.27,556.28,628.55,668.40,550.25,380.82,272.17,316.06,-473.77,-342.05,-880.62,-710.56,-664.80,-462.46,-624.29,-295.22,310.23,Upgrade
27,EPS (Diluted),905.70,864.70,725.00,776.00,556.00,628.55,668.00,550.00,380.82,272.00,316.00,-474.00,-342.05,-881.00,-710.56,-665.00,-463.00,-624.29,-295.22,310.00,Upgrade
28,EPS Growth,62.89%,37.57%,8.53%,41.09%,46.00%,131.08%,111.39%,-,-,-,-,-,-,-,-,-,-,-,-,-70.13%,Upgrade
29,Free Cash Flow,77387,49439,45217,44194,38419,44934,30504,22862,35041,23452,30469,-15372,-15830,-39162,-32573,-11825,-33061,-7308,-24592,-30883,Upgrade
30,Free Cash Flow Per Share,1719.71,1098.65,1004.83,982.09,853.75,998.54,677.87,508.04,778.69,521.16,677.10,-341.61,-351.78,-870.27,-723.85,-262.78,-734.69,-162.40,-546.49,-686.28,Upgrade
31,Dividend Per Share,-,1500.000,-,-,1200.000,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
32,Gross Margin,61.63%,61.25%,60.83%,60.79%,58.80%,58.86%,58.29%,56.47%,54.65%,53.08%,53.36%,46.05%,68.15%,-19.23%,22.53%,27.24%,36.82%,26.71%,42.88%,47.22%,Upgrade
33,Operating Margin,21.17%,18.62%,16.10%,17.67%,16.51%,13.63%,13.54%,13.48%,11.81%,8.00%,12.43%,-33.64%,-24.26%,-217.47%,-63.31%,-52.96%,-33.42%,-59.89%,-34.82%,2.08%,Upgrade
34,Profit Margin,11.59%,11.82%,10.53%,10.29%,8.65%,9.92%,11.47%,9.41%,7.93%,6.62%,10.57%,-31.51%,-55.10%,-228.57%,-63.36%,-51.29%,-33.22%,-51.55%,-28.91%,7.11%,Upgrade
35,Free Cash Flow Margin,22.02%,15.02%,14.60%,13.02%,13.28%,15.76%,11.64%,8.69%,16.21%,12.67%,22.64%,-22.72%,-56.67%,-225.88%,-64.55%,-20.27%,-52.77%,-13.41%,-53.51%,-15.73%,Upgrade
36,EBITDA,82926,69574,58433,68766,56929,47854,44410,44123,34963,24431,25898,-13551,2570,-28112,-22396,-21544,-11613,-23012,-5615,14582,Upgrade
37,EBITDA Margin,23.59%,21.13%,18.86%,20.25%,19.68%,16.78%,16.94%,16.77%,16.17%,13.20%,19.24%,-20.03%,9.20%,-162.14%,-44.38%,-36.94%,-18.54%,-42.22%,-12.22%,7.43%,Upgrade
38,D&A For EBITDA,8519,8276,8548,8779,9179,8969,8905,8657,9432,9622,9173,9211,9347,9593,9553,9347,9326,9628,10388,10493,Upgrade
39,EBIT,74408,61298,49885,59987,47750,38885,35505,35466,25531,14809,16725,-22762,-6777,-37705,-31949,-30890,-20939,-32640,-16003,4090,Upgrade
40,EBIT Margin,21.17%,18.62%,16.10%,17.67%,16.51%,13.63%,13.54%,13.48%,11.81%,8.00%,12.43%,-33.64%,-24.26%,-217.47%,-63.31%,-52.96%,-33.42%,-59.89%,-34.82%,2.08%,Upgrade
41,Effective Tax Rate,19.41%,22.97%,21.40%,20.41%,19.63%,15.70%,13.15%,11.29%,12.09%,10.91%,-,-,-,-,-,-,-,-,-,19.54%,Upgrade
42,Revenue as Reported,351502,329212,309803,339525,289243,285192,262146,263111,216234,185098,134589,67669,27934,17337,50462,58328,62646,54501,45958,196355,Upgrade
