,no,s,n,marketCap,price,change,revenue,url
212,213,hnx/ALT,ALTA Company,72856204300.0,12700.0,0.0,414845942519.0,quote/hnx/ALT
213,214,hnx/ITQ,Thien Quang Group JSC,66793725600.00001,2900.0,0.0,,quote/hnx/ITQ
214,215,hnx/PBP,PetroVietnam Packaging JSC,61433804800.0,12800.0,-0.7751937984496124,370230234432.0,quote/hnx/PBP
215,216,hnx/DS3,Riverway Management Joint Stock No.3,59750488000.0,5500.0,-5.172413793103448,51242863961.0,quote/hnx/DS3
216,217,hnx/ATS,Atesco Industrial Cartering JSC,59150000000.0,17500.0,8.024691358024691,50615224450.0,quote/hnx/ATS
217,218,hnx/KSD,DNA Investment JSC,58800000000.0,4700.0,-6.0,46391514376.0,quote/hnx/KSD
218,219,hnx/PMP,Dam Phu My Packaging JSC,58380000000.0,13900.0,0.7246376811594203,610721474763.0,quote/hnx/PMP
219,220,hnx/TTC,Thanh Thanh JSC,57029068800.0,9200.0,0.0,172524796980.0,quote/hnx/TTC
220,221,hnx/PCG,Petro Viet Nam Gas City Investment and Development JSC,56610000000.0,2900.0,-3.3333333333333335,,quote/hnx/PCG
221,222,hnx/VTJ,Vi Na Ta Ba Trading & Investment JSC,52440000000.0,4300.0,-4.444444444444445,,quote/hnx/VTJ
222,223,hnx/NDX,Danang Housing Development JSC,50814052100.0,5300.0,1.9230769230769231,49150095529.0,quote/hnx/NDX
223,224,hnx/DTC,Viglacera Dong Trieu JSC,50000000000.0,5000.0,0.0,141521957080.0,quote/hnx/DTC
224,225,hnx/VLA,Van Lang Technology Development and Investment JSC,49949950000.0,12700.0,5.833333333333333,14762079517.0,quote/hnx/VLA
225,226,hnx/HKT,Ego Vietnam Investment JSC,48466729100.0,7300.0,-7.59493670886076,115188432401.0,quote/hnx/HKT
226,227,hnx/PTS,Hai Phong Petrolimex Transportation and Services JSC,47884800000.0,9000.0,-2.1739130434782608,381961444967.0,quote/hnx/PTS
227,228,hnx/VCM,BV Life JSC,46200000000.0,7900.0,6.756756756756757,58714086272.0,quote/hnx/VCM
228,229,hnx/VTC,VTC Telecommunications JSC,45744344300.0,9700.0,2.1052631578947367,236597152008.0,quote/hnx/VTC
229,230,hnx/MKV,Cai Lay Veterinary Pharmaceutical JSC,45500000000.0,9100.0,0.0,109981801372.0,quote/hnx/MKV
230,231,hnx/ONE,One Technologies Corporation,43415119000.0,5500.0,0.0,580826086172.0,quote/hnx/ONE
231,232,hnx/BXH,Haiphong Packing VICEM JSC,42168560000.0,14000.0,-1.4084507042253522,170165944457.0,quote/hnx/BXH
232,233,hnx/LBE,Long An School Book and Equipment JSC,41798620600.0,20900.0,0.4807692307692308,,quote/hnx/LBE
233,234,hnx/MCO,BDC Vietnam Investment and Construction JSC,40218504200.0,10300.0,0.9803921568627452,54937895620.0,quote/hnx/MCO
234,235,hnx/SMT,Sametel Corporation,37725280800.0,6400.0,1.5873015873015872,96631232919.0,quote/hnx/SMT
235,236,hnx/KKC,Thanh Thai Group JSC,34318785600.000004,6000.0,-3.225806451612903,88587513537.0,quote/hnx/KKC
236,237,hnx/TXM,Vicem Gypsum and Cement JSC,34300000000.0,4900.0,0.0,236028065707.0,quote/hnx/TXM
237,238,hnx/PEN,Petrolimex Installation No.III JSC,33000000000.0,6600.0,0.0,268459759880.00003,quote/hnx/PEN
238,239,hnx/CMC,CMC Investment JSC,31471245000.0,6700.0,-9.45945945945946,78642081396.0,quote/hnx/CMC
239,240,hnx/PRC,Portserco JSC,28560000000.0,23800.0,3.4782608695652173,130345405403.0,quote/hnx/PRC
240,241,hnx/CET,HTC Holding JSC,27830000000.0,4100.0,-2.380952380952381,,quote/hnx/CET
241,242,hnx/DAE,Educational Book Joint Stock Company in Da Nang City,26959212000.0,14000.0,0.0,66760159719.0,quote/hnx/DAE
242,243,hnx/HCT,Hai Phong Cement Transport and Trading JSC,26817920500.0,13300.0,9.917355371900827,31116166890.0,quote/hnx/HCT
243,244,hnx/CX8,Constrexim No. 8 Investment and Construction JSC,22980550200.0,8600.0,0.0,90020771803.0,quote/hnx/CX8
244,245,hnx/SDC,Song Da Consulting JSC,21921043200.0,8600.0,0.0,73006450831.0,quote/hnx/SDC
245,246,hnx/VE1,VNECO 1 Electricity Construction JSC,20166352000.0,3300.0,0.0,4406991619.0,quote/hnx/VE1
246,247,hnx/BST,Binh Thuan Book and Equipment JSC,14080000000.0,13700.0,7.874015748031496,83827432801.0,quote/hnx/BST
247,248,hnx/VE3,VNECO 3 Electricity Construction JSC,13065129000.0,9900.0,0.0,170870956519.0,quote/hnx/VE3
248,249,hnx/VE8,VNECO 8 Electricity Construction JSC,10440000000.0,4500.0,9.75609756097561,,quote/hnx/VE8
249,250,hnx/MCC,Hight Grade Brick Tile JSC,,12500.0,4.166666666666666,22439004239.0,quote/hnx/MCC
