,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,227.68,296.61,400.9,572.53,571.41,646.35,471.33,494.09,293.31,584.4
1,Revenue Growth (YoY),-43.21%,-48.19%,-29.84%,-11.42%,21.23%,30.82%,60.70%,-15.45%,-56.00%,-14.01%
2,Cost of Revenue,187,240.67,320.93,431.78,452.09,495.85,367.98,369.11,224.59,433.36
3,Gross Profit,40.68,55.94,79.97,140.75,119.32,150.5,103.36,124.98,68.72,151.04
4,"Selling, General & Admin",54.17,62.02,57.37,73.81,62.7,75.28,58.44,44.62,60.03,73.43
5,Operating Expenses,54.02,61.33,57.48,73.49,62.8,75.92,58.14,45.73,60.03,73.43
6,Operating Income,-13.34,-5.39,22.49,67.26,56.52,74.58,45.22,79.26,8.69,77.61
7,Interest Expense,-1.47,-2.31,-3.12,-3.91,-3.3,-3.39,-4.27,-4.37,-4.46,-4.18
8,Interest & Investment Income,1.35,1.35,1.58,0.51,0.42,0.32,0.47,0.39,0.19,0.44
9,Currency Exchange Gain (Loss),-0.35,-1.16,-1.4,-6.04,-1.54,-0.67,1.54,1.62,-1.47,0.1
10,Other Non Operating Income (Expenses),2.81,5.88,2.26,3.23,3.76,3.87,2.45,4.81,2.2,1.84
11,EBT Excluding Unusual Items,-10.99,-1.64,21.81,61.05,55.86,74.7,45.4,81.71,5.15,75.82
12,Gain (Loss) on Sale of Investments,0.56,0.36,0.59,0.36,0.55,0.35,0.52,0.01,0.42,0.72
13,Gain (Loss) on Sale of Assets,-0.12,-,-0.03,0.02,-0.43,-0.22,-0.01,0.4,-,-0.15
14,Asset Writedown,-0.02,-0.05,-0.14,-0.21,-0.36,-7.95,-0.38,-0.17,-,-
15,Other Unusual Items,-,5.01,-,-,-,-,-,-,-,-
16,Pretax Income,-10.58,3.68,22.24,61.21,55.61,66.88,45.53,81.96,5.57,76.39
17,Income Tax Expense,-2.63,0.87,1.59,3.86,7.03,9.81,6.33,13.8,0.01,15.11
18,Net Income,-7.94,2.81,20.65,57.36,48.59,57.07,39.2,68.16,5.56,61.28
19,Net Income to Common,-7.94,2.81,20.65,57.36,48.59,57.07,39.2,68.16,5.56,61.28
20,Net Income Growth,-,-95.10%,-57.51%,0.51%,23.96%,-16.27%,605.49%,11.23%,-91.57%,-14.77%
21,Shares Outstanding (Basic),620,620,620,620,620,620,620,620,620,620
22,Shares Outstanding (Diluted),620,624,628,623,623,627,624,621,620,620
23,Shares Change (YoY),-1.28%,0.14%,0.73%,-0.50%,-0.12%,0.95%,0.67%,0.11%,0.02%,-0.15%
24,EPS (Basic),-0.01,0.00,0.03,0.09,0.08,0.09,0.06,0.11,0.01,0.10
25,EPS (Diluted),-0.01,0.00,0.03,0.09,0.08,0.09,0.06,0.11,0.01,0.10
26,EPS Growth,-,-95.09%,-57.77%,1.05%,24.05%,-17.04%,600.80%,11.05%,-91.57%,-14.63%
27,Free Cash Flow,22.05,32.02,59.03,99.71,45.14,41.6,-9.81,-4.7,-10.22,-27.83
28,Free Cash Flow Per Share,0.04,0.05,0.09,0.16,0.07,0.07,-0.02,-0.01,-0.02,-0.04
29,Dividend Per Share,-,-,-,-,-,-,-,-,-,0.015
30,Operating Margin,-5.86%,-1.82%,5.61%,11.75%,9.89%,11.54%,9.59%,16.04%,2.96%,13.28%
31,Profit Margin,-3.49%,0.95%,5.15%,10.02%,8.50%,8.83%,8.32%,13.79%,1.89%,10.49%
32,Free Cash Flow Margin,9.68%,10.79%,14.72%,17.42%,7.90%,6.44%,-2.08%,-0.95%,-3.49%,-4.76%
33,EBITDA,9.88,17.98,47.97,84.36,81.63,89.83,71.17,93.81,30.99,87.69
34,D&A For EBITDA,23.22,23.37,25.48,17.1,25.12,15.26,25.95,14.56,22.3,10.07
35,EBIT,-13.34,-5.39,22.49,67.26,56.52,74.58,45.22,79.26,8.69,77.61
