,Fiscal Quarter,Current,Q4 2024,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,+20 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020",+20 Quarters
0,Market Capitalization,4541547,3994373,3979455,4294495,4078941,3730739,4250787,3873944,3482028,2954448,3738281,3542323,5034620,4748220,5773232,3539050,3106500,2621519,2542873,2438012,2621519,Upgrade
1,Market Cap Growth,7.07%,7.07%,-6.38%,10.86%,17.14%,26.28%,13.71%,9.36%,-30.84%,-37.78%,-35.25%,0.09%,62.07%,81.12%,127.04%,45.16%,18.50%,-9.09%,-3.00%,-6.06%,-5.21%,Upgrade
2,Enterprise Value,4479619,3949784,3960137,4310777,4045417,3680509,4203432,3849568,3431680,2899031,3510884,3502636,5043063,4652845,5660320,3490084,3084693,2482710,2521880,2430867,2553146,Upgrade
3,PE Ratio,11.45,9.85,-,10.95,11.92,9.38,8.99,7.82,7.17,8.00,11.88,10.56,16.38,14.09,16.82,9.70,7.98,8.80,8.33,9.40,11.71,Upgrade
4,PS Ratio,1.99,1.73,1.85,2.04,1.97,1.79,1.96,1.85,1.68,1.61,2.04,1.84,2.61,2.39,2.86,1.83,1.59,1.35,1.48,1.42,1.56,Upgrade
5,PB Ratio,1.16,1.01,1.05,1.12,1.06,1.00,1.16,1.07,0.95,0.85,1.12,1.09,1.50,1.45,1.80,1.13,0.95,0.83,0.83,0.82,0.91,Upgrade
6,P/FCF Ratio,14.43,-,17.61,14.97,-,11.87,17.13,32.52,-,93.78,1155.82,77.24,-,-,-2261.22,-,-,1502.96,-150.46,51.51,-,Upgrade
7,P/OCF Ratio,12.46,-,16.93,14.50,-,11.46,16.68,29.81,-,79.84,394.94,73.14,-,-,-4778.39,-,-,597.69,-193.07,48.66,-,Upgrade
8,EV/Sales Ratio,1.92,1.71,1.84,2.05,1.95,1.77,1.94,1.84,1.65,1.58,1.92,1.82,2.61,2.34,2.80,1.80,1.58,1.28,1.47,1.41,1.51,Upgrade
9,EV/EBITDA Ratio,8.69,8.57,-,9.45,10.13,7.83,7.93,6.79,5.83,6.49,9.47,8.35,13.40,11.06,12.53,7.66,7.18,6.70,6.64,7.14,7.55,Upgrade
10,EV/EBIT Ratio,8.75,8.64,-,9.52,10.20,7.87,7.96,6.81,5.85,6.51,9.51,8.39,13.46,11.10,12.57,7.70,7.22,6.74,6.67,7.18,7.63,Upgrade
11,EV/FCF Ratio,14.24,-,17.53,15.03,-,11.71,16.94,32.32,-,92.02,1085.51,76.38,-,-,-2216.99,-,-,1423.38,-149.21,51.36,-,Upgrade
12,Quick Ratio,0.54,0.56,0.66,0.72,0.69,0.68,0.68,0.61,0.58,0.71,0.70,0.70,0.73,0.69,0.70,0.76,0.78,0.57,0.60,0.58,0.74,Upgrade
13,Current Ratio,1.13,1.13,1.28,1.34,1.35,1.32,1.35,1.28,1.27,1.39,1.44,1.42,1.46,1.40,1.39,1.45,1.50,1.28,1.34,1.27,1.42,Upgrade
14,Asset Turnover,0.25,0.26,0.26,0.32,0.19,0.25,0.26,0.37,0.26,0.23,0.27,0.25,0.25,0.29,0.28,0.29,0.28,0.24,0.29,0.28,Upgrade,
15,Return on Equity (ROE),15.63%,-4.81%,16.25%,15.13%,5.69%,5.84%,11.95%,23.50%,14.92%,8.68%,11.65%,10.05%,8.79%,11.93%,8.54%,14.13%,9.77%,15.40%,13.40%,2.90%,Upgrade,
16,Return on Assets (ROA),5.36%,-1.99%,5.02%,5.12%,2.00%,1.55%,3.62%,8.04%,4.29%,2.89%,4.57%,3.37%,1.69%,4.66%,3.27%,5.08%,2.85%,4.83%,2.32%,2.96%,Upgrade,
17,Return on Capital (ROIC),12.12%,-4.49%,11.05%,11.08%,4.38%,3.44%,7.83%,16.80%,9.20%,6.59%,10.25%,7.31%,3.76%,10.71%,7.28%,11.07%,6.42%,11.53%,5.74%,6.94%,Upgrade,
18,Return on Capital Employed (ROCE),5.45%,5.21%,-,5.29%,4.73%,5.85%,6.46%,7.06%,7.59%,6.25%,4.96%,5.50%,5.15%,5.86%,6.16%,6.25%,6.13%,5.28%,5.39%,4.59%,4.76%,Upgrade
19,Earnings Yield,8.93%,10.15%,7.74%,9.43%,8.73%,11.30%,11.63%,13.35%,14.54%,12.87%,8.69%,9.76%,6.30%,7.31%,6.10%,10.57%,12.99%,11.91%,12.62%,11.29%,8.94%,Upgrade
20,Earnings Yield,8.93%,10.15%,7.74%,9.43%,8.73%,11.30%,11.63%,13.35%,14.54%,12.87%,8.69%,9.76%,6.30%,7.31%,6.10%,10.57%,12.99%,11.91%,12.62%,11.29%,8.94%,Upgrade
