,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,362.31,319.8,244.67,504.14,550.89,555.46,609.43,570.81,299.83,421.32
1,Short-Term Investments,11.36,6.27,8.63,83.28,27.81,28.13,37.71,38.07,26.22,26.54
2,Trading Asset Securities,20.36,50.54,30.17,17.29,69.43,82.07,167.82,209.41,170.57,25.81
3,Cash & Short-Term Investments,394.02,376.61,283.47,604.7,648.13,665.66,814.96,818.28,496.62,473.67
4,Cash Growth,39.00%,-37.72%,-56.26%,-9.16%,-20.47%,-18.65%,64.10%,72.75%,110.57%,125.69%
5,Accounts Receivable,353.38,395.8,267.5,1198,846.64,1246,805.78,1204,708.18,804.71
6,Other Receivables,36.93,68.28,22,51.95,89.55,19.88,21.17,36.04,74.95,19.8
7,Receivables,390.3,464.09,289.5,1250,936.2,1266,826.95,1240,783.12,824.51
8,Inventory,126.75,120.09,142.01,646.27,837.51,782.28,716.9,575.5,315.45,393.08
9,Prepaid Expenses,6.14,4.83,3.51,19.99,29.36,31.73,59.25,40.97,22.95,12.18
10,Other Current Assets,59.53,56.29,3565,61.2,65.07,33.19,95.24,38.88,110,71.93
11,Total Current Assets,976.74,1022,4284,2582,2516,2779,2513,2714,1728,1775
12,"Property, Plant & Equipment",102.87,96.52,96.86,291.72,278.6,284.48,281,277.11,267.72,263.31
13,Long-Term Investments,233.18,213.15,149.26,148.73,159.7,153.26,148.5,140.43,131.64,132.6
14,Goodwill,22.44,5.85,5.74,848.62,848.86,849.3,849.17,848.24,848.24,839.77
15,Other Intangible Assets,7,4.4,4.25,531.91,599.21,530.35,557.76,522.47,565.22,521.13
16,Long-Term Deferred Tax Assets,20.09,18.8,13.39,103.43,64.76,77.07,61.25,60.97,38.95,44.9
17,Long-Term Deferred Charges,-,-,-,77.33,-,58.02,-,39.98,-,27.7
18,Other Long-Term Assets,37.89,42.66,39.72,51.94,74.29,77.26,56.89,51.2,167.13,170.01
19,Total Assets,1400,1403,4593,4636,4542,4809,4468,4654,3747,3775
20,Accounts Payable,493.54,480.44,641.56,695.77,749.08,886.38,705.83,895.07,599.88,536.98
21,Accrued Expenses,64.35,76.99,17.84,223.44,139.32,211.79,167.48,214.61,104.02,136.7
22,Current Portion of Long-Term Debt,-,-,371.17,135.28,204.63,85.27,72.36,46.57,37.5,26.18
23,Current Portion of Leases,5.2,2.53,3.72,16.99,16.52,19.17,18.23,15.27,13.52,9.45
24,Current Income Taxes Payable,3.94,5.63,4.79,4.84,19.15,21.37,11.81,28.03,25.32,13.65
25,Current Unearned Revenue,5.83,17.42,24.43,24.33,20.58,28.06,28.28,81.39,28.33,53.39
26,Other Current Liabilities,94.77,111.75,1394,494.39,449.69,371.36,572.78,336.91,187.23,214.12
27,Total Current Liabilities,667.62,694.76,2457,1595,1599,1623,1577,1618,995.8,990.46
28,Long-Term Debt,-,-,-,721.78,770.55,856.87,830.25,892.85,1133,1049
29,Long-Term Leases,9.51,3.18,3.79,67.47,70.69,68.17,64.35,60.92,66.55,52.78
30,Long-Term Unearned Revenue,-,1,-,3.85,-,2.58,-,2.27,-,1.39
31,Long-Term Deferred Tax Liabilities,4.51,5.64,4.64,160.66,130.4,151.66,141.51,146.65,137.1,133.79
32,Other Long-Term Liabilities,0.98,0.55,1.69,22.38,22.42,17.24,19.44,13.2,15.7,13.91
33,Total Liabilities,682.62,705.13,2467,2571,2593,2720,2632,2734,2348,2241
34,Common Stock,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03,0.03
35,Additional Paid-In Capital,433.39,433.39,1064,1064,1064,1064,1063,1063,924.44,923.91
36,Retained Earnings,231.82,222.31,1081,931.99,763.62,751.93,515.66,409.99,147.3,284.04
37,Treasury Stock,-30.1,-47.5,-69.25,-32.61,-32.61,-2.96,-,-,-,-
38,Comprehensive Income & Other,-81.56,-72.77,-104.7,-64.2,-35.28,46.6,43.61,139.1,76.69,79.84
39,Total Common Equity,553.58,535.47,1972,1900,1760,1860,1622,1612,1148,1288
40,Minority Interest,164,162.7,153.78,164.96,188.42,228.8,213.61,308.59,250.8,245.54
41,Shareholders' Equity,717.58,698.17,2125,2065,1949,2089,1836,1920,1399,1533
42,Total Liabilities & Equity,1400,1403,4593,4636,4542,4809,4468,4654,3747,3775
43,Total Debt,14.71,5.71,378.67,941.51,1062,1029,985.19,1016,1250,1138
44,Net Cash (Debt),379.31,370.9,-95.21,-336.81,-414.24,-363.83,-170.23,-197.32,-753.58,-663.85
45,Net Cash Per Share,0.11,0.11,-0.03,-,-0.12,-0.11,-0.05,-0.06,-0.23,-0.24
46,Filing Date Shares Outstanding,3403,3475,3475,3469,3469,3493,3495,3489,3413,3407
47,Total Common Shares Outstanding,3403,3475,3475,3469,3469,3493,3495,3489,3413,3407
48,Working Capital,309.12,327.15,1826,987.1,917.3,1156,936.54,1096,732.35,784.92
49,Book Value Per Share,0.16,0.15,0.57,0.55,0.51,0.53,0.46,0.46,0.34,0.38
50,Tangible Book Value,524.14,525.22,1962,519.16,312.18,480.46,215.03,241.07,-265,-73.08
51,Tangible Book Value Per Share,0.15,0.15,0.56,0.15,0.09,0.14,0.06,0.07,-0.08,-0.02
52,Buildings,-,126.85,-,128.11,-,122.68,-,125.51,-,121.04
53,Machinery,-,42.03,-,430.83,-,364.43,-,314.55,-,256.28
54,Construction In Progress,-,1.18,-,14.83,-,21.76,-,7.47,-,9.13
55,Leasehold Improvements,-,2.43,-,33.82,-,26.29,-,24.73,-,27.88
