,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,742.97,855.09,573.62,-,703.44,2911,2239,2681,1515,1780
1,Revenue Growth (YoY),29.52%,-,-18.45%,-,-68.59%,8.58%,47.85%,50.60%,22.56%,16.51%
2,Cost of Revenue,497.13,581.88,360.24,-,453.24,1895,1331,1600,891.03,1087
3,Gross Profit,245.84,273.21,213.38,-,250.19,1016,908.39,1081,623.67,693.31
4,"Selling, General & Admin",263.32,302.37,169.99,-,186.01,701.8,644.6,718.66,464.21,518.37
5,Other Operating Expenses,0.13,1.98,-0.28,-,2.09,5.96,3.82,6.32,4.79,13.23
6,Operating Expenses,262.42,306.48,170.56,-,188.32,708.46,655.18,736.37,469,531.61
7,Operating Income,-16.58,-33.27,42.82,-,61.88,307.54,253.21,344.66,154.67,161.7
8,Interest Expense,-0.24,-,-14.15,-,-6.02,-13.59,-13.53,-18.55,-55.5,-37.73
9,Interest & Investment Income,6.64,43.51,3.26,-,3.59,3.2,4.89,6.42,4.76,3.99
10,Earnings From Equity Investments,1.07,-0.95,4.18,-,3.09,-0.87,1.59,0.1,-0.26,2.36
11,Currency Exchange Gain (Loss),-2.4,-2.25,9.7,-,3.9,-,-,-,-,-
12,Other Non Operating Income (Expenses),11.82,26.2,5.43,-,15.22,5.24,16.2,3,3.64,8.15
13,EBT Excluding Unusual Items,0.31,33.23,51.25,-,81.66,301.5,262.35,335.63,107.3,138.47
14,Gain (Loss) on Sale of Investments,36.34,-1.9,1.9,-,-3.01,2.99,7.96,24.63,-2.33,1.8
15,Gain (Loss) on Sale of Assets,0.14,0.19,0.15,-,0,0,0.04,22.96,0.48,0.06
16,Other Unusual Items,-,-,-,-,-,-,-,-,38.1,-50.29
17,Pretax Income,36.78,31.52,53.31,-,78.65,304.49,270.34,383.22,143.56,90.03
18,Income Tax Expense,7.22,7.41,7.15,-,12.5,61.45,52.69,87.61,36.86,26.76
19,Earnings From Continuing Operations,29.56,24.11,46.16,-,66.16,243.05,217.66,295.61,106.69,63.27
20,Earnings From Discontinued Operations,-,-13.6,93.3,-,114.79,-,-,-,-,-
21,Net Income to Company,29.56,10.51,139.46,-,180.94,243.05,217.66,295.61,106.69,63.27
22,Minority Interest in Earnings,-7.77,-6.61,-11.65,-,-17.04,-15.97,-24.23,-32.96,-24.92,-23.58
23,Net Income,21.8,3.9,127.81,-,163.91,227.08,193.42,262.65,81.78,39.69
24,Net Income to Common,21.8,3.9,127.81,-,163.91,227.08,193.42,262.65,81.78,39.69
25,Net Income Growth,-82.95%,-,-22.02%,-,-15.26%,-13.54%,136.52%,561.79%,3243.30%,11.16%
26,Shares Outstanding (Basic),3403,3436,3412,-,3398,3419,3385,3339,3272,2740
27,Shares Outstanding (Diluted),3421,3461,3412,-,3408,3439,3403,3411,3290,2754
28,Shares Change (YoY),0.25%,-,0.12%,-,0.17%,0.81%,3.41%,23.89%,84.23%,-
29,EPS (Basic),0.01,0.00,0.04,-,0.05,0.07,0.06,0.08,0.02,0.01
30,EPS (Diluted),0.01,0.00,0.04,-,0.05,0.07,0.06,0.08,0.02,0.01
31,EPS Growth,-83.93%,-,-22.58%,-,-15.11%,-13.88%,127.30%,430.24%,2399.50%,-
32,Free Cash Flow,71.18,-,283.82,-,181.15,182.54,82.49,300.8,283.92,256.58
33,Free Cash Flow Per Share,0.02,-,0.08,-,0.05,0.05,0.02,0.09,0.09,0.09
34,Dividend Per Share,-,-,0.005,-,-,-,-,-,-,-
35,Operating Margin,-2.23%,-3.89%,7.46%,-,8.80%,10.56%,11.31%,12.85%,10.21%,9.08%
36,Profit Margin,2.93%,0.46%,22.28%,-,23.30%,7.80%,8.64%,9.80%,5.40%,2.23%
37,Free Cash Flow Margin,9.58%,-,49.48%,-,25.75%,6.27%,3.68%,11.22%,18.74%,14.41%
38,EBITDA,-9.77,-3.22,108.13,-,110.88,349.34,300.73,386.14,198.64,200.14
39,D&A For EBITDA,6.82,-1.53,65.31,46.35,49.01,41.8,47.52,41.49,43.97,38.44
40,EBIT,-16.58,-33.27,42.82,-,61.88,307.54,253.21,344.66,154.67,161.7
41,Advertising Expenses,40.4,-,14.9,-,14.9,-,142.5,-,82.8,-
