,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,2304,187.62,325.84,205.14,308.17,1000,1043,1422,924.69,1640
1,Revenue Growth (YoY),607.10%,-8.54%,5.73%,-79.49%,-70.45%,-29.67%,12.77%,-13.29%,21.29%,36.25%
2,Cost of Revenue,2090,1857,277.02,872.5,246.75,829.23,630.67,914.18,520.15,892.53
3,Gross Profit,213.71,-1669,48.82,-667.36,61.42,171.1,412.13,508.19,404.55,747.87
4,"Selling, General & Admin",146.77,70.56,72.29,90.14,93.7,167.4,124.02,162.99,102.6,168.26
5,Other Operating Expenses,64.47,93.74,-32.04,49.31,10.45,3.73,-18.24,-14.43,2.71,-1.2
6,Operating Expenses,211.24,164.3,40.26,139.45,104.15,171.13,105.78,148.56,105.31,167.06
7,Operating Income,2.46,-1833,8.56,-806.81,-42.73,-0.03,306.35,359.63,299.24,580.81
8,Interest Expense,-19.91,-1.27,-14.81,-17.91,-9.79,-9.28,-2.78,-21.46,-15.92,-14.22
9,Interest & Investment Income,0.77,11,2.53,14.46,3.9,9.82,11.14,8.14,16.92,16.12
10,Earnings From Equity Investments,0.43,-1.62,-7.55,-0.97,4.01,15.27,8.36,13.43,39.65,-0.74
11,Currency Exchange Gain (Loss),-0.45,-3.12,-0.52,-0.15,-16.96,2.8,-2.75,28.65,-11.24,-4.14
12,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-0.87,-,-0.24
13,EBT Excluding Unusual Items,-16.69,-1828,-11.79,-811.38,-61.58,18.58,320.32,387.52,328.65,577.59
14,Gain (Loss) on Sale of Investments,-,-92.96,-,-30.8,-,34.12,-,-,-,-0.08
15,Gain (Loss) on Sale of Assets,-165.64,319.7,-357.58,155.27,-268.23,-0.06,-0.01,0.31,0,0.21
16,Asset Writedown,-8.31,-14.41,-12.56,-12.25,-3.67,-10.4,1.19,67.71,0.33,2.13
17,Other Unusual Items,-,0.63,0.63,-,-,-,-,-,-,-12.94
18,Pretax Income,-190.64,-1615,-381.3,-699.17,-333.48,42.24,321.5,455.53,328.98,566.91
19,Income Tax Expense,-8.26,105.88,40.17,-116.73,-28.09,11.82,153.1,171.23,134.88,253.16
20,Earnings From Continuing Operations,-182.38,-1721,-421.47,-582.44,-305.39,30.43,168.4,284.3,194.1,313.74
21,Minority Interest in Earnings,-80.56,263.01,44.19,46.37,119.6,15.22,2.41,4,2.81,2.77
22,Net Income,-262.94,-1458,-377.28,-536.07,-185.79,45.64,170.8,288.3,196.91,316.51
23,Net Income to Common,-262.94,-1458,-377.28,-536.07,-185.79,45.64,170.8,288.3,196.91,316.51
24,Net Income Growth,-,-,-,-,-,-84.17%,-13.26%,-8.91%,6.43%,-21.77%
25,Shares Outstanding (Basic),1646,1646,1646,1646,1646,1646,1646,1646,1646,1258
26,Shares Outstanding (Diluted),1646,1646,1646,1646,1646,1646,1646,1646,1646,1258
27,Shares Change (YoY),-,-,-,-,-,-,-,30.86%,37.18%,-
28,EPS (Basic),-0.16,-0.89,-0.23,-0.33,-0.11,0.03,0.10,0.18,0.12,0.25
29,EPS (Diluted),-0.16,-0.89,-0.23,-0.33,-0.11,0.03,0.10,0.17,0.12,0.25
30,EPS Growth,-,-,-,-,-,-83.69%,-16.40%,-32.43%,-20.26%,-
31,Free Cash Flow,-15.5,-47.37,418.54,290.15,179.26,-1489,-234.54,-1130,-450.99,-1088
32,Free Cash Flow Per Share,-0.01,-0.03,0.25,0.18,0.11,-0.90,-0.14,-0.69,-0.27,-0.86
33,Dividend Per Share,-,-,-,-,-,0.010,0.036,0.067,0.036,-
34,Dividend Growth,-,-,-,-,-,-85.59%,1.11%,-,-,-
35,Operating Margin,0.11%,-977.08%,2.63%,-393.29%,-13.87%,-0.00%,29.38%,25.28%,32.36%,35.41%
36,Profit Margin,-11.41%,-777.17%,-115.79%,-261.32%,-60.29%,4.56%,16.38%,20.27%,21.29%,19.29%
37,Free Cash Flow Margin,-0.67%,-25.25%,128.45%,141.44%,58.17%,-148.84%,-22.49%,-79.41%,-48.77%,-66.33%
38,EBITDA,13.3,-1825,18,-798.31,-32.79,8.76,315.95,367.6,308.34,589.27
39,D&A For EBITDA,10.83,8.07,9.43,8.51,9.94,8.79,9.6,7.97,9.1,8.46
40,EBIT,2.46,-1833,8.56,-806.81,-42.73,-0.03,306.35,359.63,299.24,580.81
41,Advertising Expenses,5.03,-,10.21,-,7.96,-,17.85,-,11.06,-
