,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Market Capitalization,185,329,141,116,101,122,122,159,214,137,136,Upgrade
1,Market Cap Growth,144.69%,183.32%,39.39%,-5.00%,-17.50%,-23.08%,-42.86%,15.56%,57.30%,-14.29%,61.82%,Upgrade
2,Enterprise Value,423,748,911,934,959,1037,1021,1127,1094,1060,1210,Upgrade
3,Last Close Price,0.10,0.17,0.09,0.08,0.07,0.08,0.08,0.10,0.14,0.09,0.09,Upgrade
4,PE Ratio,1.71,1.99,-,-,-,-,-,1.06,-24.51,-,-,Upgrade
5,PS Ratio,0.26,0.99,-,0.60,-,0.23,0.17,0.23,0.28,0.09,0.07,Upgrade
6,PB Ratio,-1.83,-1.83,-0.37,-0.16,-0.15,-0.20,-0.24,-0.38,-0.50,-0.25,-0.33,Upgrade
7,P/FCF Ratio,7.52,-,-,-,-,13.08,-,-,-,1.80,50.41,Upgrade
8,P/OCF Ratio,7.18,-,-,-,-,11.95,-,-,-,1.58,6.30,Upgrade
9,EV/Sales Ratio,0.73,2.25,-,4.82,-,1.97,1.40,1.63,1.42,0.70,0.62,Upgrade
10,EV/FCF Ratio,9.66,-,-,-,-,110.94,-,-,-,13.88,448.50,Upgrade
11,Debt / Equity Ratio,-1.37,-1.37,-1.16,-1.11,-1.22,-1.45,-1.86,-2.20,-2.35,-1.65,-2.35,Upgrade
12,Debt / FCF Ratio,5.61,-,-,-,-,93.30,-,-,-,12.06,358.15,Upgrade
13,Earnings Yield,290.73%,50.35%,-,-72.30%,-,-180.84%,-78.77%,94.23%,-4.08%,-153.57%,-119.58%,Upgrade
14,FCF Yield,23.60%,-19.46%,-,-17.20%,-,7.65%,-233.58%,-228.21%,-14.03%,55.56%,1.98%,Upgrade
15,Buyback Yield / Dilution,-7.00%,-14.00%,-,-,-,-,-,-,-,-,-,Upgrade
16,Total Shareholder Return,-7.00%,-14.00%,-,-,-,-,-,-,-,-,-,Upgrade
