,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Cash & Equivalents,14521,1543,1446,1246,1490,1346,1793,1325,1665,1598,Upgrade
1,Short-Term Investments,-,359.07,362.31,381.37,180.37,153,-,120.04,-,-,Upgrade
2,Trading Asset Securities,9812,1105,1166,1049,1029,792.17,1183,1032,1236,1243,Upgrade
3,Cash & Short-Term Investments,24332,3007,2975,2676,2700,2291,2976,2477,2901,2841,Upgrade
4,Cash Growth,717.94%,12.34%,10.20%,16.82%,-9.28%,-7.51%,2.58%,-12.82%,-9.73%,-16.82%,Upgrade
5,Accounts Receivable,17916,2505,3037,2685,2830,2928,3283,2958,3008,2761,Upgrade
6,Other Receivables,853.8,130.49,138.97,131.89,134.04,128.39,105.3,146.06,108.41,171.39,Upgrade
7,Receivables,18769,2635,3176,2817,2964,3056,3388,3104,3116,2932,Upgrade
8,Inventory,1833,262.92,253.05,261.59,308.38,359.4,303.82,362.24,402.39,414.08,Upgrade
9,Restricted Cash,-,7.33,7.89,7.46,13.16,5.57,17.42,4.33,7.26,8.16,Upgrade
10,Other Current Assets,167.46,131.68,4.09,319.35,25.76,355.81,11.58,322.65,19.53,65.37,Upgrade
11,Total Current Assets,45103,6044,6416,6089,6011,6068,6697,6271,6446,6261,Upgrade
12,"Property, Plant & Equipment",17464,2260,2257,2237,2134,2161,2421,2491,2526,2339,Upgrade
13,Long-Term Investments,22524,2820,2709,2595,2630,2634,2603,2778,2897,2746,Upgrade
14,Goodwill,2321,305.23,310.47,304.94,305.89,305.16,396.73,406.67,410.65,367.76,Upgrade
15,Other Intangible Assets,6461,850.22,868.88,865.68,847.91,889.17,1018,1048,1057,959.27,Upgrade
16,Long-Term Deferred Tax Assets,676.93,109.58,127.48,128.82,124.5,108.32,126.88,102.96,75.84,56.83,Upgrade
17,Other Long-Term Assets,38222,4962,4886,4727,4654,4437,4053,3872,3838,3694,Upgrade
18,Total Assets,132772,17351,17574,16947,16708,16602,17316,16968,17251,16424,Upgrade
19,Accounts Payable,668.08,117.27,140.02,127.41,150.76,124.71,87.12,82.89,95.47,90.08,Upgrade
20,Accrued Expenses,-,405.28,-,334.45,-,333.38,-,296.62,-,244.36,Upgrade
21,Current Portion of Long-Term Debt,8253,1801,2158,1019,2691,1530,891.84,1159,866.07,1056,Upgrade
22,Current Portion of Leases,390.9,50.76,63,62.22,57.68,57.68,69.84,76.59,77.91,69.29,Upgrade
23,Current Income Taxes Payable,108.72,11.5,18.26,35.91,15.51,26.82,27.91,25.92,48.12,48.88,Upgrade
24,Current Unearned Revenue,1332,206.57,155.5,217.33,221.24,120.74,107.1,73.42,13.46,15.14,Upgrade
25,Other Current Liabilities,4603,222.81,595.07,195.94,571.25,177.87,505.87,214.05,469.98,167.73,Upgrade
26,Total Current Liabilities,15356,2815,3130,1993,3707,2371,1690,1929,1571,1691,Upgrade
27,Long-Term Debt,26045,2929,2989,3689,2054,3356,4452,3666,4119,3825,Upgrade
28,Long-Term Leases,7309,982.29,971.67,975.1,894.46,877.73,974.23,1015,1024,933.32,Upgrade
29,Long-Term Deferred Tax Liabilities,619.18,71.92,33.38,26.71,54.83,57.75,76.42,66.64,71.06,73.04,Upgrade
30,Other Long-Term Liabilities,3243,423.1,393.55,366.13,330.34,331.56,373.64,367.62,382.73,343.59,Upgrade
31,Total Liabilities,52573,7227,7518,7056,7041,7000,7566,7052,7168,6873,Upgrade
32,Common Stock,1277,164.53,164.53,164.53,164.53,164.53,164.53,164.53,164.53,164.53,Upgrade
33,Additional Paid-In Capital,-,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,13.3,Upgrade
34,Retained Earnings,-,9234,8985,8925,8681,8591,8454,8431,8180,8097,Upgrade
35,Comprehensive Income & Other,61009,-1555,-1458,-1508,-1439,-1412,-1148,-909.72,-732.18,-1034,Upgrade
36,Total Common Equity,62287,7857,7705,7595,7420,7357,7483,7699,7626,7241,Upgrade
37,Minority Interest,17913,2266,2351,2297,2248,2245,2267,2217,2457,2309,Upgrade
38,Shareholders' Equity,80200,10124,10056,9891,9668,9602,9750,9916,10083,9550,Upgrade
39,Total Liabilities & Equity,132772,17351,17574,16947,16708,16602,17316,16968,17251,16424,Upgrade
40,Total Debt,41999,5763,6182,5746,5697,5821,6388,5917,6087,5883,Upgrade
41,Net Cash (Debt),-17667,-2756,-3207,-3070,-2997,-3530,-3412,-3440,-3186,-3042,Upgrade
42,Net Cash Per Share,-54.32,-8.47,-9.86,-9.44,-9.22,-10.85,-10.49,-10.58,-9.80,-9.35,Upgrade
43,Filing Date Shares Outstanding,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,Upgrade
44,Total Common Shares Outstanding,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,329.05,Upgrade
45,Working Capital,29747,3229,3285,4097,2304,3697,5007,4342,4875,4570,Upgrade
46,Book Value Per Share,189.29,23.88,23.42,23.08,22.55,22.36,22.74,23.40,23.18,22.01,Upgrade
47,Tangible Book Value,53504,6702,6526,6424,6266,6163,6068,6245,6158,5914,Upgrade
48,Tangible Book Value Per Share,162.60,20.37,19.83,19.52,19.04,18.73,18.44,18.98,18.72,17.97,Upgrade
49,Land,-,1720,-,1715,-,1640,-,1819,-,1665,Upgrade
50,Machinery,-,1115,-,1049,-,987.79,-,1118,-,1006,Upgrade
