,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,22375,23725,23001,18526,19365,21882,26028,27969,29467,30355,36492,Upgrade
1,Market Cap Growth,28.06%,28.06%,18.78%,-15.34%,-25.60%,-21.76%,-11.67%,-7.86%,-19.25%,-30.11%,-9.10%,Upgrade
2,Enterprise Value,57955,62943,66424,60516,60262,67200,70311,69614,73221,71829,78711,Upgrade
3,Last Close Price,68.00,71.47,66.75,53.47,53.45,59.97,69.71,74.47,77.15,79.05,93.59,Upgrade
4,PE Ratio,5.67,11.51,50.16,40.29,44.11,65.22,104.17,103.33,91.48,-252.29,-,Upgrade
5,Forward PE,-,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,8.96,Upgrade
6,PS Ratio,0.98,1.71,7.97,6.38,7.78,10.27,13.70,16.72,22.32,23.23,19.32,Upgrade
7,PB Ratio,0.36,0.30,2.27,1.84,1.96,2.26,2.71,2.87,2.97,3.01,3.82,Upgrade
8,P/TBV Ratio,0.44,0.44,3.43,2.84,3.01,3.49,4.22,4.61,4.72,4.93,6.17,Upgrade
9,P/FCF Ratio,-,-,24.42,56.08,23.33,22.86,63.58,71.83,67.36,67.10,-272.33,Upgrade
10,P/OCF Ratio,-,-,22.62,47.16,21.70,21.89,57.63,68.17,64.29,59.40,-484.24,Upgrade
11,EV/Sales Ratio,2.56,4.53,23.03,20.85,24.21,31.55,37.01,41.61,55.45,54.97,41.67,Upgrade
12,EV/EBITDA Ratio,9.21,19.80,108.11,113.71,159.92,172.36,136.21,139.77,311.61,841.75,237.07,Upgrade
13,EV/EBIT Ratio,10.48,22.74,127.50,139.75,219.38,237.91,178.23,190.86,704.65,-1784.80,-,Upgrade
14,EV/FCF Ratio,-,-,70.51,183.19,72.61,70.20,171.75,178.78,167.38,158.77,-587.41,Upgrade
15,Debt / Equity Ratio,0.52,0.52,0.57,0.61,0.58,0.59,0.61,0.66,0.60,0.60,0.62,Upgrade
16,Debt / FCF Ratio,-,-,6.12,18.71,6.92,5.95,14.22,16.41,13.53,13.46,-43.91,Upgrade
17,Return on Capital Employed (ROCE),3.51%,2.36%,3.58%,3.00%,1.84%,2.17%,2.77%,2.33%,0.69%,-0.26%,-,Upgrade
18,Earnings Yield,17.44%,8.69%,1.99%,2.48%,2.27%,1.53%,0.96%,0.97%,1.09%,-0.40%,-0.31%,Upgrade
19,FCF Yield,-,4.10%,1.78%,4.29%,4.37%,1.57%,1.39%,1.48%,1.49%,-0.37%,Upgrade,
20,Dividend Yield,4.85%,1.32%,0.61%,0.72%,0.72%,0.42%,0.37%,0.35%,0.33%,0.33%,0.34%,Upgrade
21,Buyback Yield / Dilution,-,-,-,-,-,-,-,-,-,-0.00%,Upgrade,
22,Total Shareholder Return,4.85%,1.32%,0.61%,0.72%,0.72%,0.42%,0.37%,0.35%,0.33%,0.33%,0.34%,Upgrade
