,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Revenue,178.75,193.67,198.55,312.12,343.4,299.4,189.57,196.94,168.78,176.26
1,Revenue Growth (YoY),-9.97%,-37.95%,-42.18%,4.25%,81.15%,52.03%,12.32%,11.73%,5.19%,4.47%
2,Cost of Revenue,146.06,164.67,159.18,272.35,279.36,243.18,164.05,164.45,138.91,153.68
3,Gross Profit,32.69,29,39.37,39.78,64.04,56.22,25.52,32.49,29.87,22.57
4,"Selling, General & Admin",39.48,42.71,35.53,42.91,37.93,45.25,28.66,34.56,27.5,30.97
5,Operating Expenses,39.48,42.38,35.53,42.91,37.93,45.25,28.66,34.56,27.5,30.97
6,Operating Income,-6.79,-13.38,3.84,-3.13,26.11,10.97,-3.15,-2.07,2.37,-8.39
7,Interest Expense,-1.27,-1.47,-1.4,-1.23,-0.71,-0.61,-0.47,-0.51,-0.67,-0.73
8,Interest & Investment Income,0.84,1.07,0.46,0.34,0.06,0.07,0.05,0.05,0.05,0.12
9,Currency Exchange Gain (Loss),0.35,0.67,0.91,0.44,-,-,-,2.4,0.36,0.25
10,Other Non Operating Income (Expenses),5.34,8.83,4.39,10.42,1.14,14.14,4.68,9.21,4.78,2.1
11,EBT Excluding Unusual Items,-1.52,-4.28,8.21,6.82,26.6,24.57,1.11,9.09,6.88,-6.65
12,Gain (Loss) on Sale of Investments,-0.3,-0.9,-0.68,-1.46,0.04,-0.19,0.47,0.69,0.33,0.57
13,Gain (Loss) on Sale of Assets,0.52,0.16,0.14,-,-,0.01,0.55,0.41,-,4
14,Asset Writedown,-,-1.97,-,-,-,-,-,-,-,-
15,Other Unusual Items,-,0.01,-,0.89,-,-,-,2,-,-
16,Pretax Income,-1.31,-6.98,7.66,6.25,26.65,24.38,2.12,12.18,7.22,-2.08
17,Income Tax Expense,7.92,-1.07,1.24,1.69,3.56,3.54,0.18,0.65,-7.48,-
18,Earnings From Continuing Operations,-9.23,-5.91,6.42,4.56,23.08,20.84,1.94,11.53,14.69,-2.08
19,Net Income,-9.23,-5.91,6.42,4.56,23.08,20.84,1.94,11.53,14.69,-2.08
20,Net Income to Common,-9.23,-5.91,6.42,4.56,23.08,20.84,1.94,11.53,14.69,-2.08
21,Net Income Growth,-,-,-72.19%,-78.12%,1088.62%,80.72%,-86.78%,-,299.27%,-
22,Shares Outstanding (Basic),1550,1550,1550,1550,1550,1508,1400,1400,1400,1400
23,Shares Outstanding (Diluted),1550,1550,1550,1550,1550,1508,1400,1400,1400,1400
24,Shares Change (YoY),-,-,-,2.77%,10.71%,7.73%,-,-,-,-
25,EPS (Basic),-0.01,-0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,-0.00
26,EPS (Diluted),-0.01,-0.00,0.00,0.00,0.01,0.01,0.00,0.01,0.01,-0.00
27,EPS Growth,-,-,-72.47%,-79.01%,973.68%,68.51%,-86.78%,-,303.65%,-
28,Free Cash Flow,1.9,-0.51,-18.58,41.05,5.82,28.87,-15.79,40.86,2.71,6.44
29,Free Cash Flow Per Share,0.00,-0.00,-0.01,0.03,0.00,0.02,-0.01,0.03,0.00,0.00
30,Operating Margin,-3.80%,-6.91%,1.93%,-1.00%,7.60%,3.66%,-1.66%,-1.05%,1.40%,-4.76%
31,Profit Margin,-5.16%,-3.05%,3.23%,1.46%,6.72%,6.96%,1.02%,5.86%,8.71%,-1.18%
32,Free Cash Flow Margin,1.07%,-0.26%,-9.36%,13.15%,1.69%,9.64%,-8.33%,20.75%,1.61%,3.66%
33,EBITDA,-2.98,-9.63,9.78,-2.28,31.97,17.77,1.18,1.94,6.66,-4.14
34,D&A For EBITDA,3.81,3.76,5.94,0.86,5.86,6.81,4.32,4,4.3,4.25
35,EBIT,-6.79,-13.38,3.84,-3.13,26.11,10.97,-3.15,-2.07,2.37,-8.39
