,Fiscal Quarter,Current,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Mar '25 Mar 13, 2025","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Market Capitalization,119,161,130,260,310,302,214,392,88,95,140
1,Market Cap Growth,-38.10%,-38.10%,-58.00%,-13.85%,44.93%,-22.90%,142.52%,311.76%,-37.00%,-47.69%,-11.50%
2,Enterprise Value,49,93,60,162,247,237,148,322,40,50,106
3,Last Close Price,0.08,0.10,0.08,0.17,0.20,0.20,0.14,0.28,0.06,0.07,0.10
4,PE Ratio,-,-,-,23.72,11.21,6.88,9.39,29.09,3.36,7.55,-
5,PS Ratio,0.32,0.43,0.33,0.51,0.47,0.47,0.44,1.01,0.24,0.28,0.42
6,PB Ratio,0.58,0.79,0.61,1.19,1.41,1.39,1.08,2.70,0.62,0.74,1.23
7,P/TBV Ratio,0.79,0.79,0.61,1.19,1.41,1.39,1.08,2.70,0.62,0.74,1.23
8,P/FCF Ratio,85.37,115.31,-,-,6.62,8.71,16.36,-,2.02,10.40,-8.91
9,P/OCF Ratio,29.28,29.28,-8.56,-,5.36,6.46,9.01,-,1.88,8.86,26.21
10,EV/Sales Ratio,0.13,0.25,0.15,0.32,0.38,0.37,0.30,0.83,0.11,0.15,0.31
11,EV/EBITDA Ratio,-,-,-,21.65,-,4.76,7.82,103.61,4.62,19.99,-
12,EV/EBIT Ratio,-,-,-,230.06,-,6.39,18.95,-,-,-8.36,-
13,EV/FCF Ratio,34.97,66.64,-,-,5.27,6.83,11.34,-,0.91,5.51,-6.72
14,Debt / Equity Ratio,0.22,0.22,0.24,0.31,0.30,0.33,0.37,0.31,0.34,0.38,0.36
15,Debt / FCF Ratio,32.51,32.51,-,-,1.43,2.10,5.54,-,1.12,5.25,-2.61
16,Return on Capital Employed (ROCE),-,-,-,0.32%,-,16.95%,3.94%,-,-,-4.66%,-
17,Earnings Yield,-12.68%,-9.39%,0.39%,4.22%,8.92%,14.53%,10.65%,3.44%,29.73%,13.25%,1.14%
18,FCF Yield,1.17%,0.87%,-14.66%,8.63%,15.12%,11.47%,6.11%,6.39%,49.40%,9.62%,-11.22%
19,Buyback Yield / Dilution,-,-,-,-2.77%,-10.71%,-7.73%,-,-,-,-,
20,Total Shareholder Return,-,-,-,-2.77%,-10.71%,-7.73%,-,-,-,-,
