,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+20 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+20 Quarters
0,Revenue,31.47,31.47,28.34,20.52,18.1,25.4,29.18,22.42,21.09,33.34,38.6,26.33,24.31,25.3,30.55,23.67,43.32,133.87,203.04,79.97,Upgrade
1,Revenue Growth (YoY),73.90%,23.89%,-2.87%,-8.48%,-14.19%,-23.81%,-24.41%,-14.84%,-13.24%,31.78%,26.35%,11.23%,-43.89%,-81.10%,-84.95%,-70.40%,-22.49%,332.55%,532.63%,151.88%,Upgrade
2,Cost of Revenue,15.33,15.33,5.97,5.22,5.27,7.91,6.96,8.43,8.67,9.16,8.44,11.07,9.9,9.92,12.38,8.82,25.62,113.08,181.66,62.21,Upgrade
3,Gross Profit,16.14,16.14,22.37,15.3,12.83,17.49,22.22,13.99,12.42,24.18,30.16,15.25,14.4,15.38,18.17,14.85,17.7,20.78,21.38,17.76,Upgrade
4,"Selling, General & Admin",16.09,16.09,18.21,16.08,15.25,15.76,18.25,17.18,14.96,15.63,18.8,15.21,15.49,15.95,16.31,16.42,17.37,18.78,17.32,18.61,Upgrade
5,Other Operating Expenses,-0,-0,-0.62,-,-0,-0.02,-0.2,-0.02,-,-0,-0.05,-0.07,-,-,1.5,-1.2,-0.44,-0.02,-0.01,-,Upgrade
6,Operating Expenses,16.32,16.32,17.7,16,15.13,15.05,16.35,16.92,14.73,15.51,18.4,18.37,15.33,15.8,19.67,15.63,24.07,18.72,19.27,18.72,Upgrade
7,Operating Income,-0.18,-0.18,4.67,-0.7,-2.29,2.44,5.87,-2.93,-2.32,8.67,11.76,-3.12,-0.92,-0.41,-1.5,-0.78,-6.37,2.06,2.11,-0.96,Upgrade
8,Interest Expense,-0.01,-0.01,-0.03,-0.03,-0.02,-0.02,-0.03,-0.03,-0.04,-0.05,-0.03,-0.04,-0.11,-0.06,-0.05,-0.02,-0.01,-0.02,-,-0.06,Upgrade
9,Interest & Investment Income,0.17,0.17,0.35,0.57,0.48,0.5,0.2,0.02,0.04,0.19,0.43,0.04,0.1,0.01,0.01,0,0,0.01,0.03,0.17,Upgrade
10,Earnings From Equity Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.98,Upgrade
11,Currency Exchange Gain (Loss),-0.08,-0.08,0.12,-0.01,-0.24,0.1,0.01,-0.42,-0.53,0.04,0.13,0.01,0.12,-0.06,0.53,0,0.01,-0.1,-0.16,-0.2,Upgrade
12,Other Non Operating Income (Expenses),-,-,0.34,-,-,-,0.44,-,-,-,-0.04,-,-,-,-,-,-,-,-,-,Upgrade
13,EBT Excluding Unusual Items,-0.11,-0.11,5.45,-0.18,-2.08,3.02,6.49,-3.36,-2.84,8.85,12.25,-3.12,-0.82,-0.52,-1,-0.79,-6.37,1.95,1.97,-0.07,Upgrade
14,Impairment of Goodwill,-,-,-14,-4,-,-,-,-,-,-,-9,-,-,-,-,-,-11.3,-,-65.25,-,Upgrade
15,Gain (Loss) on Sale of Investments,1.19,1.19,2.55,-1.29,-3.59,1.22,1.65,-4.59,-0.87,-2.79,-6.4,-4.97,3.2,2.02,-0.35,-25.24,17.71,-5.14,8.55,-2.3,Upgrade
16,Gain (Loss) on Sale of Assets,-,-,-,-,-,-,-,-0.42,-0.11,-,-,-,-,-,0.21,-,-,-,-,-,Upgrade
17,Asset Writedown,-,-,-7.2,-,-,-,-,-,-,-,-,-,-,-,-,-,-0.43,-,-0.72,-,Upgrade
18,Legal Settlements,-,-,-,-,-,-,-,-,-,-,0.5,-,-,-,-,-,-,-,-,-,Upgrade
19,Other Unusual Items,-,-,-,-,-,-,0.05,0.16,0.25,-,0.1,-,-,-,2.21,-,-,-,-,-,Upgrade
20,Pretax Income,1.09,1.09,-13.2,-5.47,-5.67,4.25,8.19,-8.21,-3.58,6.06,-2.55,-8.09,2.38,1.5,1.07,-26.04,-0.38,-3.2,-55.45,-2.37,Upgrade
21,Income Tax Expense,0.39,0.39,0.26,0.36,-0.17,0.78,1.63,0.19,0.01,2.02,2.59,0.47,0.49,0.63,1.27,0.6,0.73,1.27,1.74,0.84,Upgrade
22,Earnings From Continuing Operations,0.7,0.7,-13.47,-5.83,-5.5,3.46,6.56,-8.4,-3.59,4.04,-5.14,-8.55,1.89,0.87,-0.2,-26.64,-1.11,-4.47,-57.19,-3.21,Upgrade
23,Net Income to Company,0.7,0.7,-13.47,-5.83,-5.5,3.46,6.56,-8.4,-3.59,4.04,-5.14,-8.55,1.89,0.87,-0.2,-26.64,-1.11,-4.47,-57.19,-3.21,Upgrade
24,Minority Interest in Earnings,-0.6,-0.6,-0.61,-0.56,0.38,-1.29,-3.01,-0.27,0.07,-3.46,-4.67,-0.75,-0.82,-1.03,-2.21,-0.92,-1.71,-2.03,-2.03,-1.04,Upgrade
25,Net Income,0.1,0.1,-14.08,-6.39,-5.12,2.17,3.55,-8.67,-3.52,0.58,-9.8,-9.3,1.07,-0.16,-2.4,-27.56,-2.82,-6.5,-59.22,-4.25,Upgrade
26,Net Income to Common,0.1,0.1,-14.08,-6.39,-5.12,2.17,3.55,-8.67,-3.52,0.58,-9.8,-9.3,1.07,-0.16,-2.4,-27.56,-2.82,-6.5,-59.22,-4.25,Upgrade
27,Net Income Growth,-,-95.60%,-,-,-,274.14%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
28,Shares Outstanding (Basic),444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,Upgrade
29,Shares Outstanding (Diluted),444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,444,Upgrade
30,EPS (Basic),0.00,0.00,-0.03,-0.01,-0.01,0.00,0.01,-0.02,-0.01,0.00,-0.02,-0.02,0.00,-0.00,-0.01,-0.06,-0.01,-0.01,-0.13,-0.01,Upgrade
31,EPS (Diluted),0.00,0.00,-0.03,-0.01,-0.01,0.00,0.01,-0.02,-0.01,0.00,-0.02,-0.02,0.00,-0.00,-0.01,-0.06,-0.01,-0.01,-0.13,-0.01,Upgrade
32,EPS Growth,-,-95.90%,-,-,-,275.83%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
33,Free Cash Flow,-1.84,-1.84,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
34,Free Cash Flow Per Share,-0.00,-0.00,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
35,Gross Margin,51.28%,51.28%,78.93%,74.56%,70.91%,68.86%,76.16%,62.42%,58.88%,72.52%,78.13%,57.94%,59.25%,60.80%,59.48%,62.75%,40.87%,15.53%,10.53%,22.21%,Upgrade
36,Operating Margin,-0.58%,-0.58%,16.47%,-3.42%,-12.68%,9.60%,20.12%,-13.05%,-10.98%,26.00%,30.46%,-11.85%,-3.80%,-1.63%,-4.90%,-3.30%,-14.70%,1.54%,1.04%,-1.20%,Upgrade
37,Profit Margin,0.30%,0.30%,-49.67%,-31.13%,-28.30%,8.54%,12.15%,-38.65%,-16.69%,1.74%,-25.40%,-35.34%,4.40%,-0.63%,-7.86%,-116.47%,-6.51%,-4.86%,-29.17%,-5.31%,Upgrade
38,Free Cash Flow Margin,-5.85%,-5.85%,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,Upgrade
39,EBITDA,-0.17,-0.17,4.69,-0.66,-2.28,2.48,5.92,-2.82,-2.24,8.78,11.87,-2.87,-0.81,-0.16,-1.24,-0.42,0.73,2.43,2.47,-0.46,Upgrade
40,EBITDA Margin,-0.53%,-0.53%,16.53%,-3.19%,-12.58%,9.78%,20.28%,-12.57%,-10.64%,26.32%,30.74%,-10.90%,-3.34%,-0.64%,-4.07%,-1.75%,1.69%,1.81%,1.22%,-0.58%,Upgrade
41,D&A For EBITDA,0.02,0.02,0.02,0.05,0.02,0.05,0.05,0.11,0.07,0.11,0.11,0.25,0.11,0.25,0.25,0.37,7.1,0.37,0.37,0.5,Upgrade
