,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019"
0,Cash & Equivalents,32.86,42.17,49.41,54.45,111.51,98.07,84.15,95.92,94.66,86.9
1,Short-Term Investments,1.45,1.38,1.96,2.12,1.48,1.79,10.82,10.62,0.66,0.82
2,Trading Asset Securities,-,-,-,-,-,-,-,-,20.55,-
3,Cash & Short-Term Investments,34.3,43.55,51.37,56.56,112.99,99.86,94.96,106.54,115.87,87.72
4,Cash Growth,-33.22%,-23.01%,-54.54%,-43.36%,18.98%,-6.27%,-18.04%,21.45%,371.61%,499.69%
5,Accounts Receivable,106.95,102.08,100.38,110.98,79.54,95.92,87.33,84.88,83.13,103.76
6,Other Receivables,0.99,0.83,0.35,0.23,0.35,4.87,-,0.3,-,-
7,Receivables,107.94,102.91,100.73,111.21,79.89,100.79,87.33,85.18,83.13,103.76
8,Inventory,293.45,268.96,271.16,246.43,223.01,182.22,182.33,185.58,175.03,138.42
9,Prepaid Expenses,-,-,0.07,-,0.07,0.12,-,0.12,-,0.13
10,Other Current Assets,3.33,2.44,3.54,2.97,2.51,3.35,1.68,0.58,0.63,0.53
11,Total Current Assets,439.01,417.86,426.87,417.18,418.45,386.35,366.31,378.01,374.65,330.56
12,"Property, Plant & Equipment",199.78,195.17,152.24,135.31,88.18,87.91,87.42,91.49,79.11,78.58
13,Other Intangible Assets,1.09,1.05,1.3,1.64,1.5,1.74,1.81,2.02,2.75,3.16
14,Long-Term Accounts Receivable,-,-,-,0.2,0.41,0.6,-,-,0.19,0.38
15,Long-Term Deferred Tax Assets,1.8,1.6,0.94,1.5,2.7,2.5,2.25,3.65,3.4,1.79
16,Other Long-Term Assets,2.92,3.39,16.42,10.97,10.6,12.52,2.32,0.53,4.75,-
17,Total Assets,644.61,619.06,597.77,566.8,521.84,491.61,460.12,475.69,464.85,414.47
18,Accounts Payable,77.52,52.12,55.33,62.6,53.95,59.82,36.2,43.8,64.41,50.17
19,Accrued Expenses,12.5,14.42,7.54,16,8.22,9.5,7.94,11.46,10.02,9.27
20,Short-Term Debt,-,0.65,-,6.94,6.94,-,-,0.92,-,-
21,Current Portion of Long-Term Debt,7,6,7,4,-,-,-,-,-,-
22,Current Portion of Leases,0.91,1.27,4.09,3.37,3.91,4.51,3.83,4.63,3.18,3.33
23,Current Income Taxes Payable,1,0.9,0.73,-,2.15,1.77,-,2.71,4.59,3.14
24,Current Unearned Revenue,151.98,148.62,137.04,118.54,119.66,94.65,102.9,108.84,83.71,66.4
25,Other Current Liabilities,27.65,35.98,33.49,21.01,5.09,5.47,5.23,4.33,7.99,5.17
26,Total Current Liabilities,278.57,259.96,245.21,232.45,199.92,175.71,156.1,176.7,173.89,137.48
27,Long-Term Debt,13.36,12.91,6.87,2,-,-,-,-,-,-
28,Long-Term Leases,0.13,0.22,7.42,7.43,8.1,9.52,10.78,12.04,10.45,11.96
29,Long-Term Unearned Revenue,4.38,3.62,2.12,2.25,3.13,4.15,2.23,2.24,1.69,1.94
30,Long-Term Deferred Tax Liabilities,0.06,0.16,0.1,0.16,0.07,0.17,0.11,0.25,0.22,0.41
31,Total Liabilities,296.5,276.86,261.73,244.29,211.21,189.55,169.22,191.23,186.25,151.79
32,Common Stock,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81,5.81
33,Additional Paid-In Capital,101.39,101.39,101.24,101.24,101.04,101.04,100.97,100.97,100.97,100.97
34,Retained Earnings,186.84,181.01,174.23,161.84,152.31,146.07,133.62,126.91,116.44,102.28
35,Treasury Stock,-0.04,-0.04,-0.1,-0.1,-0.72,-0.72,-,-,-,-
36,Comprehensive Income & Other,52.64,52.48,53.3,52.8,51.81,49.55,50.27,50.49,55.38,53.63
37,Total Common Equity,346.64,340.65,334.47,321.6,310.24,301.74,290.67,284.18,278.6,262.68
38,Minority Interest,1.47,1.55,1.57,0.92,0.39,0.32,0.23,0.28,-,-
39,Shareholders' Equity,348.11,342.2,336.04,322.51,310.63,302.06,290.9,284.46,278.6,262.68
40,Total Liabilities & Equity,644.61,619.06,597.77,566.8,521.84,491.61,460.12,475.69,464.85,414.47
41,Total Debt,21.4,21.03,25.38,23.74,18.95,14.03,14.61,17.6,13.63,15.29
42,Net Cash (Debt),12.9,22.52,25.98,32.82,94.04,85.83,80.35,88.94,102.24,72.43
43,Net Cash Growth,-50.34%,-31.41%,-72.37%,-61.76%,17.03%,-3.50%,-21.41%,22.80%,991.49%,781.14%
44,Net Cash Per Share,0.02,0.03,0.04,0.05,0.14,0.13,0.12,0.13,0.15,0.11
45,Filing Date Shares Outstanding,659.86,659.86,659.62,659.62,657.17,657.17,660,660,660,660
46,Total Common Shares Outstanding,659.86,659.86,659.62,659.62,657.17,657.17,660,660,660,660
47,Working Capital,160.44,157.9,181.65,184.73,218.53,210.64,210.2,201.31,200.76,193.08
48,Book Value Per Share,0.53,0.52,0.51,0.49,0.47,0.46,0.44,0.43,0.42,0.40
49,Tangible Book Value,345.55,339.6,333.18,319.96,308.74,300,288.85,282.16,275.85,259.52
50,Tangible Book Value Per Share,0.52,0.51,0.51,0.49,0.47,0.46,0.44,0.43,0.42,0.39
51,Buildings,91.75,83.06,1.5,1.5,1.5,1.5,6.26,6.26,6.26,6.26
52,Machinery,179.3,158.59,147.93,138.98,128.9,130.47,124.82,112.05,111.63,108.76
53,Construction In Progress,0.47,20.66,55.11,42.33,0.5,-,0.65,11.72,3.61,-
54,Leasehold Improvements,1.84,1.84,3.7,2.91,2.91,2.91,2.91,2.91,2.91,2.91
