,Fiscal Quarter,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,Q3 2019,+10 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019","Sep '19 Sep 30, 2019",+10 Quarters
0,Cash & Equivalents,24.92,24.92,20.67,-,20.33,-,16.7,-,22.47,-,30.74,-,38.37,-,42.7,-,50.02,-,54.16,-,Upgrade
1,Short-Term Investments,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,1.8,-,-,-,Upgrade
2,Cash & Short-Term Investments,24.92,24.92,20.67,20.33,20.33,16.7,16.7,-,22.47,30.74,30.74,-,38.37,42.7,42.7,-,51.83,54.16,54.16,-,Upgrade
3,Cash Growth,22.55%,49.22%,23.77%,-,-9.51%,-45.68%,-45.68%,-,-41.43%,-28.01%,-28.01%,-,-25.97%,-21.16%,-21.16%,-,-3.58%,14.52%,14.52%,-,Upgrade
4,Accounts Receivable,2.16,2.16,2.85,-,3.06,-,1.65,-,1.2,-,0.81,-,0.4,-,0.04,-,0.53,-,1.19,-,Upgrade
5,Other Receivables,-,-,0.13,-,0.1,-,0.14,-,0.1,-,0.1,-,0.32,-,0.32,-,0.2,-,0.92,-,Upgrade
6,Receivables,2.16,2.16,2.98,-,3.16,-,1.79,-,1.29,-,0.91,-,0.72,-,0.36,-,0.74,-,2.11,-,Upgrade
7,Inventory,1.27,1.27,1.34,-,1.07,-,0.69,-,0.53,-,0.15,-,0.26,-,0.42,-,0.13,-,0.37,-,Upgrade
8,Prepaid Expenses,0.62,0.62,-,-,0.67,-,-,-,0.42,-,0.42,-,0.57,-,0.51,-,-,-,0.57,-,Upgrade
9,Other Current Assets,1.23,1.23,6.28,-,5.33,-,7.07,-,0.91,-,1.07,-,0.75,-,0.89,-,-,-,0.91,-,Upgrade
10,Total Current Assets,30.2,30.2,31.27,-,30.56,-,26.25,-,25.63,-,33.29,-,40.67,-,44.88,-,52.69,-,58.12,-,Upgrade
11,"Property, Plant & Equipment",17.82,17.82,19.55,-,20.16,-,18.82,-,27.22,-,22.55,-,7.34,-,9.18,-,8.99,-,10.55,-,Upgrade
12,Other Intangible Assets,-,-,0.39,-,-,-,0.17,-,0.03,-,0.24,-,-,-,0.08,-,-,-,0,-,Upgrade
13,Long-Term Deferred Tax Assets,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,0.05,-,-,-,Upgrade
14,Other Long-Term Assets,1.94,1.94,3.24,-,2.36,-,1.55,-,2.23,-,3.7,-,1.57,-,1.61,-,1.21,-,1.68,-,Upgrade
15,Total Assets,49.95,49.95,54.44,-,53.08,-,46.79,-,55.1,-,59.79,-,49.58,-,55.76,-,62.93,-,70.35,-,Upgrade
16,Accounts Payable,0.24,0.24,0.18,-,0.26,-,0.3,-,0.06,-,0.26,-,-,-,-,-,-,-,-,-,Upgrade
17,Accrued Expenses,1.89,1.89,2.74,-,2.15,-,2.56,-,2.28,-,2.24,-,1.34,-,2.03,-,4.33,-,2.91,-,Upgrade
18,Short-Term Debt,2.2,2.2,3.2,-,4.2,-,3.2,-,1.71,-,0.49,-,-,-,-,-,-,-,-,-,Upgrade
19,Current Portion of Leases,7.72,7.72,9.3,-,8.13,-,7.51,-,8.58,-,7.15,-,5.28,-,6.44,-,7.93,-,8.83,-,Upgrade
20,Current Income Taxes Payable,0.67,0.67,0.51,-,-,-,-,-,-,-,-,-,-,-,-,-,0.29,-,2.1,-,Upgrade
21,Other Current Liabilities,4.51,4.51,0.1,-,0.04,-,0.08,-,0.03,-,0.25,-,0.01,-,0.04,-,0.21,-,0.07,-,Upgrade
22,Total Current Liabilities,17.22,17.22,16.02,-,14.78,-,13.65,-,12.65,-,10.39,-,6.63,-,8.5,-,12.76,-,13.91,-,Upgrade
23,Long-Term Leases,8.43,8.43,10.03,-,11.06,-,9.93,-,13.94,-,14.24,-,3.61,-,4.75,-,4.2,-,5.16,-,Upgrade
24,Long-Term Deferred Tax Liabilities,0,0,0.02,-,0.06,-,0.12,-,0.25,-,0.24,-,0.08,-,0.11,-,-,-,0.04,-,Upgrade
25,Other Long-Term Liabilities,0.43,0.43,0.43,-,0.39,-,0.39,-,0.41,-,0.39,-,-,-,-,-,-,-,-,-,Upgrade
26,Total Liabilities,26.07,26.07,26.5,-,26.28,-,24.08,-,27.26,-,25.25,-,10.32,-,13.36,-,16.96,-,19.11,-,Upgrade
27,Common Stock,8,8,8,-,8,-,8,-,8,-,8,-,8,-,8,-,8,-,8,-,Upgrade
28,Additional Paid-In Capital,-,-,50.08,-,53.08,-,53.08,-,53.08,-,53.08,-,53.08,-,53.08,-,57.08,-,57.08,-,Upgrade
29,Retained Earnings,21.98,21.98,-23.41,-,-27.36,-,-31.06,-,-25.98,-,-19.55,-,-15.19,-,-12.14,-,-13.04,-,-7.66,-,Upgrade
30,Comprehensive Income & Other,-5.81,-5.81,-5.99,-,-5.85,-,-6.2,-,-6.48,-,-6.75,-,-6.63,-,-6.55,-,-6.07,-,-6.18,-,Upgrade
31,Total Common Equity,24.17,24.17,28.69,27.88,27.88,23.82,23.82,-,28.62,34.78,34.78,-,39.27,42.4,42.4,-,45.98,51.24,51.24,-,Upgrade
32,Minority Interest,-0.29,-0.29,-0.74,-,-1.08,-,-1.1,-,-0.78,-,-0.24,-,-,-,-,-,-,-,-,-,Upgrade
33,Shareholders' Equity,23.88,23.88,27.95,26.8,26.8,22.71,22.71,-,27.85,34.54,34.54,-,39.27,42.4,42.4,-,45.98,51.24,51.24,-,Upgrade
34,Total Liabilities & Equity,49.95,49.95,54.44,-,53.08,-,46.79,-,55.1,-,59.79,-,49.58,-,55.76,-,62.93,-,70.35,-,Upgrade
35,Total Debt,18.34,18.34,22.53,23.39,23.39,20.63,20.63,-,24.23,21.87,21.87,-,8.89,11.19,11.19,-,12.12,13.99,13.99,-,Upgrade
36,Net Cash (Debt),6.58,6.58,-1.86,-3.06,-3.06,-3.93,-3.93,-,-1.76,8.87,8.87,-,29.47,31.52,31.52,-,39.7,40.17,40.17,-,Upgrade
37,Net Cash Growth,-,-,-,-,-,-,-,-,-,-71.86%,-71.86%,-,-25.76%,-21.54%,-21.54%,-,7.05%,-15.07%,-15.07%,-,Upgrade
38,Net Cash Per Share,0.01,0.01,-0.00,-0.00,-0.00,-0.00,-0.00,-,-0.00,0.01,0.01,-,0.04,0.04,0.04,-,0.05,0.05,0.05,-,Upgrade
39,Filing Date Shares Outstanding,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Upgrade
40,Total Common Shares Outstanding,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,800,Upgrade
41,Working Capital,12.98,12.98,15.25,-,15.79,-,12.6,-,12.98,-,22.9,-,34.04,-,36.38,-,39.93,-,44.21,-,Upgrade
42,Book Value Per Share,0.03,0.03,0.04,0.03,0.03,0.03,0.03,-,0.04,0.04,0.04,-,0.05,0.05,0.05,-,0.06,0.06,0.06,-,Upgrade
43,Tangible Book Value,24.17,24.17,28.3,27.88,27.88,23.64,23.64,-,28.59,34.54,34.54,-,39.27,42.32,42.32,-,45.98,51.24,51.24,-,Upgrade
44,Tangible Book Value Per Share,0.03,0.03,0.04,0.03,0.03,0.03,0.03,-,0.04,0.04,0.04,-,0.05,0.05,0.05,-,0.06,0.06,0.06,-,Upgrade
45,Machinery,-,-,21.27,-,-,-,21.41,-,-,-,21.42,-,-,-,19.82,-,-,-,19.48,-,Upgrade
46,Leasehold Improvements,-,-,2.62,-,-,-,2.62,-,-,-,0.68,-,-,-,-,-,-,-,-,-,Upgrade
