,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 13, 2025","Sep '24 Sep 30, 2024","Mar '24 Mar 31, 2024","Sep '23 Sep 30, 2023","Mar '23 Mar 31, 2023","Sep '22 Sep 30, 2022","Mar '22 Mar 31, 2022","Sep '21 Sep 30, 2021","Mar '21 Mar 31, 2021","Sep '20 Sep 30, 2020","Mar '20 Mar 31, 2020",+2 Quarters
0,Market Capitalization,73,81,94,92,97,88,151,107,128,127,171,Upgrade
1,Market Cap Growth,-12.70%,-12.70%,-3.03%,5.00%,-35.92%,-17.43%,17.94%,-16.15%,-25.14%,-19.75%,-21.17%,Upgrade
2,Enterprise Value,379,392,419,534,512,499,617,568,576,525,518,Upgrade
3,Last Close Price,0.05,0.06,0.06,0.06,0.07,0.06,0.10,0.11,0.13,0.13,0.17,Upgrade
4,PS Ratio,0.39,0.43,0.73,1.30,0.99,0.75,1.37,0.97,1.23,0.73,0.49,Upgrade
5,PB Ratio,0.05,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.08,0.08,0.11,Upgrade
6,P/TBV Ratio,0.06,0.06,0.07,0.07,0.07,0.06,0.09,0.07,0.08,0.08,0.11,Upgrade
7,P/FCF Ratio,2.25,2.48,-,-,-,-,-,-,-,-,-,Upgrade
8,P/OCF Ratio,1.68,1.68,-,-,-,-,-,-,-4.80,-,-,Upgrade
9,EV/Sales Ratio,2.04,2.11,3.27,7.51,5.25,4.27,5.61,5.15,5.55,3.01,1.47,Upgrade
10,EV/EBITDA Ratio,-,-,-,-,-,-7.73,-,-,-,-,-,Upgrade
11,EV/FCF Ratio,11.64,12.05,-,-,-,-,-,-,-,-,-,Upgrade
12,Debt / Equity Ratio,0.26,0.26,0.27,0.27,0.33,0.31,0.28,0.30,0.31,0.30,0.28,Upgrade
13,Debt / FCF Ratio,10.76,10.76,-,-,-,-,-,-,-,-,-,Upgrade
14,Earnings Yield,-100.22%,-91.11%,-80.63%,-41.62%,-93.96%,-100.27%,-18.05%,-33.48%,-28.68%,-39.25%,-20.63%,Upgrade
15,FCF Yield,44.40%,40.37%,-34.92%,-35.27%,-57.86%,-44.09%,-21.63%,-20.30%,-29.93%,-64.77%,-46.27%,Upgrade
16,Buyback Yield / Dilution,-,-,-,-18.31%,-44.64%,-26.79%,-3.70%,-,-,-,Upgrade,
17,Total Shareholder Return,-,-,-,-18.31%,-44.64%,-26.79%,-3.70%,-,-,-,Upgrade,
