,Fiscal Quarter,Q3 2024,Q2 2024,Q1 2024,Q4 2023,Q3 2023,Q2 2023,Q1 2023,Q4 2022,Q3 2022,Q2 2022,Q1 2022,Q4 2021,Q3 2021,Q2 2021,Q1 2021,Q4 2020,Q3 2020,Q2 2020,Q1 2020,Q4 2019,+3 Quarters
,Period Ending,"Sep '24 Sep 30, 2024","Jun '24 Jun 30, 2024","Mar '24 Mar 31, 2024","Dec '23 Dec 31, 2023","Sep '23 Sep 30, 2023","Jun '23 Jun 30, 2023","Mar '23 Mar 31, 2023","Dec '22 Dec 31, 2022","Sep '22 Sep 30, 2022","Jun '22 Jun 30, 2022","Mar '22 Mar 31, 2022","Dec '21 Dec 31, 2021","Sep '21 Sep 30, 2021","Jun '21 Jun 30, 2021","Mar '21 Mar 31, 2021","Dec '20 Dec 31, 2020","Sep '20 Sep 30, 2020","Jun '20 Jun 30, 2020","Mar '20 Mar 31, 2020","Dec '19 Dec 31, 2019",+3 Quarters
0,Operating Revenue,160.87,149.09,145.12,140.8,171.64,160.53,130.96,142.17,154.29,148.8,139.85,142.11,150.65,124.87,83.39,109.27,98.59,129.47,79.72,133.8,Upgrade
1,Other Revenue,-0.04,0.04,-,0.08,-0.01,0.01,-,0.02,-0.02,0.02,-,0.02,-0.01,0.01,-,0,-0,0,-,0.01,Upgrade
2,Revenue,160.83,149.13,145.12,140.88,171.63,160.54,130.96,142.19,154.27,148.82,139.85,142.13,150.65,124.88,83.39,109.27,98.59,129.47,79.72,133.81,Upgrade
3,Revenue Growth (YoY),-6.29%,-7.11%,10.81%,-0.92%,11.25%,7.88%,-6.35%,0.04%,2.41%,19.17%,67.71%,30.08%,52.81%,-3.55%,4.59%,-18.34%,-4.07%,4.91%,-24.43%,-,Upgrade
4,Cost of Revenue,78.46,94.09,90.37,92.92,92.28,109.08,78.8,107.07,93.44,90.69,79.94,90.03,86.56,68.05,45.66,60.36,45.09,61.52,40.23,67.18,Upgrade
5,Gross Profit,82.37,55.04,54.75,47.96,79.35,51.46,52.16,35.12,60.84,58.13,59.9,52.11,64.09,56.82,37.73,48.91,53.5,67.95,39.49,66.63,Upgrade
6,"Selling, General & Admin",11.85,10.04,8.38,12.12,12.02,7.57,7.97,8.54,8.27,9.57,8.04,8.42,9.34,7.66,6.5,6.98,6.94,6.92,5.99,8.61,Upgrade
7,Research & Development,12.43,12.89,9.1,11.84,12.92,12.56,9.4,13.11,11.35,9.88,8,10.61,12.63,6.8,7.12,8.42,7.43,6.06,4.71,5.49,Upgrade
8,Other Operating Expenses,1.73,1.37,1.33,0.34,-0.07,0.12,-0.55,10.4,-2.07,-1.74,-4.77,8.29,-0.56,-2.04,-2.51,8.33,-1.09,-0.32,-2.86,-1.01,Upgrade
9,Operating Expenses,26.72,24.22,19.97,21.2,24.59,21.14,17.24,37.14,18.06,18.07,11.08,27.23,22.44,13.35,9.9,24.25,12.6,13.89,7.13,13.41,Upgrade
10,Operating Income,55.64,30.82,34.78,26.76,54.76,30.32,34.92,-2.02,42.78,40.06,48.82,24.88,41.65,43.47,27.83,24.66,40.9,54.06,32.36,53.21,Upgrade
11,Interest Expense,-0.4,-0.44,-0.07,-0.3,-0.07,-0.08,-0.06,-0.03,-1.76,-,-,-,-,-,-,-,-0.52,-,-0.84,-,Upgrade
12,Interest & Investment Income,6.36,8.35,7.96,13.48,5.44,5.02,4.77,8.54,-,3.71,3.21,5.01,3.87,6.87,2.54,9.32,2.03,3.22,3.12,2.04,Upgrade
13,Currency Exchange Gain (Loss),-3.92,3.92,-,2.91,-6.43,6.43,-,14.86,-9.34,9.34,-,-6.56,2.72,-2.72,-,-11.04,-3.6,3.6,-,3.13,Upgrade
14,Other Non Operating Income (Expenses),-5.96,-0.84,0.59,-14.12,6.13,3.11,-1.12,-24.76,23.88,1.57,-0.69,1.37,-1.66,-2.24,2.34,0.73,-1.75,-2.49,3.53,-3.56,Upgrade
15,EBT Excluding Unusual Items,51.71,41.81,43.26,28.74,59.83,44.81,38.52,-3.41,55.55,54.69,51.34,24.71,46.58,45.38,32.71,23.67,37.05,58.39,38.17,54.81,Upgrade
