,Fiscal Quarter,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,H1 2020,H2 2019,+2 Quarters
,Period Ending,"Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020","Dec '19 Dec 31, 2019",+2 Quarters
0,Revenue,66.21,104.86,32.3,43.62,78.51,605.97,101.77,198.8,220.51,191.5,Upgrade
1,Revenue Growth (YoY),104.98%,140.39%,-58.86%,-92.80%,-22.85%,204.81%,-53.85%,3.81%,-22.50%,-71.44%,Upgrade
2,Cost of Revenue,59.53,97.82,30.04,38.23,75.72,601.97,97.26,194.87,217.09,188.61,Upgrade
3,Gross Profit,6.68,7.05,2.27,5.4,2.8,3.99,4.52,3.93,3.42,2.89,Upgrade
4,"Selling, General & Admin",10.48,13.52,11.51,9.85,10.78,10.92,8.94,10.13,8.74,11.3,Upgrade
5,Other Operating Expenses,-1.3,-0.98,-1.06,-0.66,-1.17,-0.78,-0.83,-2.78,0.3,-2.33,Upgrade
6,Operating Expenses,9.18,12.54,10.45,9.19,9.61,10.14,8.11,7.35,9.04,8.97,Upgrade
7,Operating Income,-2.5,-5.49,-8.19,-3.79,-6.82,-6.15,-3.6,-3.42,-5.62,-6.08,Upgrade
8,Interest Expense,-0.03,-0.04,-0.11,-0.2,-0.13,-0.11,-0.02,-0.03,-,-0.04,Upgrade
9,Interest & Investment Income,1.8,0.2,0.17,0.09,0.01,0.02,-,0.02,-,0.13,Upgrade
10,Currency Exchange Gain (Loss),-,0.25,-,0.2,-,0.04,-,-0.53,-,-0.35,Upgrade
11,Other Non Operating Income (Expenses),-,0.51,-,-,-,-,-,-,-,-0.95,Upgrade
12,EBT Excluding Unusual Items,-0.73,-4.58,-8.13,-3.7,-6.94,-6.19,-3.61,-3.96,-5.62,-7.29,Upgrade
13,Gain (Loss) on Sale of Assets,-,-0.06,-,0.07,-,-0,-,0.01,-,-0.08,Upgrade
14,Pretax Income,-0.73,-4.64,-8.13,-3.63,-6.94,-6.19,-3.61,-3.95,-5.62,-7.37,Upgrade
15,Income Tax Expense,0.04,-,-,0,-0.03,-,0.03,-0.02,-0.02,-0.6,Upgrade
16,Earnings From Continuing Operations,-0.77,-4.64,-8.13,-3.63,-6.91,-6.19,-3.64,-3.93,-5.6,-6.77,Upgrade
17,Minority Interest in Earnings,-1.27,-0.29,1.75,-0.45,1.18,0.65,-0.57,-0.35,0.06,0.29,Upgrade
18,Net Income,-2.04,-4.93,-6.38,-4.08,-5.73,-5.55,-4.21,-4.28,-5.53,-6.48,Upgrade
19,Net Income to Common,-2.04,-4.93,-6.38,-4.08,-5.73,-5.55,-4.21,-4.28,-5.53,-6.48,Upgrade
20,Shares Outstanding (Basic),1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,Upgrade
21,Shares Outstanding (Diluted),1816,1816,1816,1816,1816,1816,1816,1816,1816,1816,Upgrade
22,Shares Change (YoY),-,-,-,-,-,-,-,-,-,7.40%,Upgrade
23,EPS (Basic),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,Upgrade
24,EPS (Diluted),-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,Upgrade
25,Free Cash Flow,-3.26,-4.17,-4.83,-2.27,-5.05,-4.93,-4.66,-11.67,-4.15,-2.58,Upgrade
26,Free Cash Flow Per Share,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.00,-0.01,-0.00,-0.00,Upgrade
27,Operating Margin,-3.78%,-5.24%,-25.35%,-8.69%,-8.68%,-1.01%,-3.53%,-1.72%,-2.55%,-3.17%,Upgrade
28,Profit Margin,-3.08%,-4.70%,-19.76%,-9.35%,-7.30%,-0.92%,-4.13%,-2.15%,-2.51%,-3.38%,Upgrade
29,Free Cash Flow Margin,-4.93%,-3.98%,-14.95%,-5.20%,-6.43%,-0.81%,-4.58%,-5.87%,-1.88%,-1.35%,Upgrade
30,EBITDA,-1.61,-4.6,-7.25,-2.85,-5.92,-5.24,-2.72,-2.58,-4.83,-5.26,Upgrade
31,D&A For EBITDA,0.89,0.9,0.94,0.95,0.9,0.91,0.88,0.84,0.79,0.82,Upgrade
32,EBIT,-2.5,-5.49,-8.19,-3.79,-6.82,-6.15,-3.6,-3.42,-5.62,-6.08,Upgrade
