,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Nov '24 Nov 30, 2024","May '24 May 31, 2024","Nov '23 Nov 30, 2023","May '23 May 31, 2023","Nov '22 Nov 30, 2022","May '22 May 31, 2022","Nov '21 Nov 30, 2021","May '21 May 31, 2021","Nov '20 Nov 30, 2020","May '20 May 31, 2020"
0,Cash & Equivalents,29.6,25.82,47.78,33.69,77.77,75.18,83.44,124.52,26.92,31.01
1,Short-Term Investments,5.69,7.04,3.62,9.23,14.84,17.77,28.68,21.44,1.54,1.84
2,Cash & Short-Term Investments,35.29,32.86,51.4,42.92,92.62,92.95,112.12,145.96,28.47,32.85
3,Cash Growth,-31.35%,-23.43%,-44.50%,-53.82%,-17.39%,-36.32%,293.89%,344.29%,-,-
4,Accounts Receivable,31.06,39.68,27.36,23.62,44.46,39.74,78.55,62.64,70.09,47.94
5,Other Receivables,1.33,3.03,2.98,4.02,0.01,0.39,0.98,0.05,0.05,19.93
6,Receivables,32.4,42.7,30.34,27.65,44.47,40.13,79.53,62.69,70.14,67.86
7,Other Current Assets,-,0.3,10,10.11,21.21,20,0.05,-,1.38,2.58
8,Total Current Assets,67.68,75.87,91.74,80.68,158.3,153.08,191.71,208.64,99.99,103.29
9,"Property, Plant & Equipment",33.92,40.98,54.52,65.01,74.6,74.28,57.58,56.83,45.34,49.05
10,Long-Term Deferred Tax Assets,0.35,0.62,-,0.66,-,-,-,-,-,-
11,Other Long-Term Assets,-,-,0.3,0.3,0.41,0.41,-,-,-,-
12,Total Assets,101.95,117.47,146.56,146.64,233.31,227.77,249.28,265.47,145.33,152.34
13,Accounts Payable,19.57,25.11,22.83,7.82,36.3,18.79,41.3,33.77,27.46,20.87
14,Accrued Expenses,4.55,4.64,5.68,5.75,5.82,3.55,2.04,3.18,6.35,4.83
15,Short-Term Debt,-,-,-,-,-,-,-,-,6.21,6.73
16,Current Portion of Leases,2.19,2.56,2.47,2.55,2.3,0.65,0.63,0.61,0.29,0.53
17,Current Income Taxes Payable,-,-,-,-,-,2.49,2.93,8.22,5.71,5.94
18,Current Unearned Revenue,-,-,7.2,3.99,-,-,-,-,-,-
19,Other Current Liabilities,5.05,4.51,1.49,9.64,15.38,1.1,9.45,11.31,12.59,8.24
20,Total Current Liabilities,31.35,36.82,39.68,29.74,59.79,26.58,56.34,57.08,58.6,47.14
21,Long-Term Leases,2.13,2.39,3.65,4.29,1.15,0.36,0.69,1.01,-,-
22,Long-Term Deferred Tax Liabilities,3.75,4.35,4.98,6.14,6.83,7.35,5.34,5.58,4.59,5.05
23,Total Liabilities,37.23,43.56,48.31,40.17,67.76,34.29,62.37,63.68,63.2,52.19
24,Common Stock,30,26.69,26.69,22.24,22.24,22.24,22.24,22.24,-,-
25,Additional Paid-In Capital,63.91,63.91,64.09,56.77,-,56.77,81.77,81.77,-,-
26,Retained Earnings,-29.16,-16.72,7.39,27.42,-,114.47,82.9,97.79,82.14,100.15
27,Comprehensive Income & Other,-0.03,0.02,0.09,0.04,143.31,-,-,-,-,-
28,Shareholders' Equity,64.72,73.9,98.25,106.47,165.55,193.48,186.91,201.79,82.14,100.15
29,Total Liabilities & Equity,101.95,117.47,146.56,146.64,233.31,227.77,249.28,265.47,145.33,152.34
30,Total Debt,4.32,4.95,6.12,6.84,3.44,1.01,1.32,1.62,6.49,7.26
31,Net Cash (Debt),30.97,27.91,45.28,36.08,89.17,91.94,110.8,144.33,21.97,25.59
32,Net Cash Growth,-31.60%,-22.64%,-49.23%,-60.75%,-19.52%,-36.30%,404.30%,464.06%,-,-
33,Net Cash Per Share,0.11,0.10,0.19,0.16,0.40,0.41,0.50,0.65,0.13,-
34,Filing Date Shares Outstanding,300,266.88,266.88,222.4,222.4,222.4,222.4,222.4,-,166.8
35,Total Common Shares Outstanding,300,266.88,266.88,222.4,222.4,222.4,222.4,222.4,-,166.8
36,Working Capital,36.33,39.05,52.06,50.94,98.51,126.51,135.36,151.56,41.39,56.15
37,Book Value Per Share,0.22,0.28,0.37,0.48,0.74,0.87,0.84,0.91,-,0.60
38,Tangible Book Value,64.72,73.9,98.25,106.47,165.55,193.48,186.91,201.79,82.14,100.15
39,Tangible Book Value Per Share,0.22,0.28,0.37,0.48,0.74,0.87,0.84,0.91,-,0.60
40,Machinery,-,86.28,-,110.19,-,102.57,-,78.3,-,64.38
41,Leasehold Improvements,-,-,-,-,-,0.19,-,0.19,-,0.09
