,Fiscal Quarter,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020
,Period Ending,"Nov '24 Nov 30, 2024","May '24 May 31, 2024","Nov '23 Nov 30, 2023","May '23 May 31, 2023","Nov '22 Nov 30, 2022","May '22 May 31, 2022","Nov '21 Nov 30, 2021","May '21 May 31, 2021","Nov '20 Nov 30, 2020","May '20 May 31, 2020"
0,Revenue,108.14,99.74,123.59,68.73,129.29,90.25,122.04,162.81,182.8,115.45
1,Revenue Growth (YoY),-12.50%,45.12%,-4.41%,-23.84%,5.94%,-44.57%,-33.24%,41.03%,-7.77%,-
2,Cost of Revenue,114.15,118.59,136.6,109.3,151.07,75.8,106.27,137.42,152.18,99.86
3,Gross Profit,-6.01,-18.85,-13.01,-40.56,-21.77,14.45,15.77,25.39,30.62,15.59
4,"Selling, General & Admin",8.03,8.64,7.83,6.73,7.72,6.76,4.95,2.9,6.79,1.79
5,Other Operating Expenses,-0.06,-0.77,-0.06,-0.6,-0.06,0.99,-1.04,0,-0,-
6,Operating Expenses,7.97,6.32,7.78,7.75,7.67,7.75,3.9,2.9,6.79,1.79
7,Operating Income,-13.98,-25.17,-20.79,-48.31,-29.44,6.69,11.86,22.49,23.83,13.8
8,Interest Expense,-0.07,-0.18,-0.1,-0.11,-0.07,-0.03,-0.04,-0.07,-0.14,-0.15
9,Interest & Investment Income,0.26,0.3,0.02,0.78,0.22,0.11,0.19,0.09,0.02,0.06
10,Currency Exchange Gain (Loss),-,0.14,-,-,-,-,-,-,-,-
11,Other Non Operating Income (Expenses),-,-,-,-,-,-,-,-3.36,-,-7.21
12,EBT Excluding Unusual Items,-13.79,-24.91,-20.87,-47.64,-29.29,6.77,12.02,19.15,23.72,6.49
13,Gain (Loss) on Sale of Assets,1,2.81,0.34,-0.01,0.01,-0.01,0.01,-,-,-
14,Asset Writedown,-,-3.56,-,-12.8,-,-,-,-,-,-
15,Other Unusual Items,-,0.04,-,0.04,0.78,1.38,-,-0,2.58,0.1
16,Pretax Income,-12.78,-25.35,-20.54,-60.42,-28.5,8.15,12.03,19.14,26.29,6.59
17,Income Tax Expense,-0.34,-1.25,-0.51,-1.34,-0.53,1.58,1.91,3.49,4.31,1.25
18,Net Income,-12.44,-24.11,-20.03,-59.08,-27.97,6.57,10.12,15.65,21.99,5.33
19,Net Income to Common,-12.44,-24.11,-20.03,-59.08,-27.97,6.57,10.12,15.65,21.99,5.33
20,Net Income Growth,-,-,-,-,-,-58.03%,-53.99%,193.46%,-3.49%,-
21,Shares Outstanding (Basic),281,267,240,222,222,222,222,220,167,-
22,Shares Outstanding (Diluted),281,267,240,222,222,222,222,220,167,-
23,Shares Change (YoY),17.35%,20.07%,7.80%,-,-,0.90%,33.33%,-,-,-
24,EPS (Basic),-0.04,-0.09,-0.08,-0.27,-0.13,0.03,0.05,0.07,0.13,-
25,EPS (Diluted),-0.04,-0.09,-0.08,-0.27,-0.13,0.03,0.05,0.07,0.13,-
26,EPS Growth,-,-,-,-,-,-58.41%,-65.49%,-,-,-
27,Free Cash Flow,-2.14,-24.58,-2.22,-43.96,3.13,-8.02,-15.94,3.26,16.91,8.45
28,Free Cash Flow Per Share,-0.01,-0.09,-0.01,-0.20,0.01,-0.04,-0.07,0.01,0.10,-
29,Operating Margin,-12.93%,-25.23%,-16.82%,-70.29%,-22.77%,7.42%,9.72%,13.81%,13.04%,11.95%
30,Profit Margin,-11.51%,-24.17%,-16.21%,-85.95%,-21.63%,7.28%,8.29%,9.61%,12.03%,4.62%
31,Free Cash Flow Margin,-1.98%,-24.64%,-1.79%,-63.96%,2.42%,-8.89%,-13.06%,2.00%,9.25%,7.32%
32,EBITDA,-9.66,-19.74,-14.51,-40.9,-23.22,12.12,16.39,26.37,27.29,16.89
33,D&A For EBITDA,4.32,5.43,6.28,7.41,6.22,5.42,4.52,3.88,3.46,3.1
34,EBIT,-13.98,-25.17,-20.79,-48.31,-29.44,6.69,11.86,22.49,23.83,13.8
