,Fiscal Quarter,Current,H1 2025,H2 2024,H1 2024,H2 2023,H1 2023,H2 2022,H1 2022,H2 2021,H1 2021,H2 2020,+2 Quarters
,Period Ending,"Mar '25 Mar 12, 2025","Dec '24 Dec 31, 2024","Jun '24 Jun 30, 2024","Dec '23 Dec 31, 2023","Jun '23 Jun 30, 2023","Dec '22 Dec 31, 2022","Jun '22 Jun 30, 2022","Dec '21 Dec 31, 2021","Jun '21 Jun 30, 2021","Dec '20 Dec 31, 2020","Jun '20 Jun 30, 2020",+2 Quarters
0,Market Capitalization,77,84,102,104,111,120,145,141,196,178,151,Upgrade
1,Market Cap Growth,-18.84%,-18.84%,-8.11%,-13.75%,-22.92%,-14.89%,-26.15%,-20.72%,30.00%,-25.23%,-47.37%,Upgrade
2,Enterprise Value,163,121,205,192,169,166,223,202,276,212,199,Upgrade
3,Last Close Price,0.26,0.28,0.34,0.34,0.37,0.40,0.48,0.47,0.65,0.74,0.62,Upgrade
4,PE Ratio,-,-,-46.38,-,-,-,40.71,-6.60,-,-4.70,-,Upgrade
5,PS Ratio,0.06,0.07,0.09,0.10,0.11,0.10,0.10,0.09,0.14,0.15,0.12,Upgrade
6,PB Ratio,0.21,0.22,0.26,0.25,0.27,0.25,0.28,0.28,0.38,0.36,0.34,Upgrade
7,P/TBV Ratio,0.23,0.23,0.27,0.29,0.30,0.27,0.31,0.30,0.41,0.38,0.35,Upgrade
8,P/FCF Ratio,-,-,2.13,-4.94,-,2.22,3.39,10.62,-3.48,-,-9.79,Upgrade
9,P/OCF Ratio,-,-,1.69,110.49,-,1.49,2.06,3.33,-8.24,-,2.86,Upgrade
10,EV/Sales Ratio,0.13,0.10,0.18,0.18,0.17,0.13,0.15,0.13,0.19,0.17,0.16,Upgrade
11,EV/EBITDA Ratio,3.59,2.96,4.78,-8.15,-,-,4.45,13.65,-,-7.55,-,Upgrade
12,EV/EBIT Ratio,8.61,-,13.04,-,-,-,10.23,-14.69,-,-,-,Upgrade
13,EV/FCF Ratio,-,-,4.27,-9.11,-,3.06,5.23,15.14,-4.91,-,-12.94,Upgrade
14,Debt / Equity Ratio,0.28,0.28,0.30,0.36,0.36,0.26,0.28,0.28,0.23,0.24,0.30,Upgrade
15,Debt / FCF Ratio,-,-,2.44,-7.14,-,2.29,3.33,10.60,-2.09,-,-8.67,Upgrade
16,Return on Capital Employed (ROCE),3.28%,-,3.36%,-,-,-,3.88%,-2.39%,-,-,-,Upgrade
17,Earnings Yield,-9.12%,-8.30%,-2.16%,-71.12%,-76.07%,-17.23%,2.46%,-15.16%,1.43%,-21.29%,-51.31%,Upgrade
18,FCF Yield,-,46.85%,-20.25%,-6.36%,45.12%,29.47%,9.42%,-28.76%,-20.27%,-10.21%,Upgrade,
19,Buyback Yield / Dilution,-,-,-,-,-,-0.45%,-40.00%,-39.38%,-,-,Upgrade,
20,Total Shareholder Return,-,-,-,-,-,-0.45%,-40.00%,-39.38%,-,-,Upgrade,
